,A,B,C,D,E,F
94,99.04065190509634,106.29085547293857,110.17149222210784,113.9684864179588,106.02423321138328,87.92052722138321
95,96.92670751033194,107.19679997179783,111.83339726507846,119.5473061991593,103.83109538323527,88.40898439045823
96,95.59111158061393,109.16446119278886,113.18067383301744,118.99992886062243,106.2150451056147,91.31941727960773
97,96.86563470967688,109.24090874558121,113.25074995635877,119.45158624251584,108.04674918788415,93.2252708059424
98,95.86828813960352,109.16930113252164,115.12642563130294,118.79919785113175,111.83430651820329,92.8780833989092
99,96.47818989019777,110.75583469779772,112.46458108805624,115.81839575179067,114.16805324759076,93.41821692332284
100,94.98281110911293,112.9329274108609,114.77194157588136,119.03581172579946,114.1526517838295,94.52725809432516
101,93.79608105973529,112.53575904071258,112.11145907331337,118.64100050741948,112.60613079493386,94.55141240186282
102,94.25177910223856,115.44826768073845,109.53542393587318,119.8878672100081,114.9317842265084,96.48006714848148
103,95.43060961751219,113.40326925359831,105.64628035082954,119.6146638817813,115.77576106775236,95.60844001790086
104,96.89966720938136,112.09209926180156,106.02159654170555,120.12161167299884,116.13853673852151,92.7548342742207
105,98.80716148510794,108.04339809307773,107.91339997464908,119.41885070715506,117.48508325438414,92.34610561713752
106,98.00113308494939,109.33230842149986,107.90480190785121,118.40569631746551,116.29584643375703,92.61355944135413
107,97.99536694017735,112.06128803466584,106.1713937295827,119.25940359152234,117.6563480956353,92.67773160421274
108,96.9457102848789,112.65574263897764,103.94511271886431,118.75655753200793,116.1760363224638,94.9720012400231
109,96.54552860666156,115.67676984762414,106.09411788627882,117.75134348571999,121.07960647078275,95.50561120224403
110,96.83365053334985,113.47088920444533,107.93023768904497,117.1775224822091,119.894439215521,96.14515291777046
111,96.1488670797326,113.39719633611838,105.40721318597292,113.00173806827694,122.70982734508497,96.1779421844522
112,96.64951226860035,114.09058975253852,104.49048967792613,115.4782968145602,120.16655737322,96.73774909091122
113,98.07889655846243,114.29973266986708,104.65636856438874,117.54220269834089,121.05130958459978,96.34015812184889
114,98.39555684810632,117.417934383029,105.96703300215023,118.68794838259899,118.07492392832408,94.53095965087937
115,100.48622982440554,116.54253264923899,107.76705133644397,117.48698855063142,117.1626560269557,94.60713627691865
116,99.90469738083344,117.47481229077754,105.38509521119477,116.69732856007222,118.5951678327012,96.28486833856121
117,101.23553170953568,117.08658377951878,105.01382136508491,118.85066528968254,114.63437765323643,95.58027130504712
118,101.31594759756683,118.88536451828678,104.27494547919329,120.7701270233138,111.66528387731634,96.02456811220225
119,100.92769080734685,117.6950290145335,102.92962591926805,118.36534320178451,111.01132618835486,92.85876430791264
120,101.57379919762735,117.09276271677811,103.38530292568764,121.75646644645599,111.7373977743511,94.47065922757378
121,97.97054354501515,119.14866001386501,101.13876523291567,118.83966758699205,110.47929938745227,95.39874906583601
122,98.59960282998082,119.88151135311445,100.68158659650099,118.45339018032959,113.81019135354326,96.7157319686875
123,103.74359799791588,116.05222623749489,100.9850395309368,119.84509210383112,109.89202202186681,91.835699266019
124,100.58072264198464,117.06850058542673,97.92789841162224,113.91320142786255,110.73007059079734,94.8842321688551
125,100.83603336522897,116.62762703766403,98.84028916178052,112.98878691604999,111.55789926242615,94.53577964766478
126,102.6865084969051,113.3405129888732,101.86891878755624,112.591818046624,110.8962405988572,93.19680349656336
127,101.86362511914042,112.01389565751454,100.84119207464654,110.41945493236884,115.3046843851512,93.62542385696545
128,99.09147868804953,112.7229357508164,99.93821980317134,111.79482865595014,114.28151899623754,91.65560250906836
129,96.78488645033708,114.46892873173357,98.51756711321836,109.86912262043622,118.74431578744363,94.17501397789529
130,98.85001848277531,108.31460357549243,98.10255321361882,111.88420384310898,118.23416638013373,93.15578057948876
131,99.46895560493537,106.7304623492803,98.23699628968224,111.8915142456307,119.6767807907458,94.24223783266825
132,98.24934733120266,108.23652020893458,96.65796385127678,111.46937670707857,118.03861833084142,95.47549836973931
133,99.23374347559226,106.77598984530484,99.27857515120847,111.3420826598586,117.517221817252,93.64657889133791
134,100.40394395162639,105.71470968355821,99.95077328682092,112.11504637269643,114.72783591149553,94.53893681090322
135,100.85074394972764,109.98762641960214,98.99403405256577,110.44730717887943,116.7787451429445,97.85561770689868
136,98.53172498278244,111.99309799048042,99.09781646624025,107.32922658210025,122.0771224801243,98.36954824686013
137,100.10459662886512,113.06420233830443,98.97767016394215,107.3908849812754,121.5234485781009,97.50104703787459
138,99.79577406032041,113.72425208920652,96.55969060090274,105.85024109745076,123.06162723257441,98.2466997965117
139,99.54540126353673,112.85784454285692,95.87387257482449,104.32985152002365,123.39059828377708,99.34685945676247
140,97.83628176896184,113.96467224395342,95.53477316599877,106.0686522220704,123.52209927828879,98.56813704641574
141,100.49363956454287,114.00942050057614,98.12813577427939,107.11049407065474,120.69840532020592,95.56245293315972
142,99.3462652732663,114.27697698412702,96.6740822206891,104.96986478957484,123.73888382633939,97.44368037418376
143,99.6257130063367,115.44429258067011,98.67175272771685,104.71843096672741,128.7611065562848,100.82208501467073
144,101.10378166860218,113.22669163856143,97.11243739068553,103.99652510238784,127.14997818088263,101.2606605804689
145,101.24199146722006,114.0207791455111,95.92383412537421,102.97114627095158,128.87565376866883,100.36809359934537
146,102.77725303777655,114.90569687009724,98.77045435295842,101.90706790951904,129.63772714664714,101.03421550787664
147,104.36971370334935,117.21072376584887,99.18450532323844,101.50562886884033,129.27787632624234,102.07886284047068
148,105.22541128556836,120.55995349118243,98.19829010414477,101.21609649235177,127.3096677887983,100.18720525168432
149,106.37549812467344,120.4246173218612,98.31814977111883,100.62954149233836,120.26222408000558,99.88692951387978
150,104.83122830986362,119.4529665852175,95.41675021613946,99.41345653349826,121.55542718089143,99.34935912387179
151,104.36663377853704,119.15092647391174,96.19422284636133,100.11621816613534,122.71431080656387,100.63800902790688
152,107.03372438969005,119.00103406060272,100.26424620313212,101.73971351796534,123.05387654024003,98.70509778395535
153,105.38477364304528,120.1012735453173,100.56970343662388,100.53717987576944,123.78111814873607,99.71950907332612
154,105.19862183922018,121.94346048771135,101.01122896073818,98.98262362508852,127.43827978452865,99.423369832937
155,104.96481901735797,122.82130666114944,100.04433362876128,98.4477720397606,129.10879126964804,98.25009120533011
156,107.7168577023312,119.64269254014101,100.29187514452835,99.59766622772078,127.18957541628122,97.89200502139848
157,109.65331053649523,118.07249998239074,102.98562852078665,102.05340512864487,127.9727007981332,96.31387047615253
158,111.05563696928797,116.69690209057117,104.45125404963656,105.2118421058718,124.89495448882391,93.77916266261202
159,113.3374701914442,118.41314934096306,105.05305965889352,104.46938549474802,125.81930316372198,93.27515573583203
160,112.66091806471033,120.93983927253238,106.54704787491418,102.70393427703235,128.024975722945,94.47542271411825
161,111.89796839329806,119.51395286871531,104.9461155902723,103.78764384511621,124.47752437658546,93.21972220289098
162,111.7251160923849,119.27064055120782,104.5881290602296,102.65209999040572,124.65834770722167,92.71479293284098
163,110.61276338970734,119.37447488906008,105.66142372426354,98.86459224837154,120.51924333076003,94.76056941198708
164,112.17935329163863,118.54812216799637,106.75153388617802,99.44455416362084,119.09931009964856,92.653040447536
165,112.8468072501158,119.0059500472579,107.77537956536429,99.69762332653272,119.58105572908497,94.56035575625373
166,112.66442141832813,119.46287427004911,108.38011968474595,99.84873515710635,121.88487558859933,95.16362660107944
167,109.4717176750098,116.80934380410442,107.57336935450739,96.32691681351386,123.24253562860945,94.76380413412444
168,109.58525702337913,117.39670564082631,103.43091555198482,96.28431906429003,121.14753644650831,93.53523929317113
169,110.75461269979226,115.27844787361138,106.08963866687806,97.03870404818815,115.88646454687542,91.13115729954366
170,112.6163010899508,110.38077225111198,108.82578323454295,98.60239829600232,109.67260426848755,88.93121257779548
171,113.02695391508703,113.67177181431617,108.19089083415452,98.228382663056,111.45837483127903,86.50940490105647
172,113.53182922503086,113.4383076858829,107.67420580161051,101.48659659072736,111.33171754031508,85.82727237520729
173,115.87308913347667,112.22684700580807,110.9814061959111,102.39670775983043,115.09502520261046,84.71152769811412
174,116.26406978328995,113.58069823371906,105.96475645163095,102.68171024363306,116.63478797038569,86.81407810885771
175,113.61077252797256,114.65280990287422,104.58774055485185,100.02340008741307,122.72843366378257,88.91317994449514
176,112.7071853231235,117.22277231961726,100.64984297025039,99.10347233405233,126.2452315943559,89.23912645490549
177,112.21272521698663,117.37473518252948,100.49966088334365,99.36746850930021,123.92092397083982,88.73072815698634
178,112.36573609404748,115.7782511577597,98.71928778297955,98.77479015599567,122.93658026363721,89.42263637307626
179,112.22415286642745,122.00717681131724,94.65862316591802,97.24976933390248,128.5125468827927,91.58306519889089
180,115.04444920054016,122.51242737614831,97.52896809063634,98.02490162909442,125.0077610889698,92.05746027442135
181,115.26240699056723,121.03456665807286,99.0496161741732,97.72425173459773,127.22905615327535,92.27497130215964
182,115.4136386936054,121.1981402096847,99.93152682268251,97.53026447672693,127.93188842914762,89.71661121730324
183,117.05815537740321,120.54022279926977,100.00814188925389,98.64143115413104,128.01729359045356,88.98968451716904
184,119.47448709637285,119.3577839857199,100.72845550388824,100.96099234606652,126.41846276328228,91.57481128513429
185,120.73246295190722,121.79012293670122,98.63873436217855,101.3283407052925,125.76498337927885,91.63083936505177
186,119.79919730913366,123.45086796443536,100.15668132856615,101.63856516534437,125.97789457106236,91.89183129064644
187,115.78777634263533,129.2253666528789,97.33269705478234,100.32058207305865,128.1692801577864,96.46015229209203
188,111.9883356038705,131.10522916872696,96.0899851519358,99.46677475633186,129.8390415796691,96.62246801147872
189,113.5239846891063,129.98005134394418,94.16948441859418,100.45543896892694,135.6752043799039,97.41116959279252
190,114.7288273732332,132.11714399582038,94.51197794489083,99.2761396053645,135.86086946524173,96.99169246585022
191,113.09068971852025,131.37997568029732,94.34748066708927,98.29643791039226,134.14251021487559,96.80732564644565
192,111.65616999908328,132.0572086750798,92.66738354488952,95.45264398161356,134.25378198485282,97.8090280466352
193,111.72504426794303,130.97781715806545,91.98130366930934,98.05792547276315,131.7458478087767,98.52411355045652
194,114.09586866780883,129.67185767067448,90.49444756969486,99.62060891453216,129.10978612904012,96.56306285101816
195,115.11981373726205,131.43484519142316,87.87109701554667,98.94626658108587,123.25499867891772,95.71345807949903
196,115.60923405029288,131.92633894366557,86.79630768314809,102.2671349541887,123.34855047260011,98.11586860311093
197,114.27088479422846,132.70058241372,83.64221320304061,100.26102321443437,122.41483545444277,100.78877238271903
198,113.50082970493851,133.18273412977112,83.36157253029053,101.65627622890219,123.64751568337607,101.26857936838263
199,113.49569753648727,134.197748273128,81.72829130813135,99.99446797843854,125.43704362404853,104.51611033894035
200,114.97671638637364,128.81578932825641,82.04583020614028,101.69472324887063,125.57005017320313,101.70116210161659
201,114.20829482447866,131.15505482049204,81.56947845741168,101.66771354015683,125.97848943930951,101.98237267288933
202,117.44358699987154,130.0893505753003,83.90024231846745,103.71625790890246,126.08378142655476,103.51452533113705
203,116.87861766743279,128.69406137193224,81.87682088218978,103.04390221451476,128.0931482609462,102.80720382098411
204,118.7241540763073,127.87690219520644,82.34785470963547,104.5278580353709,129.46933516369214,104.23213547709464
205,120.47239347307132,130.77427746713454,83.47162572537106,106.82622490775431,128.9795862931302,104.80613152106983
206,123.28730982785245,129.239126982166,86.80222226371819,110.00862865337334,131.1729742458582,103.67944249063328
207,122.36068656385713,128.4251703586825,87.4082688465124,106.98974451350549,130.78703734240833,100.82999688124114
208,124.43460747383128,128.14102317962016,91.29673097783753,106.89608089122993,127.76982077681147,101.34029478056156
209,123.99137259597015,128.70776367212196,89.40306460024753,106.07701785717678,132.6813506917571,103.67499892709506
210,121.56573705763043,131.85176315811728,90.76396502510823,102.75564142393591,134.61295873491238,106.82695925933743
211,122.26079537785479,129.86944069351674,91.8138721422289,103.22899845752514,135.35126932694942,107.55791272534208
212,123.2993758743202,125.72315032535928,92.70910686948842,104.36283929381301,132.44283709726176,107.42692751067548
213,122.93883865291943,125.17389472202771,91.09565646871658,104.37618369506987,135.8224559708347,105.99441987754898
214,123.99894367308511,121.02367781504648,93.1870715077274,108.57310128394903,135.7051298146095,104.05458842498125
215,121.30294552349913,121.85407478449409,92.27696824400407,109.14932307770002,136.8225628433282,102.74196770587874
216,122.98510784165344,121.07313947578353,91.30823481031878,110.33014678412307,135.09834541786907,102.49279897122925
217,124.97191446126206,122.77441593269648,92.59167397244305,111.09984154516424,135.40677909975415,98.22534784904602
218,124.98214803368977,124.80648686426437,92.91834904220495,107.79036396413193,134.11851849351783,98.04049166646169
219,122.52491567737576,126.95668650925747,90.59385915973023,106.74319678688695,138.02860131455196,102.17285645827694
220,121.24915854409389,125.40403588560952,91.59848014184946,107.64893959425822,140.1272240121546,102.88034619454376
221,123.01131958136973,124.33845284528937,93.05678486194519,105.81537628671933,144.9208466479314,104.35589260864022
222,123.22982837351914,124.1457802044109,94.40090754425285,107.15466245421659,144.52523890873658,103.20172153308569
223,124.6635114308557,124.53442359645545,95.29832418771527,108.07197446145534,146.04579256991346,103.07929778749386
224,122.87738318179369,128.2700837479249,96.20086918222566,108.38127284212551,144.56846977088068,103.2360001324731
225,121.10830178524354,131.85666408367544,94.55315740443584,106.67782816375109,145.60547868095017,102.5008486526116
226,124.65192618500413,130.947562057062,91.84456371760696,109.16774604830621,143.71619831217723,102.28116449191378
227,122.1018771584987,132.58636096431295,90.84781008817234,108.18653291260507,144.08952280335643,103.99606752207278
228,121.70109922274557,133.42655953324152,89.79118907885102,109.18027824721182,144.2687903021987,106.02943246809143
229,124.0534230126837,131.0850749756043,92.17812214526204,112.02134561610634,145.35670557807924,105.47613055088867
230,127.2434959918177,128.26439315724295,94.4935760343577,111.6852899970407,144.28960013437745,103.72127324719233
231,127.37014266119135,128.82829408894358,91.92687046559234,110.78593830686383,144.78201502044814,104.85935956473587
232,126.66774931283965,131.29997092484044,91.6682315879062,113.01826553773455,142.1517400420616,104.25505925589982
233,125.49569841797815,132.37437137093454,94.41522323006922,108.63882201600478,144.44897500249186,100.95998562135091
234,126.94973558113125,133.98757787661307,95.41688720308737,110.1609246187422,142.25409055862508,102.6597715245836
235,129.53350400527,135.09012817103329,94.68667587246055,110.93731876607329,144.32553997753246,104.42036148782796
236,128.92125312263795,134.66890407030897,94.9096427359607,108.62594634315094,141.6970193712646,106.6858484307729
237,131.0765409761876,132.44970092858136,99.8824686108295,113.85783968855216,144.25414075185853,105.47335073284425
238,131.2251639228916,132.995758493515,98.36008022577734,113.20997414721322,149.74568322686721,106.52976976844577
239,131.48693359836693,134.19112377622454,95.06399918541922,113.53290760999862,148.7557720402177,107.78429125458663
240,129.0614960900021,136.81559669129996,92.62585844858418,113.26620528995501,153.9710907623831,110.47824536163739
241,131.76592850982078,138.24846991054176,95.90163414425763,116.71441564122425,149.48306189332422,108.1642242775205
242,132.16249613749648,138.97301318947237,95.57042648634828,117.18191946980237,151.79385086836638,108.902475943228
243,130.4384217110679,138.1321938135744,95.35982907452525,117.5006255132216,157.7224767043417,111.10053843269259
244,130.92627323312342,133.840578603108,93.66886044255311,114.74440907692487,155.99636529059305,112.1478928182406
245,132.09003741166157,129.28373245801134,97.73203431900282,118.28811458970918,157.41624923512387,110.5009514814644
246,131.00522667713125,131.81029263335327,98.32195711546254,117.61801297674582,162.61278401126262,114.28490492638036
247,133.43692630392567,128.8266494835225,102.18297016776904,121.51267127872197,157.9871534073465,110.63906464528435
248,135.4443817499469,130.08189321422216,101.33886499925838,121.90011044780671,156.88290030901408,107.38955273636559
249,137.87801830341212,131.3836728823066,97.89579152403519,119.0717840116422,160.56114170013035,110.36720464705046
250,139.7039566134516,127.27880595295467,97.51314075974568,121.77327006460703,163.82467828241204,110.03240838346198
251,143.56208368194828,127.657226880942,97.66122718287923,123.32529057597476,163.50588635230548,112.05693529859988
252,142.90914341242652,130.30686914036883,95.85259348453945,120.6525034243892,165.81399050347818,113.86772866736688
253,143.9331142405457,129.4613673089734,95.29505244386152,122.0550609612939,160.3670224856848,114.43999118385734
254,140.6628420268526,131.84679653246937,94.49346590467584,120.72190012141519,164.8166201240508,114.07091871239446
255,141.85650744049786,130.74123226804332,95.89642782150362,120.00515071001594,163.40169735658043,116.03069822895391
256,144.4201286054422,130.15556462768672,91.20350350748885,117.23128709958368,161.98810023172837,113.96470848165639
257,146.5827663862356,128.94198832453822,93.53008464910131,118.39949411858125,166.41499612975355,115.21059868146459
258,146.49473481296158,129.6904657791008,92.05655834658133,116.92619633830152,164.61317079451013,114.49223663414637
259,145.69907158854232,131.54826216749072,87.75826287997054,115.30235634339138,163.2689343512487,113.67722751975523
260,146.1601823384748,133.71043885520993,87.03455871488535,114.45787804397358,169.97016294606786,116.48260406744649
261,143.9709476678754,133.7332904689016,86.25780310150753,117.10422832160201,172.02921925619668,115.79080750933312
262,141.00483168608204,133.8828524569658,85.62220573883128,116.80848790049127,163.73150324473175,112.4127246513311
263,141.4004154924558,131.82474053505766,84.88679068936891,117.83116981276953,165.5328575572818,112.20910216822469
264,141.98643267098535,133.19708016126282,86.0540771372854,118.85000145996733,161.88483565336435,107.28980919387877
265,141.25694817010677,132.8345271196023,86.81374281860508,118.56900807395519,163.69209330134382,106.77023772286766
266,136.18832188167076,131.70463325747951,83.46573297283514,116.42700492610194,162.4712710638284,110.00850231685494
267,134.5773552273929,134.31068874306973,84.91176924685405,113.86950984150326,164.4965845335685,110.67726730101768
268,132.89039846399743,137.91118092022853,83.63085526412164,112.45672251915583,168.992336999638,113.63583740729464
269,132.78372703035964,139.24687231161826,82.30276458715163,109.7657871108338,168.07632321199867,116.33260461586185
270,130.39657390183535,141.75071686817807,77.32507090797405,106.04302179108973,171.26497598823565,116.30110178765298
271,129.05271757405242,146.3972447109154,75.5922453105162,104.23011041422059,172.49191860840156,115.66902411567199
272,127.2029505446598,145.0786379872939,76.8324262145487,101.51061198323829,173.59826739838502,113.69254142199132
273,127.87031682314785,143.81352189495482,77.13159047224684,106.84782999096349,171.4268964850221,112.33177982461575
274,126.44564819662472,143.6483745026096,77.49265033032076,105.30152141100038,168.7608492767602,113.78746755590625
275,130.33282257450068,142.25978577009863,79.7754121725849,104.99241303980314,165.18386586504806,113.59000271636049
276,129.00293468652322,147.4146446937179,77.31466017226826,102.96630257339633,168.11093076912928,116.20596252796176
277,127.09919792383302,146.19755847297662,78.65589104929401,102.52422964321484,166.64612302465338,117.32804168154362
278,129.92708804231302,147.1587032375625,79.52710900099112,104.1637769914902,163.38734886984795,113.49275536963175
279,133.79163091402998,142.91480270863906,80.21677963250163,107.24182791023435,159.38975479323247,111.18515498452093
