1712719549452218112 ('EPT', <Side.BUY: 1>) 1 4710 0
1712719549452218190 ('DLO', <Side.BUY: 1>) 2 4885 0
[CANCELLED] 1712719549452218184 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218185 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218186 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218187 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218188 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218189 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218191 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218192 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218193 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218194 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218195 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218197 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218198 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218199 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218200 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218201 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218202 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218203 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218204 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218205 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218206 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218207 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218209 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712719549452218210 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218211 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712719549452218212 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218213 ('BRV', <Side.SELL: 2>)
1712719549452218214 ('EPT', <Side.BUY: 1>) 1 4675 0
1712719549452218216 ('MKU', <Side.BUY: 1>) 1 4947 0
[CANCELLED] 1712719549452218219 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218220 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218221 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218222 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218223 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218224 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218215 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218225 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218226 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218227 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218228 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218229 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218230 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218231 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218232 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218233 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218234 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218235 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218236 ('MKU', <Side.SELL: 2>)
1712719549452218251 ('MKU', <Side.BUY: 1>) 1 4943 9
[CANCELLED] 1712719549452218217 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218237 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218238 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218239 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218240 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218241 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218242 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218218 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218243 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218244 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712719549452218245 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218246 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712719549452218247 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218248 ('BRV', <Side.SELL: 2>)
1712719549452218253 ('BRV', <Side.BUY: 1>) 1 5097 15
1712719549452218250 ('DLO', <Side.BUY: 1>) 1 4898 0
1712719549452218249 ('EPT', <Side.BUY: 1>) 1 4659 0
1712719549452218278 ('BRV', <Side.BUY: 1>) 2 5092 0
1712719549452218266 ('MKU', <Side.BUY: 1>) 2 4932 0
1712719549452218273 ('IGM', <Side.SELL: 2>) 2 5936 0
1712719549452218254 ('EPT', <Side.BUY: 1>) 2 4639 0
1712719549452218275 ('IGM', <Side.SELL: 2>) 2 5956 0
1712719549452218279 ('BRV', <Side.SELL: 2>) 1 5137 0
[CANCELLED] 1712719549452218255 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218256 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218257 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218258 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218259 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218260 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218261 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218262 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218263 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218264 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218265 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218267 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218268 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218269 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218270 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218271 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218252 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218272 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218274 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218276 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218277 ('IGM', <Side.SELL: 2>)
1712719549452218283 ('IGM', <Side.BUY: 1>) 1 5955 0
1712719549452218280 ('EPT', <Side.BUY: 1>) 1 4625 0
1712719549452218310 ('BRV', <Side.SELL: 2>) 2 5172 0
1712719549452218304 ('IGM', <Side.SELL: 2>) 2 5987 0
1712719549452218285 ('EPT', <Side.BUY: 1>) 2 4605 0
1712719549452218312 ('BRV', <Side.SELL: 2>) 2 5192 0
[CANCELLED] 1712719549452218286 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218287 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218288 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218289 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218290 ('EPT', <Side.SELL: 2>)
1712719549452218315 ('EPT', <Side.BUY: 1>) 1 4602 10
[CANCELLED] 1712719549452218281 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218291 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218292 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218293 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218294 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218295 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218296 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218282 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218297 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218298 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218299 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218300 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218301 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218302 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218303 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218305 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218306 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218307 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218308 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712719549452218284 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218309 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218311 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218313 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218314 ('BRV', <Side.SELL: 2>)
1712719549452218345 ('BRV', <Side.SELL: 2>) 2 5205 -14
1712719549452218320 ('EPT', <Side.BUY: 1>) 2 4592 0
1712719549452218317 ('MKU', <Side.BUY: 1>) 1 4974 0
1712719549452218316 ('DLO', <Side.BUY: 1>) 1 4913 0
1712719549452218339 ('IGM', <Side.SELL: 2>) 2 6010 0
1712719549452218341 ('IGM', <Side.SELL: 2>) 2 6030 0
1712719549452218343 ('IGM', <Side.SELL: 2>) 2 6050 0
[CANCELLED] 1712719549452218321 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218322 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218323 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218324 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218325 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218326 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218327 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218328 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218329 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218330 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218331 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218332 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218333 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218334 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218335 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218336 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218337 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218318 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218338 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218340 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218342 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218319 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218344 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218346 ('BRV', <Side.BUY: 1>)
1712719549452218347 ('EPT', <Side.BUY: 1>) 1 4583 0
1712719549452218371 ('IGM', <Side.SELL: 2>) 2 6073 -44
1712719549452218373 ('IGM', <Side.SELL: 2>) 2 6073 -24
1712719549452218375 ('IGM', <Side.SELL: 2>) 2 6073 -4
1712719549452218377 ('BRV', <Side.SELL: 2>) 2 5216 -1
1712719549452218352 ('EPT', <Side.BUY: 1>) 2 4563 0
1712719549452218354 ('EPT', <Side.BUY: 1>) 2 4543 0
[CANCELLED] 1712719549452218353 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218355 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218356 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218357 ('EPT', <Side.SELL: 2>)
1712719549452218382 ('EPT', <Side.BUY: 1>) 1 4530 34
[CANCELLED] 1712719549452218348 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218358 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218359 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218360 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218361 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218362 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218363 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218349 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218364 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218365 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218366 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218367 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218368 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218369 ('MKU', <Side.SELL: 2>)
1712719549452218384 ('MKU', <Side.BUY: 1>) 1 4973 7
[CANCELLED] 1712719549452218350 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218370 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218372 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218374 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218351 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218376 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218378 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218379 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712719549452218380 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218381 ('BRV', <Side.SELL: 2>)
1712719549452218387 ('EPT', <Side.BUY: 1>) 2 4530 14
1712719549452218406 ('IGM', <Side.SELL: 2>) 2 6116 0
1712719549452218408 ('IGM', <Side.SELL: 2>) 2 6136 0
1712719549452218410 ('IGM', <Side.SELL: 2>) 2 6156 0
1712719549452218412 ('BRV', <Side.SELL: 2>) 2 5254 0
1712719549452218394 ('DLO', <Side.SELL: 2>) 2 4958 0
1712719549452218389 ('EPT', <Side.BUY: 1>) 2 4524 0
1712719549452218414 ('BRV', <Side.SELL: 2>) 2 5274 0
[CANCELLED] 1712719549452218388 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218390 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218391 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218392 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218383 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218393 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218395 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218396 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218397 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218398 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712719549452218399 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218400 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218401 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218402 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218403 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218404 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712719549452218385 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218405 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218407 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218409 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218386 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218411 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218413 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218415 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218416 ('BRV', <Side.SELL: 2>)
1712719549452218441 ('IGM', <Side.SELL: 2>) 2 6217 0
1712719549452218447 ('BRV', <Side.SELL: 2>) 2 5285 0
1712719549452218449 ('BRV', <Side.SELL: 2>) 2 5305 0
1712719549452218429 ('DLO', <Side.SELL: 2>) 2 4977 0
1712719549452218435 ('MKU', <Side.SELL: 2>) 2 5029 0
1712719549452218451 ('BRV', <Side.SELL: 2>) 2 5325 0
1712719549452218431 ('DLO', <Side.SELL: 2>) 2 4997 0
1712719549452218437 ('MKU', <Side.SELL: 2>) 2 5049 0
1712719549452218439 ('MKU', <Side.SELL: 2>) 2 5069 0
1712719549452218433 ('DLO', <Side.SELL: 2>) 2 5017 0
1712719549452218443 ('IGM', <Side.SELL: 2>) 2 6237 0
1712719549452218445 ('IGM', <Side.SELL: 2>) 2 6257 0
[CANCELLED] 1712719549452218417 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218422 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218423 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218424 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218425 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218426 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218427 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218418 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218428 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218430 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218432 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218419 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218434 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218436 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218438 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218420 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218440 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218442 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218444 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218421 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218446 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218448 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218450 ('BRV', <Side.BUY: 1>)
1712719549452218464 ('DLO', <Side.SELL: 2>) 2 5046 -24
1712719549452218466 ('DLO', <Side.SELL: 2>) 2 5046 -4
1712719549452218470 ('MKU', <Side.SELL: 2>) 2 5118 -37
1712719549452218472 ('MKU', <Side.SELL: 2>) 2 5118 -17
1712719549452218476 ('IGM', <Side.SELL: 2>) 2 6283 -31
1712719549452218478 ('IGM', <Side.SELL: 2>) 2 6283 -11
1712719549452218482 ('BRV', <Side.SELL: 2>) 2 5448 -73
1712719549452218484 ('BRV', <Side.SELL: 2>) 2 5448 -53
1712719549452218486 ('BRV', <Side.SELL: 2>) 2 5448 -33
1712719549452218452 ('EPT', <Side.BUY: 1>) 1 4534 0
[CANCELLED] 1712719549452218457 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218458 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218459 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218460 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218461 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218462 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218453 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218463 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218465 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218467 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712719549452218468 ('DLO', <Side.SELL: 2>)
1712719549452218488 ('DLO', <Side.BUY: 1>) 1 5022 7
[CANCELLED] 1712719549452218454 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218469 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218471 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218473 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712719549452218474 ('MKU', <Side.SELL: 2>)
1712719549452218489 ('MKU', <Side.BUY: 1>) 1 5069 10
[CANCELLED] 1712719549452218455 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218475 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218477 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218479 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712719549452218480 ('IGM', <Side.SELL: 2>)
1712719549452218490 ('IGM', <Side.BUY: 1>) 1 6253 25
[CANCELLED] 1712719549452218456 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218481 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218483 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712719549452218485 ('BRV', <Side.BUY: 1>)
1712719549452218491 ('BRV', <Side.BUY: 1>) 1 5375 27
1712719549452218510 ('IGM', <Side.BUY: 1>) 2 6253 5
1712719549452218516 ('BRV', <Side.BUY: 1>) 2 5375 7
1712719549452218487 ('EPT', <Side.BUY: 1>) 1 4524 0
1712719549452218518 ('BRV', <Side.BUY: 1>) 2 5362 0
1712719549452218498 ('DLO', <Side.BUY: 1>) 2 5009 0
1712719549452218504 ('MKU', <Side.BUY: 1>) 2 5059 0
1712719549452218512 ('IGM', <Side.BUY: 1>) 2 6238 0
1712719549452218520 ('BRV', <Side.BUY: 1>) 2 5342 0
1712719549452218514 ('IGM', <Side.BUY: 1>) 2 6218 0
1712719549452218500 ('DLO', <Side.BUY: 1>) 2 4989 0
[CANCELLED] 1712719549452218492 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712719549452218493 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712719549452218494 ('EPT', <Side.BUY: 1>)
