1712597315734252289 ('EPT', 'ASK') 3 4789 -288
[REJECTED] 1712597315734252383 ('MKU', 'ASK')
[REJECTED] 1712597315734252384 ('MKU', 'BID')
[REJECTED] 1712597315734252385 ('MKU', 'ASK')
[REJECTED] 1712597315734252386 ('MKU', 'BID')
[REJECTED] 1712597315734252387 ('MKU', 'ASK')
[REJECTED] 1712597315734252388 ('IGM', 'BID')
[REJECTED] 1712597315734252389 ('IGM', 'ASK')
[REJECTED] 1712597315734252390 ('IGM', 'BID')
[REJECTED] 1712597315734252391 ('IGM', 'ASK')
[REJECTED] 1712597315734252392 ('IGM', 'BID')
[REJECTED] 1712597315734252393 ('IGM', 'ASK')
[REJECTED] 1712597315734252394 ('BRV', 'BID')
[REJECTED] 1712597315734252395 ('BRV', 'ASK')
[REJECTED] 1712597315734252396 ('BRV', 'BID')
[REJECTED] 1712597315734252397 ('BRV', 'ASK')
[REJECTED] 1712597315734252398 ('BRV', 'BID')
[REJECTED] 1712597315734252399 ('BRV', 'ASK')
1712597315734252361 ('EPT', 'BID') 12 4797 0
1712597315734252362 ('EPT', 'ASK') 15 4801 0
[CANCELLED] 1712597315734252363 ('DLO', 'BID')
[CANCELLED] 1712597315734252365 ('MKU', 'BID')
[CANCELLED] 1712597315734252368 ('IGM', 'ASK')
1712597315734252400 ('EPT', 'BID') 3 4801 2
1712597315734252402 ('DLO', 'BID') 6 4904 4
[REJECTED] 1712597315734252404 ('MKU', 'BID')
1712597315734252406 ('IGM', 'BID') 3 5110 1
[REJECTED] 1712597315734252408 ('BRV', 'BID')
[REJECTED] 1712597315734252409 ('BRV', 'ASK')
[REJECTED] 1712597315734252413 ('EPT', 'ASK')
[REJECTED] 1712597315734252414 ('EPT', 'BID')
[REJECTED] 1712597315734252415 ('EPT', 'ASK')
[REJECTED] 1712597315734252416 ('DLO', 'BID')
[REJECTED] 1712597315734252418 ('DLO', 'BID')
[REJECTED] 1712597315734252419 ('DLO', 'ASK')
[REJECTED] 1712597315734252420 ('DLO', 'BID')
[REJECTED] 1712597315734252421 ('DLO', 'ASK')
[REJECTED] 1712597315734252422 ('MKU', 'BID')
[REJECTED] 1712597315734252424 ('MKU', 'BID')
[REJECTED] 1712597315734252425 ('MKU', 'ASK')
[REJECTED] 1712597315734252426 ('MKU', 'BID')
[REJECTED] 1712597315734252427 ('MKU', 'ASK')
[REJECTED] 1712597315734252428 ('IGM', 'BID')
[REJECTED] 1712597315734252429 ('IGM', 'ASK')
[REJECTED] 1712597315734252430 ('IGM', 'BID')
[REJECTED] 1712597315734252431 ('IGM', 'ASK')
[REJECTED] 1712597315734252432 ('IGM', 'BID')
[REJECTED] 1712597315734252433 ('IGM', 'ASK')
[REJECTED] 1712597315734252434 ('BRV', 'BID')
[REJECTED] 1712597315734252435 ('BRV', 'ASK')
[REJECTED] 1712597315734252436 ('BRV', 'BID')
[REJECTED] 1712597315734252437 ('BRV', 'ASK')
[REJECTED] 1712597315734252438 ('BRV', 'BID')
[REJECTED] 1712597315734252439 ('BRV', 'ASK')
1712597315734252401 ('EPT', 'ASK') 3 4807 0
[CANCELLED] 1712597315734252403 ('DLO', 'ASK')
[CANCELLED] 1712597315734252405 ('MKU', 'ASK')
[CANCELLED] 1712597315734252407 ('IGM', 'ASK')
[CANCELLED] 1712597315734252410 ('EPT', 'BID')
[CANCELLED] 1712597315734252411 ('EPT', 'ASK')
[CANCELLED] 1712597315734252412 ('EPT', 'BID')
[CANCELLED] 1712597315734252417 ('DLO', 'ASK')
[CANCELLED] 1712597315734252423 ('MKU', 'ASK')
1712597315734252441 ('EPT', 'ASK') 13 4814 -3
[REJECTED] 1712597315734252443 ('DLO', 'ASK')
1712597315734252446 ('IGM', 'BID') 3 5036 20
[REJECTED] 1712597315734252447 ('IGM', 'ASK')
[REJECTED] 1712597315734252448 ('BRV', 'BID')
[REJECTED] 1712597315734252449 ('BRV', 'ASK')
[REJECTED] 1712597315734252451 ('EPT', 'ASK')
[REJECTED] 1712597315734252452 ('EPT', 'BID')
[REJECTED] 1712597315734252453 ('EPT', 'ASK')
[REJECTED] 1712597315734252454 ('DLO', 'BID')
[REJECTED] 1712597315734252455 ('DLO', 'ASK')
[REJECTED] 1712597315734252456 ('DLO', 'BID')
[REJECTED] 1712597315734252457 ('DLO', 'ASK')
[REJECTED] 1712597315734252458 ('DLO', 'BID')
[REJECTED] 1712597315734252459 ('DLO', 'ASK')
[REJECTED] 1712597315734252460 ('MKU', 'BID')
[REJECTED] 1712597315734252461 ('MKU', 'ASK')
[REJECTED] 1712597315734252462 ('MKU', 'BID')
[REJECTED] 1712597315734252463 ('MKU', 'ASK')
[REJECTED] 1712597315734252464 ('MKU', 'BID')
[REJECTED] 1712597315734252465 ('MKU', 'ASK')
[REJECTED] 1712597315734252466 ('IGM', 'BID')
[REJECTED] 1712597315734252467 ('IGM', 'ASK')
[REJECTED] 1712597315734252468 ('IGM', 'BID')
[REJECTED] 1712597315734252469 ('IGM', 'ASK')
[REJECTED] 1712597315734252470 ('IGM', 'BID')
[REJECTED] 1712597315734252471 ('IGM', 'ASK')
[REJECTED] 1712597315734252472 ('BRV', 'BID')
[REJECTED] 1712597315734252473 ('BRV', 'ASK')
[REJECTED] 1712597315734252474 ('BRV', 'BID')
[REJECTED] 1712597315734252475 ('BRV', 'ASK')
[REJECTED] 1712597315734252476 ('BRV', 'BID')
[REJECTED] 1712597315734252477 ('BRV', 'ASK')
1712597315734252440 ('EPT', 'BID') 23 4807 0
[CANCELLED] 1712597315734252442 ('DLO', 'BID')
[CANCELLED] 1712597315734252444 ('MKU', 'BID')
[CANCELLED] 1712597315734252445 ('MKU', 'ASK')
[CANCELLED] 1712597315734252450 ('EPT', 'BID')
1712597315734252479 ('EPT', 'ASK') 3 4812 -8
[REJECTED] 1712597315734252481 ('DLO', 'ASK')
[REJECTED] 1712597315734252483 ('MKU', 'ASK')
1712597315734252484 ('IGM', 'BID') 3 4982 12
[REJECTED] 1712597315734252486 ('BRV', 'BID')
[REJECTED] 1712597315734252487 ('BRV', 'ASK')
[REJECTED] 1712597315734252490 ('EPT', 'BID')
[REJECTED] 1712597315734252491 ('EPT', 'ASK')
[REJECTED] 1712597315734252492 ('EPT', 'BID')
[REJECTED] 1712597315734252493 ('EPT', 'ASK')
[REJECTED] 1712597315734252494 ('DLO', 'BID')
[REJECTED] 1712597315734252495 ('DLO', 'ASK')
[REJECTED] 1712597315734252496 ('DLO', 'BID')
[REJECTED] 1712597315734252497 ('DLO', 'ASK')
[REJECTED] 1712597315734252498 ('DLO', 'BID')
[REJECTED] 1712597315734252499 ('DLO', 'ASK')
[REJECTED] 1712597315734252500 ('MKU', 'BID')
[REJECTED] 1712597315734252501 ('MKU', 'ASK')
[REJECTED] 1712597315734252502 ('MKU', 'BID')
[REJECTED] 1712597315734252503 ('MKU', 'ASK')
[REJECTED] 1712597315734252504 ('MKU', 'BID')
[REJECTED] 1712597315734252505 ('MKU', 'ASK')
[REJECTED] 1712597315734252506 ('IGM', 'BID')
[REJECTED] 1712597315734252507 ('IGM', 'ASK')
[REJECTED] 1712597315734252508 ('IGM', 'BID')
[REJECTED] 1712597315734252509 ('IGM', 'ASK')
[REJECTED] 1712597315734252510 ('IGM', 'BID')
[REJECTED] 1712597315734252511 ('IGM', 'ASK')
[REJECTED] 1712597315734252512 ('BRV', 'BID')
[REJECTED] 1712597315734252513 ('BRV', 'ASK')
[REJECTED] 1712597315734252514 ('BRV', 'BID')
[REJECTED] 1712597315734252515 ('BRV', 'ASK')
[REJECTED] 1712597315734252516 ('BRV', 'BID')
[REJECTED] 1712597315734252517 ('BRV', 'ASK')
1712597315734252489 ('EPT', 'ASK') 10 4824 0
1712597315734252482 ('MKU', 'BID') 6 4802 0
[CANCELLED] 1712597315734252478 ('EPT', 'BID')
[CANCELLED] 1712597315734252480 ('DLO', 'BID')
[CANCELLED] 1712597315734252485 ('IGM', 'ASK')
[CANCELLED] 1712597315734252488 ('EPT', 'BID')
1712597315734252518 ('EPT', 'BID') 26 4808 9
[REJECTED] 1712597315734252520 ('DLO', 'BID')
1712597315734252522 ('MKU', 'BID') 9 4790 11
1712597315734252524 ('IGM', 'BID') 3 4943 5
[REJECTED] 1712597315734252526 ('BRV', 'BID')
[REJECTED] 1712597315734252527 ('BRV', 'ASK')
[REJECTED] 1712597315734252531 ('EPT', 'ASK')
[REJECTED] 1712597315734252532 ('EPT', 'BID')
[REJECTED] 1712597315734252533 ('DLO', 'BID')
[REJECTED] 1712597315734252534 ('DLO', 'ASK')
[REJECTED] 1712597315734252535 ('DLO', 'BID')
[REJECTED] 1712597315734252536 ('DLO', 'ASK')
[REJECTED] 1712597315734252537 ('DLO', 'BID')
[REJECTED] 1712597315734252538 ('DLO', 'ASK')
[REJECTED] 1712597315734252539 ('MKU', 'BID')
[REJECTED] 1712597315734252541 ('MKU', 'BID')
[REJECTED] 1712597315734252542 ('MKU', 'ASK')
[REJECTED] 1712597315734252543 ('MKU', 'BID')
[REJECTED] 1712597315734252544 ('MKU', 'ASK')
[REJECTED] 1712597315734252545 ('IGM', 'BID')
[REJECTED] 1712597315734252546 ('IGM', 'ASK')
[REJECTED] 1712597315734252547 ('IGM', 'BID')
[REJECTED] 1712597315734252548 ('IGM', 'ASK')
[REJECTED] 1712597315734252549 ('IGM', 'BID')
[REJECTED] 1712597315734252550 ('IGM', 'ASK')
[REJECTED] 1712597315734252551 ('BRV', 'BID')
[REJECTED] 1712597315734252552 ('BRV', 'ASK')
[REJECTED] 1712597315734252553 ('BRV', 'BID')
[REJECTED] 1712597315734252554 ('BRV', 'ASK')
[REJECTED] 1712597315734252555 ('BRV', 'BID')
[REJECTED] 1712597315734252556 ('BRV', 'ASK')
1712597315734252525 ('IGM', 'ASK') 6 4951 0
[CANCELLED] 1712597315734252519 ('EPT', 'ASK')
[CANCELLED] 1712597315734252521 ('DLO', 'ASK')
[CANCELLED] 1712597315734252523 ('MKU', 'ASK')
[CANCELLED] 1712597315734252528 ('EPT', 'BID')
[CANCELLED] 1712597315734252529 ('EPT', 'ASK')
[CANCELLED] 1712597315734252530 ('EPT', 'BID')
[CANCELLED] 1712597315734252540 ('MKU', 'ASK')
[REJECTED] 1712597315734252558 ('EPT', 'ASK')
1712597315734252559 ('DLO', 'BID') 3 4888 6
[REJECTED] 1712597315734252562 ('MKU', 'ASK')
1712597315734252563 ('IGM', 'BID') 3 4955 28
[REJECTED] 1712597315734252565 ('BRV', 'BID')
[REJECTED] 1712597315734252566 ('BRV', 'ASK')
[REJECTED] 1712597315734252568 ('EPT', 'ASK')
[REJECTED] 1712597315734252569 ('EPT', 'BID')
[REJECTED] 1712597315734252570 ('DLO', 'BID')
[REJECTED] 1712597315734252571 ('DLO', 'ASK')
[REJECTED] 1712597315734252572 ('DLO', 'BID')
[REJECTED] 1712597315734252573 ('DLO', 'ASK')
[REJECTED] 1712597315734252574 ('DLO', 'BID')
[REJECTED] 1712597315734252575 ('DLO', 'ASK')
[REJECTED] 1712597315734252576 ('MKU', 'BID')
[REJECTED] 1712597315734252577 ('MKU', 'ASK')
[REJECTED] 1712597315734252578 ('MKU', 'BID')
[REJECTED] 1712597315734252579 ('MKU', 'ASK')
[REJECTED] 1712597315734252580 ('MKU', 'BID')
[REJECTED] 1712597315734252581 ('MKU', 'ASK')
[REJECTED] 1712597315734252582 ('IGM', 'BID')
[REJECTED] 1712597315734252583 ('IGM', 'ASK')
[REJECTED] 1712597315734252584 ('IGM', 'BID')
[REJECTED] 1712597315734252585 ('IGM', 'ASK')
[REJECTED] 1712597315734252586 ('IGM', 'BID')
[REJECTED] 1712597315734252587 ('IGM', 'ASK')
[REJECTED] 1712597315734252588 ('BRV', 'BID')
[REJECTED] 1712597315734252589 ('BRV', 'ASK')
[REJECTED] 1712597315734252590 ('BRV', 'BID')
[REJECTED] 1712597315734252591 ('BRV', 'ASK')
[REJECTED] 1712597315734252592 ('BRV', 'BID')
[REJECTED] 1712597315734252593 ('BRV', 'ASK')
1712597315734252561 ('MKU', 'BID') 3 4771 0
[CANCELLED] 1712597315734252557 ('EPT', 'BID')
[CANCELLED] 1712597315734252560 ('DLO', 'ASK')
[CANCELLED] 1712597315734252564 ('IGM', 'ASK')
[CANCELLED] 1712597315734252567 ('EPT', 'BID')
[REJECTED] 1712597315734252595 ('EPT', 'ASK')
[REJECTED] 1712597315734252597 ('DLO', 'ASK')
1712597315734252598 ('MKU', 'BID') 3 4765 1
[REJECTED] 1712597315734252601 ('IGM', 'ASK')
[REJECTED] 1712597315734252602 ('BRV', 'BID')
[REJECTED] 1712597315734252603 ('BRV', 'ASK')
[REJECTED] 1712597315734252604 ('EPT', 'BID')
[REJECTED] 1712597315734252605 ('EPT', 'ASK')
[REJECTED] 1712597315734252606 ('EPT', 'BID')
[REJECTED] 1712597315734252607 ('DLO', 'BID')
[REJECTED] 1712597315734252608 ('DLO', 'ASK')
[REJECTED] 1712597315734252609 ('DLO', 'BID')
[REJECTED] 1712597315734252610 ('DLO', 'ASK')
[REJECTED] 1712597315734252611 ('DLO', 'BID')
[REJECTED] 1712597315734252612 ('DLO', 'ASK')
[REJECTED] 1712597315734252613 ('MKU', 'BID')
[REJECTED] 1712597315734252614 ('MKU', 'ASK')
[REJECTED] 1712597315734252615 ('MKU', 'BID')
[REJECTED] 1712597315734252616 ('MKU', 'ASK')
[REJECTED] 1712597315734252617 ('MKU', 'BID')
[REJECTED] 1712597315734252618 ('MKU', 'ASK')
[REJECTED] 1712597315734252619 ('IGM', 'BID')
[REJECTED] 1712597315734252620 ('IGM', 'ASK')
[REJECTED] 1712597315734252621 ('IGM', 'BID')
[REJECTED] 1712597315734252622 ('IGM', 'ASK')
[REJECTED] 1712597315734252623 ('IGM', 'BID')
[REJECTED] 1712597315734252624 ('IGM', 'ASK')
[REJECTED] 1712597315734252625 ('BRV', 'BID')
[REJECTED] 1712597315734252626 ('BRV', 'ASK')
[REJECTED] 1712597315734252627 ('BRV', 'BID')
[REJECTED] 1712597315734252628 ('BRV', 'ASK')
[REJECTED] 1712597315734252629 ('BRV', 'BID')
[REJECTED] 1712597315734252630 ('BRV', 'ASK')
1712597315734252594 ('EPT', 'BID') 36 4841 0
[CANCELLED] 1712597315734252596 ('DLO', 'BID')
[CANCELLED] 1712597315734252599 ('MKU', 'ASK')
[CANCELLED] 1712597315734252600 ('IGM', 'BID')
[REJECTED] 1712597315734252631 ('EPT', 'BID')
1712597315734252632 ('EPT', 'ASK') 3 4842 0
1712597315734252633 ('DLO', 'BID') 6 4898 3
1712597315734252637 ('IGM', 'BID') 6 4927 18
[REJECTED] 1712597315734252639 ('BRV', 'BID')
[REJECTED] 1712597315734252640 ('BRV', 'ASK')
[REJECTED] 1712597315734252644 ('DLO', 'BID')
[REJECTED] 1712597315734252645 ('DLO', 'ASK')
[REJECTED] 1712597315734252646 ('DLO', 'BID')
[REJECTED] 1712597315734252647 ('DLO', 'ASK')
[REJECTED] 1712597315734252648 ('DLO', 'BID')
[REJECTED] 1712597315734252649 ('DLO', 'ASK')
[REJECTED] 1712597315734252650 ('MKU', 'BID')
[REJECTED] 1712597315734252651 ('MKU', 'ASK')
[REJECTED] 1712597315734252652 ('MKU', 'BID')
[REJECTED] 1712597315734252653 ('MKU', 'ASK')
[REJECTED] 1712597315734252654 ('MKU', 'BID')
[REJECTED] 1712597315734252655 ('MKU', 'ASK')
[REJECTED] 1712597315734252656 ('IGM', 'BID')
[REJECTED] 1712597315734252657 ('IGM', 'ASK')
[REJECTED] 1712597315734252658 ('IGM', 'BID')
[REJECTED] 1712597315734252659 ('IGM', 'ASK')
[REJECTED] 1712597315734252660 ('IGM', 'BID')
[REJECTED] 1712597315734252661 ('IGM', 'ASK')
[REJECTED] 1712597315734252662 ('BRV', 'BID')
[REJECTED] 1712597315734252663 ('BRV', 'ASK')
[REJECTED] 1712597315734252664 ('BRV', 'BID')
[REJECTED] 1712597315734252665 ('BRV', 'ASK')
[REJECTED] 1712597315734252666 ('BRV', 'BID')
[REJECTED] 1712597315734252667 ('BRV', 'ASK')
1712597315734252636 ('MKU', 'ASK') 6 4718 0
[CANCELLED] 1712597315734252634 ('DLO', 'ASK')
[CANCELLED] 1712597315734252635 ('MKU', 'BID')
[CANCELLED] 1712597315734252638 ('IGM', 'ASK')
[CANCELLED] 1712597315734252641 ('EPT', 'BID')
[CANCELLED] 1712597315734252642 ('EPT', 'ASK')
[CANCELLED] 1712597315734252643 ('EPT', 'BID')
1712597315734252670 ('DLO', 'BID') 3 4846 17
1712597315734252672 ('MKU', 'BID') 6 4714 3
1712597315734252674 ('IGM', 'BID') 3 4819 32
[REJECTED] 1712597315734252676 ('BRV', 'BID')
[REJECTED] 1712597315734252677 ('BRV', 'ASK')
[REJECTED] 1712597315734252678 ('DLO', 'BID')
[REJECTED] 1712597315734252679 ('DLO', 'ASK')
[REJECTED] 1712597315734252680 ('DLO', 'BID')
[REJECTED] 1712597315734252681 ('DLO', 'ASK')
[REJECTED] 1712597315734252682 ('DLO', 'BID')
[REJECTED] 1712597315734252683 ('DLO', 'ASK')
[REJECTED] 1712597315734252684 ('MKU', 'BID')
[REJECTED] 1712597315734252685 ('MKU', 'ASK')
[REJECTED] 1712597315734252686 ('MKU', 'BID')
[REJECTED] 1712597315734252687 ('MKU', 'ASK')
[REJECTED] 1712597315734252688 ('MKU', 'BID')
[REJECTED] 1712597315734252689 ('MKU', 'ASK')
[REJECTED] 1712597315734252690 ('IGM', 'BID')
[REJECTED] 1712597315734252691 ('IGM', 'ASK')
[REJECTED] 1712597315734252692 ('IGM', 'BID')
[REJECTED] 1712597315734252693 ('IGM', 'ASK')
[REJECTED] 1712597315734252694 ('IGM', 'BID')
[REJECTED] 1712597315734252695 ('IGM', 'ASK')
[REJECTED] 1712597315734252696 ('BRV', 'BID')
[REJECTED] 1712597315734252697 ('BRV', 'ASK')
[REJECTED] 1712597315734252698 ('BRV', 'BID')
[REJECTED] 1712597315734252699 ('BRV', 'ASK')
[REJECTED] 1712597315734252700 ('BRV', 'BID')
[REJECTED] 1712597315734252701 ('BRV', 'ASK')
1712597315734252669 ('EPT', 'ASK') 13 4845 0
1712597315734252671 ('DLO', 'ASK') 6 4867 0
[CANCELLED] 1712597315734252668 ('EPT', 'BID')
[CANCELLED] 1712597315734252673 ('MKU', 'ASK')
[CANCELLED] 1712597315734252675 ('IGM', 'ASK')
1712597315734252705 ('DLO', 'ASK') 3 4861 -12
1712597315734252707 ('MKU', 'ASK') 6 4712 -15
[REJECTED] 1712597315734252709 ('IGM', 'ASK')
[REJECTED] 1712597315734252710 ('BRV', 'BID')
[REJECTED] 1712597315734252711 ('BRV', 'ASK')
[REJECTED] 1712597315734252713 ('EPT', 'ASK')
[REJECTED] 1712597315734252714 ('EPT', 'BID')
[REJECTED] 1712597315734252715 ('DLO', 'BID')
[REJECTED] 1712597315734252716 ('DLO', 'ASK')
[REJECTED] 1712597315734252717 ('DLO', 'BID')
[REJECTED] 1712597315734252718 ('DLO', 'ASK')
[REJECTED] 1712597315734252719 ('DLO', 'BID')
[REJECTED] 1712597315734252720 ('DLO', 'ASK')
[REJECTED] 1712597315734252721 ('MKU', 'BID')
[REJECTED] 1712597315734252722 ('MKU', 'ASK')
[REJECTED] 1712597315734252723 ('MKU', 'BID')
[REJECTED] 1712597315734252724 ('MKU', 'ASK')
[REJECTED] 1712597315734252725 ('MKU', 'BID')
[REJECTED] 1712597315734252726 ('MKU', 'ASK')
[REJECTED] 1712597315734252727 ('IGM', 'BID')
[REJECTED] 1712597315734252728 ('IGM', 'ASK')
[REJECTED] 1712597315734252729 ('IGM', 'BID')
[REJECTED] 1712597315734252730 ('IGM', 'ASK')
[REJECTED] 1712597315734252731 ('IGM', 'BID')
[REJECTED] 1712597315734252732 ('IGM', 'ASK')
[REJECTED] 1712597315734252733 ('BRV', 'BID')
[REJECTED] 1712597315734252734 ('BRV', 'ASK')
[REJECTED] 1712597315734252735 ('BRV', 'BID')
[REJECTED] 1712597315734252736 ('BRV', 'ASK')
[REJECTED] 1712597315734252737 ('BRV', 'BID')
[REJECTED] 1712597315734252738 ('BRV', 'ASK')
1712597315734252702 ('EPT', 'BID') 18 4848 0
1712597340829393409 ('EPT', 'ASK') 3 4915 -414
1712597340829393411 ('DLO', 'ASK') 3 4956 -455
[REJECTED] 1712597340829393413 ('MKU', 'ASK')
[REJECTED] 1712597340829393414 ('IGM', 'BID')
[REJECTED] 1712597340829393415 ('IGM', 'ASK')
[REJECTED] 1712597340829393417 ('BRV', 'ASK')
1712597340829393419 ('EPT', 'ASK') 10 4917 -396
[REJECTED] 1712597340829393421 ('EPT', 'ASK')
[REJECTED] 1712597340829393422 ('EPT', 'BID')
[REJECTED] 1712597340829393423 ('EPT', 'ASK')
[REJECTED] 1712597340829393424 ('DLO', 'BID')
[REJECTED] 1712597340829393425 ('DLO', 'ASK')
[REJECTED] 1712597340829393426 ('DLO', 'BID')
[REJECTED] 1712597340829393427 ('DLO', 'ASK')
[REJECTED] 1712597340829393428 ('DLO', 'BID')
[REJECTED] 1712597340829393429 ('DLO', 'ASK')
[REJECTED] 1712597340829393430 ('MKU', 'BID')
[REJECTED] 1712597340829393431 ('MKU', 'ASK')
[REJECTED] 1712597340829393432 ('MKU', 'BID')
[REJECTED] 1712597340829393433 ('MKU', 'ASK')
[REJECTED] 1712597340829393434 ('MKU', 'BID')
[REJECTED] 1712597340829393435 ('MKU', 'ASK')
[REJECTED] 1712597340829393436 ('IGM', 'BID')
[REJECTED] 1712597340829393437 ('IGM', 'ASK')
[REJECTED] 1712597340829393438 ('IGM', 'BID')
[REJECTED] 1712597340829393439 ('IGM', 'ASK')
[REJECTED] 1712597340829393440 ('IGM', 'BID')
[REJECTED] 1712597340829393441 ('IGM', 'ASK')
[REJECTED] 1712597340829393442 ('BRV', 'BID')
[REJECTED] 1712597340829393443 ('BRV', 'ASK')
[REJECTED] 1712597340829393444 ('BRV', 'BID')
[REJECTED] 1712597340829393445 ('BRV', 'ASK')
[REJECTED] 1712597340829393446 ('BRV', 'BID')
[REJECTED] 1712597340829393447 ('BRV', 'ASK')
[CANCELLED] 1712597340829393408 ('EPT', 'BID')
[CANCELLED] 1712597340829393410 ('DLO', 'BID')
[CANCELLED] 1712597340829393412 ('MKU', 'BID')
[CANCELLED] 1712597340829393416 ('BRV', 'BID')
[CANCELLED] 1712597340829393418 ('EPT', 'BID')
[CANCELLED] 1712597340829393420 ('EPT', 'BID')
[REJECTED] 1712597340829393454 ('EPT', 'ASK')
[REJECTED] 1712597340829393456 ('DLO', 'ASK')
