1712557682079694337 ('EPT', 'ASK') 3 4947
1712557682079694436 ('MKU', 'ASK') 3 4695
1712557682079694444 ('JAK', 'ASK') 3 4843
1712557682079694455 ('IGM', 'BID') 10 4842
1712557682079694393 ('JAK', 'ASK') 3 4852
1712557682079694458 ('EPT', 'ASK') 3 5000
1712557682079694460 ('DLO', 'ASK') 3 4888
1712557682079694462 ('MKU', 'ASK') 3 4704
1712557682079694464 ('IGM', 'ASK') 3 4850
1712557682079694465 ('BRV', 'BID') 3 5261
1712557682079694467 ('SCP', 'BID') 3 4948
1712557682079694470 ('JAK', 'ASK') 3 4841
[REJECTED] 1712557682079694471 ('SCP', 'BID')
[REJECTED] 1712557682079694472 ('SCP', 'BID')
[REJECTED] 1712557682079694473 ('SCP', 'BID')
[REJECTED] 1712557682079694474 ('SCP', 'BID')
[REJECTED] 1712557682079694475 ('SCP', 'BID')
[REJECTED] 1712557682079694476 ('SCP', 'BID')
1712557682079694477 ('JAK', 'ASK') 30 4839
1712557682079694477 ('JAK', 'ASK') 40 4838
1712557682079694477 ('JAK', 'ASK') 10 4837
[REJECTED] 1712557682079694478 ('JAK', 'ASK')
[REJECTED] 1712557682079694479 ('JAK', 'ASK')
[REJECTED] 1712557682079694480 ('JAK', 'ASK')
[REJECTED] 1712557682079694481 ('JAK', 'ASK')
[REJECTED] 1712557682079694482 ('JAK', 'ASK')
[REJECTED] 1712557682079694483 ('JAK', 'ASK')
1712557682079694422 ('IGM', 'ASK') 10 4859
1712557682079694414 ('MKU', 'ASK') 10 4732
1712557682079694459 ('DLO', 'BID') 3 4860
1712557682079694438 ('IGM', 'ASK') 3 4866
1712557682079694416 ('MKU', 'ASK') 10 4752
1712557682079694485 ('EPT', 'ASK') 3 4985
1712557682079694486 ('DLO', 'BID') 3 4851
1712557682079694489 ('MKU', 'ASK') 3 4784
1712557682079694491 ('IGM', 'ASK') 3 4910
1712557682079694492 ('BRV', 'BID') 3 5305
1712557682079694497 ('JAK', 'ASK') 3 4865
[REJECTED] 1712557682079694498 ('SCP', 'BID')
[REJECTED] 1712557682079694499 ('SCP', 'BID')
[REJECTED] 1712557682079694500 ('SCP', 'BID')
[REJECTED] 1712557682079694501 ('SCP', 'BID')
[REJECTED] 1712557682079694502 ('SCP', 'BID')
[REJECTED] 1712557682079694503 ('SCP', 'BID')
[REJECTED] 1712557682079694504 ('SCP', 'BID')
[REJECTED] 1712557682079694505 ('SCP', 'BID')
[REJECTED] 1712557682079694507 ('EPT', 'ASK')
1712557682079694511 ('BRV', 'BID') 10 5307
1712557682079694513 ('BRV', 'BID') 10 5307
1712557682079694494 ('SCP', 'BID') 3 4992
1712557682079694484 ('EPT', 'BID') 3 4965
1712557682079694457 ('EPT', 'BID') 3 4957
1712557682079694506 ('EPT', 'BID') 10 4945
1712557682079694380 ('EPT', 'BID') 3 4936
1712557682079694431 ('EPT', 'BID') 3 4928
1712557682079694514 ('EPT', 'BID') 3 4931
1712557682079694516 ('DLO', 'BID') 3 4849
1712557682079694519 ('MKU', 'ASK') 3 4791
1712557682079694521 ('IGM', 'ASK') 3 4874
1712557682079694522 ('BRV', 'BID') 3 5249
1712557682079694524 ('SCP', 'BID') 3 4941
1712557682079694527 ('JAK', 'ASK') 3 4852
[REJECTED] 1712557682079694528 ('SCP', 'BID')
[REJECTED] 1712557682079694529 ('SCP', 'BID')
[REJECTED] 1712557682079694530 ('SCP', 'BID')
[REJECTED] 1712557682079694531 ('SCP', 'BID')
[REJECTED] 1712557682079694532 ('SCP', 'BID')
[REJECTED] 1712557682079694533 ('SCP', 'BID')
[REJECTED] 1712557682079694534 ('SCP', 'BID')
[REJECTED] 1712557682079694537 ('JAK', 'BID')
[REJECTED] 1712557682079694538 ('JAK', 'BID')
[REJECTED] 1712557682079694539 ('JAK', 'BID')
[REJECTED] 1712557682079694540 ('JAK', 'BID')
1712557682079694508 ('DLO', 'BID') 10 4842
1712557682079694411 ('DLO', 'BID') 10 4841
1712557682079694541 ('DLO', 'BID') 10 4830
1712557682079694542 ('EPT', 'BID') 3 4965
1712557682079694544 ('DLO', 'BID') 3 4821
1712557682079694547 ('MKU', 'ASK') 3 4822
1712557682079694549 ('IGM', 'ASK') 3 4869
1712557682079694550 ('BRV', 'BID') 3 5250
[REJECTED] 1712557682079694556 ('SCP', 'BID')
[REJECTED] 1712557682079694557 ('SCP', 'BID')
[REJECTED] 1712557682079694558 ('SCP', 'BID')
[REJECTED] 1712557682079694559 ('SCP', 'BID')
[REJECTED] 1712557682079694560 ('SCP', 'BID')
[REJECTED] 1712557682079694561 ('SCP', 'BID')
[REJECTED] 1712557682079694562 ('SCP', 'BID')
[REJECTED] 1712557682079694563 ('JAK', 'BID')
[REJECTED] 1712557682079694564 ('JAK', 'BID')
[REJECTED] 1712557682079694565 ('JAK', 'BID')
[REJECTED] 1712557682079694566 ('JAK', 'BID')
[REJECTED] 1712557682079694567 ('JAK', 'BID')
1712557682079694568 ('EPT', 'BID') 10 4967
[REJECTED] 1712557682079694569 ('IGM', 'BID')
1712557682079694555 ('JAK', 'ASK') 3 4851
1712557682079694515 ('EPT', 'ASK') 3 4999
1712557682079694543 ('EPT', 'ASK') 3 5021
1712557682079694548 ('IGM', 'BID') 3 4843
1712557682079694490 ('IGM', 'BID') 3 4835
1712557682079694571 ('EPT', 'ASK') 3 5030
1712557682079694572 ('DLO', 'BID') 3 4836
1712557682079694575 ('MKU', 'ASK') 3 4781
1712557682079694576 ('IGM', 'BID') 3 4828
1712557682079694578 ('BRV', 'BID') 3 5203
1712557682079694552 ('SCP', 'BID') 3 4943
1712557682079694583 ('JAK', 'ASK') 3 4884
[REJECTED] 1712557682079694584 ('SCP', 'BID')
[REJECTED] 1712557682079694585 ('SCP', 'BID')
[REJECTED] 1712557682079694586 ('SCP', 'BID')
[REJECTED] 1712557682079694587 ('SCP', 'BID')
[REJECTED] 1712557682079694588 ('SCP', 'BID')
[REJECTED] 1712557682079694589 ('SCP', 'BID')
[REJECTED] 1712557682079694590 ('JAK', 'BID')
[REJECTED] 1712557682079694591 ('JAK', 'BID')
[REJECTED] 1712557682079694592 ('JAK', 'BID')
[REJECTED] 1712557682079694593 ('JAK', 'BID')
1712557682079694594 ('DLO', 'BID') 7 4836
1712557682079694594 ('DLO', 'BID') 3 4841
[REJECTED] 1712557682079694595 ('MKU', 'BID')
[REJECTED] 1712557682079694596 ('BRV', 'BID')
1712557682079694520 ('IGM', 'BID') 3 4822
1712557682079694580 ('SCP', 'BID') 3 4929
1712557682079694463 ('IGM', 'BID') 3 4820
1712557682079694570 ('EPT', 'BID') 3 5016
1712557682079694386 ('IGM', 'BID') 3 4817
1712557682079694510 ('IGM', 'BID') 10 4815
1712557682079694517 ('DLO', 'ASK') 3 4854
1712557682079694419 ('IGM', 'BID') 10 4797
1712557682079694545 ('DLO', 'ASK') 3 4860
1712557682079694421 ('IGM', 'BID') 10 4777
1712557682079694487 ('DLO', 'ASK') 3 4866
1712557682079694599 ('DLO', 'BID') 3 4870
1712557682079694602 ('MKU', 'ASK') 3 4757
1712557682079694603 ('IGM', 'BID') 3 4767
[REJECTED] 1712557682079694605 ('BRV', 'BID')
[REJECTED] 1712557682079694606 ('BRV', 'ASK')
1712557682079694607 ('SCP', 'BID') 3 4878
[REJECTED] 1712557682079694610 ('JAK', 'ASK')
[REJECTED] 1712557682079694611 ('SCP', 'BID')
[REJECTED] 1712557682079694612 ('SCP', 'BID')
[REJECTED] 1712557682079694613 ('SCP', 'BID')
[REJECTED] 1712557682079694614 ('SCP', 'BID')
[REJECTED] 1712557682079694615 ('SCP', 'BID')
[REJECTED] 1712557682079694616 ('SCP', 'BID')
1712557682079694617 ('IGM', 'BID') 7 4767
1712557682079694617 ('IGM', 'BID') 3 4772
1712557682079694598 ('EPT', 'ASK') 3 5005
1712557682079694619 ('EPT', 'ASK') 3 5024
1712557682079694621 ('DLO', 'ASK') 3 4871
[REJECTED] 1712557682079694623 ('MKU', 'ASK')
1712557682079694624 ('IGM', 'BID') 3 4811
[REJECTED] 1712557682079694626 ('BRV', 'BID')
[REJECTED] 1712557682079694627 ('BRV', 'ASK')
1712557682079694628 ('SCP', 'BID') 3 4886
[REJECTED] 1712557682079694631 ('JAK', 'ASK')
[REJECTED] 1712557682079694632 ('SCP', 'BID')
[REJECTED] 1712557682079694633 ('SCP', 'BID')
[REJECTED] 1712557682079694634 ('SCP', 'BID')
[REJECTED] 1712557682079694635 ('SCP', 'BID')
[REJECTED] 1712557682079694636 ('SCP', 'BID')
[REJECTED] 1712557682079694637 ('SCP', 'BID')
[REJECTED] 1712557682079694638 ('MKU', 'BID')
1712557682079694639 ('IGM', 'BID') 10 4811
1712557682079694577 ('IGM', 'ASK') 3 4844
1712557682079694641 ('EPT', 'ASK') 3 5036
1712557682079694643 ('DLO', 'ASK') 3 4855
[REJECTED] 1712557682079694644 ('MKU', 'BID')
[REJECTED] 1712557682079694645 ('MKU', 'ASK')
1712557682079694646 ('IGM', 'BID') 3 4852
[REJECTED] 1712557682079694648 ('BRV', 'BID')
[REJECTED] 1712557682079694649 ('BRV', 'ASK')
1712557682079694650 ('SCP', 'BID') 3 4879
[REJECTED] 1712557682079694653 ('JAK', 'ASK')
[REJECTED] 1712557682079694654 ('SCP', 'BID')
[REJECTED] 1712557682079694655 ('SCP', 'BID')
[REJECTED] 1712557682079694656 ('SCP', 'BID')
[REJECTED] 1712557682079694657 ('SCP', 'BID')
[REJECTED] 1712557682079694658 ('SCP', 'BID')
[REJECTED] 1712557682079694659 ('SCP', 'BID')
[REJECTED] 1712557682079694661 ('MKU', 'BID')
[REJECTED] 1712557682079694662 ('BRV', 'BID')
[REJECTED] 1712557682079694663 ('BRV', 'ASK')
1712557682079694620 ('DLO', 'BID') 3 4852
1712557682079694604 ('IGM', 'ASK') 3 4855
1712557682079694625 ('IGM', 'ASK') 3 4877
1712557682079694642 ('DLO', 'BID') 3 4845
[REJECTED] 1712557682079694665 ('EPT', 'ASK')
[REJECTED] 1712557682079694668 ('MKU', 'BID')
[REJECTED] 1712557682079694669 ('MKU', 'ASK')
1712557682079694670 ('IGM', 'BID') 3 4884
[REJECTED] 1712557682079694672 ('BRV', 'BID')
[REJECTED] 1712557682079694673 ('BRV', 'ASK')
1712557682079694674 ('SCP', 'BID') 3 4870
[REJECTED] 1712557682079694677 ('JAK', 'ASK')
[REJECTED] 1712557682079694678 ('SCP', 'BID')
[REJECTED] 1712557682079694679 ('SCP', 'BID')
[REJECTED] 1712557682079694680 ('SCP', 'BID')
[REJECTED] 1712557682079694681 ('SCP', 'BID')
[REJECTED] 1712557682079694682 ('SCP', 'BID')
[REJECTED] 1712557682079694683 ('EPT', 'BID')
1712557682079694667 ('DLO', 'ASK') 3 4843
1712557682079694600 ('DLO', 'ASK') 3 4893
1712557682079694671 ('IGM', 'ASK') 3 4889
1712557682079694573 ('DLO', 'ASK') 3 4902
[REJECTED] 1712557682079694684 ('EPT', 'BID')
[REJECTED] 1712557682079694685 ('EPT', 'ASK')
1712557682079694687 ('DLO', 'ASK') 3 4908
[REJECTED] 1712557682079694688 ('MKU', 'BID')
[REJECTED] 1712557682079694689 ('MKU', 'ASK')
1712557682079694691 ('IGM', 'ASK') 3 4896
[REJECTED] 1712557682079694692 ('BRV', 'BID')
[REJECTED] 1712557682079694693 ('BRV', 'ASK')
[REJECTED] 1712557682079694694 ('SCP', 'BID')
[REJECTED] 1712557682079694696 ('JAK', 'BID')
[REJECTED] 1712557682079694697 ('JAK', 'ASK')
[REJECTED] 1712557682079694698 ('SCP', 'BID')
[REJECTED] 1712557682079694699 ('SCP', 'BID')
[REJECTED] 1712557682079694700 ('SCP', 'BID')
[REJECTED] 1712557682079694701 ('SCP', 'BID')
[REJECTED] 1712557682079694702 ('SCP', 'BID')
[REJECTED] 1712557682079694703 ('SCP', 'BID')
[REJECTED] 1712557682079694704 ('SCP', 'BID')
1712557682079694647 ('IGM', 'ASK') 3 4925
1712557682079694622 ('MKU', 'BID') 3 4745
1712557682079694518 ('MKU', 'BID') 3 4710
1712557682079694601 ('MKU', 'BID') 3 4702
1712557682079694574 ('MKU', 'BID') 3 4701
1712557682079694488 ('MKU', 'BID') 3 4694
1712557682079694546 ('MKU', 'BID') 3 4687
1712557682079694509 ('MKU', 'BID') 10 4674
1712557682079694454 ('MKU', 'BID') 10 4671
[REJECTED] 1712557682079694705 ('EPT', 'BID')
[REJECTED] 1712557682079694706 ('EPT', 'ASK')
1712557682079694708 ('DLO', 'ASK') 3 4888
1712557682079694709 ('MKU', 'BID') 3 4683
1712557682079694712 ('IGM', 'ASK') 3 4894
[REJECTED] 1712557682079694713 ('BRV', 'BID')
[REJECTED] 1712557682079694714 ('BRV', 'ASK')
[REJECTED] 1712557682079694715 ('SCP', 'BID')
[REJECTED] 1712557682079694717 ('JAK', 'BID')
[REJECTED] 1712557682079694718 ('JAK', 'ASK')
[REJECTED] 1712557682079694719 ('SCP', 'BID')
[REJECTED] 1712557682079694720 ('SCP', 'BID')
[REJECTED] 1712557682079694721 ('SCP', 'BID')
[REJECTED] 1712557682079694722 ('SCP', 'BID')
[REJECTED] 1712557682079694723 ('SCP', 'BID')
[REJECTED] 1712557682079694724 ('SCP', 'BID')
[REJECTED] 1712557682079694725 ('SCP', 'BID')
[REJECTED] 1712557682079694726 ('SCP', 'BID')
[REJECTED] 1712557682079694727 ('EPT', 'BID')
[REJECTED] 1712557682079694728 ('EPT', 'ASK')
1712557682079694730 ('DLO', 'ASK') 3 4854
1712557682079694731 ('MKU', 'BID') 3 4740
1712557682079694733 ('IGM', 'BID') 3 4893
[REJECTED] 1712557682079694735 ('BRV', 'BID')
[REJECTED] 1712557682079694736 ('BRV', 'ASK')
[REJECTED] 1712557682079694737 ('SCP', 'BID')
[REJECTED] 1712557682079694739 ('JAK', 'BID')
[REJECTED] 1712557682079694740 ('JAK', 'ASK')
[REJECTED] 1712557682079694741 ('SCP', 'BID')
[REJECTED] 1712557682079694742 ('SCP', 'BID')
[REJECTED] 1712557682079694743 ('SCP', 'BID')
[REJECTED] 1712557682079694744 ('SCP', 'BID')
[REJECTED] 1712557682079694745 ('SCP', 'BID')
[REJECTED] 1712557682079694746 ('SCP', 'BID')
[REJECTED] 1712557682079694747 ('SCP', 'BID')
1712557682079694749 ('DLO', 'ASK') 10 4854
1712557682079694734 ('IGM', 'ASK') 3 4905
1712557682079694711 ('IGM', 'BID') 3 4888
[REJECTED] 1712557682079694751 ('EPT', 'BID')
[REJECTED] 1712557682079694752 ('EPT', 'ASK')
[REJECTED] 1712557682079694754 ('DLO', 'ASK')
1712557682079694755 ('MKU', 'BID') 3 4758
1712557682079694758 ('IGM', 'ASK') 3 4902
[REJECTED] 1712557682079694759 ('BRV', 'BID')
[REJECTED] 1712557682079694760 ('BRV', 'ASK')
[REJECTED] 1712557682079694761 ('SCP', 'BID')
[REJECTED] 1712557682079694763 ('JAK', 'BID')
[REJECTED] 1712557682079694764 ('JAK', 'ASK')
[REJECTED] 1712557682079694765 ('SCP', 'BID')
[REJECTED] 1712557682079694766 ('SCP', 'BID')
[REJECTED] 1712557682079694767 ('SCP', 'BID')
[REJECTED] 1712557682079694768 ('SCP', 'BID')
[REJECTED] 1712557682079694769 ('SCP', 'BID')
[REJECTED] 1712557682079694770 ('SCP', 'BID')
[REJECTED] 1712557682079694771 ('SCP', 'BID')
[REJECTED] 1712557682079694772 ('SCP', 'BID')
[REJECTED] 1712557682079694773 ('EPT', 'BID')
[REJECTED] 1712557682079694775 ('EPT', 'BID')
[REJECTED] 1712557682079694776 ('EPT', 'ASK')
[REJECTED] 1712557682079694777 ('DLO', 'BID')
[REJECTED] 1712557682079694778 ('DLO', 'ASK')
1712557682079694779 ('MKU', 'BID') 3 4742
1712557682079694782 ('IGM', 'ASK') 3 4968
[REJECTED] 1712557682079694783 ('BRV', 'BID')
[REJECTED] 1712557682079694784 ('BRV', 'ASK')
[REJECTED] 1712557682079694785 ('SCP', 'BID')
[REJECTED] 1712557682079694787 ('JAK', 'BID')
[REJECTED] 1712557682079694788 ('JAK', 'ASK')
[REJECTED] 1712557682079694789 ('SCP', 'BID')
[REJECTED] 1712557682079694790 ('SCP', 'BID')
[REJECTED] 1712557682079694791 ('SCP', 'BID')
[REJECTED] 1712557682079694792 ('SCP', 'BID')
[REJECTED] 1712557682079694793 ('SCP', 'BID')
[REJECTED] 1712557682079694794 ('SCP', 'BID')
[REJECTED] 1712557682079694795 ('SCP', 'BID')
[REJECTED] 1712557682079694796 ('SCP', 'BID')
[REJECTED] 1712557682079694797 ('SCP', 'BID')
[REJECTED] 1712557682079694798 ('EPT', 'BID')
[REJECTED] 1712557682079694799 ('EPT', 'ASK')
[REJECTED] 1712557682079694800 ('DLO', 'BID')
[REJECTED] 1712557682079694801 ('DLO', 'ASK')
1712557682079694802 ('MKU', 'BID') 3 4710
1712557682079694805 ('IGM', 'ASK') 3 4946
[REJECTED] 1712557682079694806 ('BRV', 'BID')
[REJECTED] 1712557682079694807 ('BRV', 'ASK')
[REJECTED] 1712557682079694808 ('SCP', 'BID')
[REJECTED] 1712557682079694810 ('JAK', 'BID')
[REJECTED] 1712557682079694811 ('JAK', 'ASK')
[REJECTED] 1712557682079694812 ('SCP', 'BID')
[REJECTED] 1712557682079694813 ('SCP', 'BID')
[REJECTED] 1712557682079694814 ('SCP', 'BID')
[REJECTED] 1712557682079694815 ('SCP', 'BID')
[REJECTED] 1712557682079694816 ('SCP', 'BID')
[REJECTED] 1712557682079694817 ('SCP', 'BID')
[REJECTED] 1712557682079694818 ('SCP', 'BID')
[REJECTED] 1712557682079694819 ('SCP', 'BID')
[REJECTED] 1712557682079694820 ('SCP', 'BID')
[REJECTED] 1712557682079694821 ('JAK', 'ASK')
[REJECTED] 1712557682079694822 ('JAK', 'ASK')
[REJECTED] 1712557682079694823 ('DLO', 'BID')
[REJECTED] 1712557682079694824 ('DLO', 'ASK')
1712557682079694825 ('MKU', 'BID') 10 4712
[REJECTED] 1712557682079694826 ('BRV', 'BID')
1712557682079694690 ('IGM', 'BID') 3 4875
1712557682079694757 ('IGM', 'BID') 3 4871
1712557682079694781 ('IGM', 'BID') 3 4861
1712557682079694774 ('IGM', 'BID') 10 4851
[REJECTED] 1712557682079694827 ('EPT', 'BID')
[REJECTED] 1712557682079694828 ('EPT', 'ASK')
[REJECTED] 1712557682079694829 ('DLO', 'BID')
[REJECTED] 1712557682079694830 ('DLO', 'ASK')
1712557682079694831 ('MKU', 'BID') 3 4761
1712557682079694834 ('IGM', 'ASK') 3 4840
[REJECTED] 1712557682079694835 ('BRV', 'BID')
[REJECTED] 1712557682079694836 ('BRV', 'ASK')
[REJECTED] 1712557682079694837 ('SCP', 'BID')
1712557682079694803 ('MKU', 'ASK') 3 4785
1712557682079694832 ('MKU', 'ASK') 3 4787
1712557682079694780 ('MKU', 'ASK') 3 4791
1712557682079694710 ('MKU', 'ASK') 3 4807
1712557682079694732 ('MKU', 'ASK') 3 4821
1712557682079694756 ('MKU', 'ASK') 3 4823
1712557682079694686 ('DLO', 'BID') 3 4847
1712557682079694707 ('DLO', 'BID') 3 4845
1712557682079694666 ('DLO', 'BID') 3 4840
1712557682079694729 ('DLO', 'BID') 3 4832
1712557682079694753 ('DLO', 'BID') 3 4816
1712557682079694748 ('DLO', 'BID') 10 4812
1712557682079694750 ('DLO', 'BID') 10 4792
1712557682079694579 ('BRV', 'ASK') 3 5236
1712557682079694551 ('BRV', 'ASK') 3 5271
1712557682079694804 ('IGM', 'BID') 3 4821
1712557682079694608 ('SCP', 'ASK') 3 5106
1712557682079694629 ('SCP', 'ASK') 3 5106
1712557682079694651 ('SCP', 'ASK') 3 5106
1712557682079694675 ('SCP', 'ASK') 3 5106
1712557682079694695 ('SCP', 'ASK') 3 5106
1712557682079694716 ('SCP', 'ASK') 3 5106
1712557682079694738 ('SCP', 'ASK') 3 5106
1712557682079694762 ('SCP', 'ASK') 3 5106
1712557682079694786 ('SCP', 'ASK') 3 5106
1712557682079694809 ('SCP', 'ASK') 3 5106
1712557682079694468 ('SCP', 'ASK') 3 5107
1712557682079694523 ('BRV', 'ASK') 3 5333
1712557682079694581 ('SCP', 'ASK') 3 5112
1712557682079694442 ('SCP', 'ASK') 3 5113
1712557682079694495 ('SCP', 'ASK') 3 5119
1712557682079694525 ('SCP', 'ASK') 3 5119
1712557682079694553 ('SCP', 'ASK') 3 5119
1712557682079694391 ('SCP', 'ASK') 3 5120
1712557682079694652 ('JAK', 'BID') 3 4852
1712557682079694630 ('JAK', 'BID') 3 4848
1712557682079694833 ('IGM', 'BID') 3 4765
1712557682079694423 ('IGM', 'BID') 10 4757
1712557682079694676 ('JAK', 'BID') 3 4843
1712557682079694609 ('JAK', 'BID') 3 4842
1712557682079694582 ('JAK', 'BID') 3 4836
1712557682079694415 ('MKU', 'BID') 10 4668
1712557682079694554 ('JAK', 'BID') 3 4810
1712557682079694536 ('JAK', 'BID') 27 4810
1712557682079694417 ('MKU', 'BID') 10 4648
1712557682079694536 ('JAK', 'BID') 13 4810
1712557682079694535 ('JAK', 'BID') 17 4809
1712557682079694535 ('JAK', 'BID') 13 4809
1712557682079694496 ('JAK', 'BID') 3 4809
