1712598524163483649 ('EPT', 'ASK') 1 4789 -288
[CANCELLED] 1712598524163483752 ('EPT', 'ASK')
[CANCELLED] 1712598524163483755 ('MKU', 'BID')
[CANCELLED] 1712598524163483758 ('IGM', 'ASK')
[CANCELLED] 1712598524163483760 ('BRV', 'ASK')
[CANCELLED] 1712598524163483762 ('EPT', 'ASK')
[CANCELLED] 1712598524163483763 ('EPT', 'BID')
[CANCELLED] 1712598524163483764 ('EPT', 'ASK')
[CANCELLED] 1712598524163483765 ('DLO', 'BID')
[CANCELLED] 1712598524163483766 ('DLO', 'ASK')
[CANCELLED] 1712598524163483767 ('DLO', 'BID')
[CANCELLED] 1712598524163483768 ('DLO', 'ASK')
[CANCELLED] 1712598524163483770 ('IGM', 'ASK')
[REJECTED] 1712598524163483772 ('JAK', 'ASK')
[REJECTED] 1712598524163483773 ('JAK', 'ASK')
[REJECTED] 1712598524163483774 ('JAK', 'ASK')
[REJECTED] 1712598524163483775 ('JAK', 'ASK')
[REJECTED] 1712598524163483776 ('JAK', 'ASK')
1712598524163483777 ('EPT', 'BID') 11 4760 2
1712598524163483780 ('DLO', 'ASK') 16 4898 -4
1712598524163483784 ('IGM', 'ASK') 12 5648 -35
1712598524163483786 ('BRV', 'ASK') 2 5341 -2
1712598524163483798 ('IGM', 'ASK') 10 5648 -15
1712598524163483800 ('IGM', 'ASK') 10 5653 0
1712598524163483802 ('BRV', 'ASK') 10 5359 0
1712598524163483779 ('DLO', 'BID') 21 4892 0
1712598524163483781 ('MKU', 'BID') 30 4473 0
1712598524163483781 ('MKU', 'BID') 2 4473 0
1712598524163483778 ('EPT', 'ASK') 16 4766 0
[CANCELLED] 1712598524163483782 ('MKU', 'ASK')
[CANCELLED] 1712598524163483783 ('IGM', 'BID')
[CANCELLED] 1712598524163483785 ('BRV', 'BID')
[CANCELLED] 1712598524163483787 ('EPT', 'BID')
[CANCELLED] 1712598524163483788 ('EPT', 'ASK')
[CANCELLED] 1712598524163483789 ('EPT', 'BID')
[CANCELLED] 1712598524163483790 ('EPT', 'ASK')
[CANCELLED] 1712598524163483791 ('DLO', 'BID')
[CANCELLED] 1712598524163483792 ('DLO', 'ASK')
[CANCELLED] 1712598524163483793 ('MKU', 'BID')
[CANCELLED] 1712598524163483794 ('MKU', 'ASK')
[CANCELLED] 1712598524163483795 ('MKU', 'BID')
[CANCELLED] 1712598524163483796 ('MKU', 'ASK')
[CANCELLED] 1712598524163483797 ('IGM', 'BID')
[CANCELLED] 1712598524163483799 ('IGM', 'BID')
[CANCELLED] 1712598524163483801 ('BRV', 'BID')
[CANCELLED] 1712598524163483803 ('BRV', 'BID')
[CANCELLED] 1712598524163483804 ('BRV', 'ASK')
[CANCELLED] 1712598524163483805 ('BRV', 'BID')
[CANCELLED] 1712598524163483806 ('BRV', 'ASK')
[REJECTED] 1712598524163483807 ('JAK', 'ASK')
[REJECTED] 1712598524163483808 ('JAK', 'ASK')
[REJECTED] 1712598524163483809 ('JAK', 'ASK')
[REJECTED] 1712598524163483810 ('JAK', 'ASK')
[REJECTED] 1712598524163483811 ('JAK', 'ASK')
1712598524163483814 ('DLO', 'BID') 11 4885 8
1712598524163483816 ('MKU', 'BID') 21 4456 10
1712598524163483818 ('IGM', 'BID') 22 5666 13
1712598524163483821 ('BRV', 'ASK') 17 5371 -9
1712598524163483830 ('IGM', 'BID') 10 5659 0
1712598524163483827 ('MKU', 'BID') 10 4446 0
[CANCELLED] 1712598524163483812 ('EPT', 'BID')
[CANCELLED] 1712598524163483813 ('EPT', 'ASK')
[CANCELLED] 1712598524163483815 ('DLO', 'ASK')
[CANCELLED] 1712598524163483817 ('MKU', 'ASK')
[CANCELLED] 1712598524163483819 ('IGM', 'ASK')
[CANCELLED] 1712598524163483820 ('BRV', 'BID')
[CANCELLED] 1712598524163483822 ('EPT', 'BID')
[CANCELLED] 1712598524163483823 ('DLO', 'BID')
[CANCELLED] 1712598524163483824 ('DLO', 'ASK')
[CANCELLED] 1712598524163483825 ('DLO', 'BID')
[CANCELLED] 1712598524163483826 ('DLO', 'ASK')
[CANCELLED] 1712598524163483828 ('MKU', 'ASK')
[CANCELLED] 1712598524163483829 ('MKU', 'BID')
[CANCELLED] 1712598524163483831 ('IGM', 'ASK')
[CANCELLED] 1712598524163483832 ('IGM', 'BID')
1712598524163483837 ('MKU', 'BID') 5 4428 1
1712598524163483840 ('IGM', 'ASK') 12 5679 -11
1712598524163483833 ('EPT', 'BID') 24 4780 0
1712598524163483848 ('IGM', 'ASK') 10 5688 0
1712598524163483841 ('BRV', 'BID') 30 5390 0
1712598524163483841 ('BRV', 'BID') 3 5390 0
1712598524163483835 ('DLO', 'BID') 21 4874 0
1712598524163483838 ('MKU', 'ASK') 29 4432 0
[CANCELLED] 1712598524163483834 ('EPT', 'ASK')
[CANCELLED] 1712598524163483836 ('DLO', 'ASK')
[CANCELLED] 1712598524163483839 ('IGM', 'BID')
[CANCELLED] 1712598524163483842 ('BRV', 'ASK')
[CANCELLED] 1712598524163483843 ('MKU', 'BID')
[CANCELLED] 1712598524163483844 ('MKU', 'ASK')
[CANCELLED] 1712598524163483845 ('MKU', 'BID')
[CANCELLED] 1712598524163483846 ('MKU', 'ASK')
[CANCELLED] 1712598524163483847 ('IGM', 'BID')
[CANCELLED] 1712598524163483849 ('IGM', 'BID')
[CANCELLED] 1712598524163483850 ('BRV', 'BID')
[CANCELLED] 1712598524163483851 ('BRV', 'ASK')
[CANCELLED] 1712598524163483852 ('BRV', 'BID')
[CANCELLED] 1712598524163483853 ('BRV', 'ASK')
1712598524163483855 ('EPT', 'ASK') 17 4789 -16
1712598524163483859 ('MKU', 'ASK') 15 4457 -15
1712598524163483861 ('IGM', 'ASK') 1 5735 -18
1712598524163483863 ('BRV', 'ASK') 16 5400 -14
1712598524163483877 ('IGM', 'ASK') 10 5737 0
1712598524163483865 ('EPT', 'ASK') 10 4793 0
1712598524163483875 ('MKU', 'ASK') 10 4462 0
1712598524163483857 ('DLO', 'ASK') 29 4873 0
1712598524163483862 ('BRV', 'BID') 21 5384 0
[CANCELLED] 1712598524163483854 ('EPT', 'BID')
[CANCELLED] 1712598524163483856 ('DLO', 'BID')
[CANCELLED] 1712598524163483858 ('MKU', 'BID')
[CANCELLED] 1712598524163483860 ('IGM', 'BID')
[CANCELLED] 1712598524163483864 ('EPT', 'BID')
[CANCELLED] 1712598524163483866 ('EPT', 'BID')
[CANCELLED] 1712598524163483867 ('EPT', 'ASK')
[CANCELLED] 1712598524163483868 ('EPT', 'BID')
[CANCELLED] 1712598524163483869 ('DLO', 'BID')
[CANCELLED] 1712598524163483870 ('DLO', 'ASK')
[CANCELLED] 1712598524163483871 ('DLO', 'BID')
[CANCELLED] 1712598524163483872 ('DLO', 'ASK')
[CANCELLED] 1712598524163483873 ('DLO', 'BID')
[CANCELLED] 1712598524163483874 ('MKU', 'BID')
[CANCELLED] 1712598524163483876 ('IGM', 'BID')
[CANCELLED] 1712598524163483878 ('IGM', 'BID')
[CANCELLED] 1712598524163483879 ('BRV', 'BID')
1712598524163483880 ('EPT', 'BID') 30 4788 2
1712598524163483880 ('EPT', 'BID') 2 4789 1
1712598524163483887 ('BRV', 'BID') 30 5381 5
1712598524163483887 ('BRV', 'BID') 2 5382 4
1712598524163483885 ('MKU', 'ASK') 1 4452 0
1712598524163483889 ('EPT', 'BID') 10 4770 0
1712598524163483891 ('MKU', 'ASK') 10 4472 0
1712598524163483882 ('DLO', 'BID') 24 4878 0
1712598524163483894 ('BRV', 'BID') 10 5366 0
1712598524163483896 ('BRV', 'BID') 10 5346 0
[CANCELLED] 1712598524163483881 ('EPT', 'ASK')
[CANCELLED] 1712598524163483883 ('DLO', 'ASK')
[CANCELLED] 1712598524163483884 ('MKU', 'BID')
[CANCELLED] 1712598524163483886 ('IGM', 'BID')
[CANCELLED] 1712598524163483888 ('BRV', 'ASK')
[CANCELLED] 1712598524163483890 ('MKU', 'BID')
[CANCELLED] 1712598524163483892 ('MKU', 'BID')
[CANCELLED] 1712598524163483893 ('MKU', 'ASK')
[CANCELLED] 1712598524163483895 ('BRV', 'ASK')
[CANCELLED] 1712598524163483897 ('BRV', 'ASK')
1712598524163483899 ('EPT', 'ASK') 12 4755 -14
1712598524163483900 ('DLO', 'BID') 1 4872 0
1712598524163483902 ('MKU', 'BID') 30 4479 4
1712598524163483902 ('MKU', 'BID') 12 4480 3
1712598524163483903 ('IGM', 'BID') 30 5843 1
1712598524163483903 ('IGM', 'BID') 19 5844 0
[REJECTED] 1712598524163483905 ('BRV', 'BID')
[REJECTED] 1712598524163483918 ('BRV', 'BID')
1712598524163483908 ('EPT', 'ASK') 10 4761 0
1712598524163483917 ('IGM', 'BID') 2 5824 0
1712598524163483898 ('EPT', 'BID') 1 4737 0
[CANCELLED] 1712598524163483901 ('DLO', 'ASK')
[CANCELLED] 1712598524163483904 ('IGM', 'ASK')
[CANCELLED] 1712598524163483906 ('BRV', 'ASK')
[CANCELLED] 1712598524163483907 ('EPT', 'BID')
[CANCELLED] 1712598524163483909 ('EPT', 'BID')
[CANCELLED] 1712598524163483910 ('EPT', 'ASK')
[CANCELLED] 1712598524163483911 ('EPT', 'BID')
[CANCELLED] 1712598524163483912 ('DLO', 'BID')
[CANCELLED] 1712598524163483913 ('DLO', 'ASK')
[CANCELLED] 1712598524163483914 ('DLO', 'BID')
[CANCELLED] 1712598524163483915 ('DLO', 'ASK')
[CANCELLED] 1712598524163483916 ('DLO', 'BID')
1712598524163483919 ('EPT', 'BID') 30 4733 15
1712598524163483919 ('EPT', 'BID') 1 4734 14
1712598524163483921 ('DLO', 'BID') 28 4849 5
1712598524163483922 ('MKU', 'BID') 1 4454 5
1712598524163483924 ('IGM', 'BID') 1 5755 36
1712598524163483926 ('BRV', 'BID') 1 5191 47
1712598524163483934 ('IGM', 'BID') 10 5755 16
[REJECTED] 1712598524163483935 ('BRV', 'BID')
[REJECTED] 1712598524163483937 ('BRV', 'BID')
[REJECTED] 1712598524163483939 ('BRV', 'BID')
1712598524163483928 ('EPT', 'BID') 10 4728 0
1712598524163483923 ('MKU', 'ASK') 1 4463 0
1712598524163483929 ('MKU', 'BID') 10 4439 0
[CANCELLED] 1712598524163483920 ('EPT', 'ASK')
[CANCELLED] 1712598524163483925 ('IGM', 'ASK')
[CANCELLED] 1712598524163483927 ('BRV', 'ASK')
[CANCELLED] 1712598524163483930 ('MKU', 'ASK')
[CANCELLED] 1712598524163483931 ('MKU', 'BID')
[CANCELLED] 1712598524163483932 ('MKU', 'ASK')
[CANCELLED] 1712598524163483933 ('MKU', 'BID')
[CANCELLED] 1712598524163483936 ('BRV', 'ASK')
[CANCELLED] 1712598524163483938 ('BRV', 'ASK')
1712598524163483944 ('MKU', 'BID') 30 4468 3
1712598524163483944 ('MKU', 'BID') 1 4469 2
1712598524163483947 ('IGM', 'ASK') 3 5765 0
1712598524163483940 ('EPT', 'BID') 1 4717 0
1712598524163483948 ('BRV', 'BID') 1 5136 16
[REJECTED] 1712598524163483961 ('BRV', 'BID')
[REJECTED] 1712598524163483963 ('BRV', 'BID')
1712598524163483943 ('DLO', 'ASK') 1 4852 0
1712598524163483942 ('DLO', 'BID') 1 4849 0
1712598524163483956 ('DLO', 'ASK') 10 4872 0
[CANCELLED] 1712598524163483941 ('EPT', 'ASK')
[CANCELLED] 1712598524163483945 ('MKU', 'ASK')
[CANCELLED] 1712598524163483946 ('IGM', 'BID')
[CANCELLED] 1712598524163483949 ('BRV', 'ASK')
[CANCELLED] 1712598524163483950 ('EPT', 'BID')
[CANCELLED] 1712598524163483951 ('EPT', 'ASK')
[CANCELLED] 1712598524163483952 ('EPT', 'BID')
[CANCELLED] 1712598524163483953 ('EPT', 'ASK')
[CANCELLED] 1712598524163483954 ('EPT', 'BID')
[CANCELLED] 1712598524163483955 ('DLO', 'BID')
[CANCELLED] 1712598524163483957 ('DLO', 'BID')
[CANCELLED] 1712598524163483958 ('DLO', 'ASK')
[CANCELLED] 1712598524163483959 ('DLO', 'BID')
[CANCELLED] 1712598524163483960 ('IGM', 'BID')
[CANCELLED] 1712598524163483962 ('BRV', 'ASK')
1712598524163483971 ('DLO', 'ASK') 11 4872 -21
1712598524163483972 ('MKU', 'BID') 1 4381 42
1712598524163483975 ('IGM', 'ASK') 1 5813 -32
1712598524163483978 ('MKU', 'BID') 10 4381 22
[REJECTED] 1712598524163483980 ('MKU', 'BID')
[REJECTED] 1712598524163483982 ('MKU', 'BID')
1712598524163483969 ('EPT', 'ASK') 7 4713 0
1712598524163483967 ('SCP', 'BID') 4 5160 0
1712598524163483966 ('SCP', 'BID') 30 5159 0
1712598524163483966 ('SCP', 'BID') 10 5159 0
1712598524163483965 ('SCP', 'BID') 30 5158 0
1712598524163483965 ('SCP', 'BID') 2 5158 0
1712598524163483964 ('SCP', 'BID') 24 5157 0
[CANCELLED] 1712598524163483968 ('EPT', 'BID')
[CANCELLED] 1712598524163483970 ('DLO', 'BID')
[CANCELLED] 1712598524163483973 ('MKU', 'ASK')
[CANCELLED] 1712598524163483974 ('IGM', 'BID')
[CANCELLED] 1712598524163483976 ('BRV', 'ASK')
[CANCELLED] 1712598524163483977 ('DLO', 'BID')
[CANCELLED] 1712598524163483979 ('MKU', 'ASK')
[CANCELLED] 1712598524163483981 ('MKU', 'ASK')
1712598524163483983 ('SCP', 'BID') 24 5143 11
1712598524163483984 ('SCP', 'BID') 6 5143 12
1712598524163483984 ('SCP', 'BID') 26 5144 11
1712598524163483985 ('SCP', 'BID') 14 5144 12
1712598524163483985 ('SCP', 'BID') 26 5145 11
1712598524163483986 ('SCP', 'BID') 4 5145 12
1712598524163483987 ('EPT', 'BID') 30 4708 17
1712598524163483987 ('EPT', 'BID') 2 4709 16
1712598524163483989 ('DLO', 'BID') 30 4870 4
1712598524163483989 ('DLO', 'BID') 12 4871 3
1712598524163483992 ('MKU', 'ASK') 30 4391 -13
1712598524163483992 ('MKU', 'ASK') 11 4390 -12
[REJECTED] 1712598524163483996 ('EPT', 'BID')
[REJECTED] 1712598524163483998 ('EPT', 'BID')
1712598524163484003 ('MKU', 'ASK') 10 4398 0
1712598524163483995 ('BRV', 'ASK') 30 5072 0
1712598524163483995 ('BRV', 'ASK') 20 5072 0
1712598524163483993 ('IGM', 'BID') 13 5792 0
1712598524163483994 ('IGM', 'ASK') 1 5796 0
1712598524163484000 ('DLO', 'BID') 10 4854 0
[CANCELLED] 1712598524163483988 ('EPT', 'ASK')
[CANCELLED] 1712598524163483990 ('DLO', 'ASK')
[CANCELLED] 1712598524163483991 ('MKU', 'BID')
[CANCELLED] 1712598524163483997 ('EPT', 'ASK')
[CANCELLED] 1712598524163483999 ('EPT', 'ASK')
[CANCELLED] 1712598524163484001 ('DLO', 'ASK')
[CANCELLED] 1712598524163484002 ('MKU', 'BID')
[CANCELLED] 1712598524163484004 ('IGM', 'BID')
1712598524163484006 ('EPT', 'ASK') 18 4701 -4
1712598524163484007 ('DLO', 'BID') 1 4840 7
1712598524163484010 ('MKU', 'ASK') 1 4421 -6
1712598524163484011 ('IGM', 'BID') 11 5777 7
1712598524163484014 ('BRV', 'ASK') 1 5135 -45
[REJECTED] 1712598524163484017 ('DLO', 'BID')
1712598524163484023 ('BRV', 'ASK') 10 5135 -25
1712598524163484025 ('BRV', 'ASK') 10 5135 -5
1712598524163484020 ('MKU', 'ASK') 10 4435 0
1712598524163484012 ('IGM', 'ASK') 1 5788 0
[CANCELLED] 1712598524163484005 ('EPT', 'BID')
[CANCELLED] 1712598524163484008 ('DLO', 'ASK')
[CANCELLED] 1712598524163484009 ('MKU', 'BID')
[CANCELLED] 1712598524163484013 ('BRV', 'BID')
[CANCELLED] 1712598524163484015 ('EPT', 'BID')
[CANCELLED] 1712598524163484016 ('EPT', 'ASK')
[CANCELLED] 1712598524163484018 ('DLO', 'ASK')
[CANCELLED] 1712598524163484019 ('MKU', 'BID')
[CANCELLED] 1712598524163484021 ('MKU', 'BID')
[CANCELLED] 1712598524163484022 ('BRV', 'BID')
[CANCELLED] 1712598524163484024 ('BRV', 'BID')
[CANCELLED] 1712598524163484026 ('BRV', 'BID')
[REJECTED] 1712598524163484027 ('JAK', 'ASK')
[REJECTED] 1712598524163484028 ('JAK', 'ASK')
1712598524163484031 ('DLO', 'BID') 1 4842 3
1712598524163484033 ('MKU', 'BID') 30 4461 2
1712598524163484033 ('MKU', 'BID') 1 4462 1
1712598524163484036 ('IGM', 'ASK') 1 5848 -29
[REJECTED] 1712598524163484041 ('DLO', 'BID')
1712598524163484029 ('EPT', 'BID') 11 4710 0
1712598524163484038 ('BRV', 'ASK') 1 5182 0
[CANCELLED] 1712598524163484030 ('EPT', 'ASK')
[CANCELLED] 1712598524163484032 ('DLO', 'ASK')
[CANCELLED] 1712598524163484034 ('MKU', 'ASK')
[CANCELLED] 1712598524163484035 ('IGM', 'BID')
[CANCELLED] 1712598524163484037 ('BRV', 'BID')
[CANCELLED] 1712598524163484039 ('EPT', 'BID')
[CANCELLED] 1712598524163484040 ('EPT', 'ASK')
[CANCELLED] 1712598524163484042 ('DLO', 'ASK')
[CANCELLED] 1712598524163484043 ('MKU', 'BID')
[CANCELLED] 1712598524163484044 ('MKU', 'ASK')
[CANCELLED] 1712598524163484045 ('IGM', 'BID')
[CANCELLED] 1712598524163484046 ('BRV', 'BID')
[CANCELLED] 1712598524163484047 ('BRV', 'ASK')
1712598524163484048 ('EPT', 'BID') 11 4684 14
1712598524163484053 ('MKU', 'ASK') 12 4458 -4
1712598524163484054 ('IGM', 'BID') 12 5837 15
1712598524163484057 ('BRV', 'ASK') 4 5190 -8
[REJECTED] 1712598524163484058 ('EPT', 'BID')
1712598524163484056 ('BRV', 'BID') 30 5180 0
1712598524163484056 ('BRV', 'BID') 13 5180 0
1712598524163484055 ('IGM', 'ASK') 1 5854 0
1712598524163484063 ('MKU', 'ASK') 10 4474 0
[CANCELLED] 1712598524163484049 ('EPT', 'ASK')
[CANCELLED] 1712598524163484050 ('DLO', 'BID')
[CANCELLED] 1712598524163484051 ('DLO', 'ASK')
[CANCELLED] 1712598524163484052 ('MKU', 'BID')
[CANCELLED] 1712598524163484059 ('EPT', 'ASK')
[CANCELLED] 1712598524163484060 ('DLO', 'BID')
[CANCELLED] 1712598524163484061 ('DLO', 'ASK')
[CANCELLED] 1712598524163484062 ('MKU', 'BID')
1712598524163484064 ('EPT', 'BID') 1 4627 9
1712598524163484069 ('MKU', 'ASK') 11 4474 -1
1712598524163484070 ('IGM', 'BID') 1 5861 13
1712598524163484072 ('BRV', 'BID') 1 5126 11
[REJECTED] 1712598524163484074 ('EPT', 'BID')
[REJECTED] 1712598524163484076 ('EPT', 'BID')
1712598524163484080 ('IGM', 'BID') 10 5854 0
1712598524163484081 ('BRV', 'BID') 10 5117 0
1712598524163484083 ('BRV', 'BID') 10 5097 0
1712598524163484085 ('BRV', 'BID') 10 5077 0
1712598524163484066 ('DLO', 'BID') 6 4830 0
1712598524163484079 ('MKU', 'ASK') 10 4493 0
[CANCELLED] 1712598524163484065 ('EPT', 'ASK')
[CANCELLED] 1712598524163484067 ('DLO', 'ASK')
[CANCELLED] 1712598524163484068 ('MKU', 'BID')
[CANCELLED] 1712598524163484071 ('IGM', 'ASK')
[CANCELLED] 1712598524163484073 ('BRV', 'ASK')
[CANCELLED] 1712598524163484075 ('EPT', 'ASK')
[CANCELLED] 1712598524163484077 ('DLO', 'BID')
[CANCELLED] 1712598524163484078 ('MKU', 'BID')
[CANCELLED] 1712598524163484082 ('BRV', 'ASK')
[CANCELLED] 1712598524163484084 ('BRV', 'ASK')
1712598524163484086 ('EPT', 'BID') 1 4604 7
1712598524163484090 ('MKU', 'ASK') 11 4519 -26
1712598524163484092 ('IGM', 'ASK') 2 5832 -8
1712598524163484093 ('BRV', 'BID') 1 5081 23
[REJECTED] 1712598524163484095 ('EPT', 'BID')
1712598524163484099 ('MKU', 'ASK') 4 4519 -6
[REJECTED] 1712598524163484101 ('BRV', 'BID')
[REJECTED] 1712598524163484103 ('BRV', 'BID')
1712598524163484088 ('DLO', 'ASK') 42 4828 0
[CANCELLED] 1712598524163484087 ('EPT', 'ASK')
[CANCELLED] 1712598524163484089 ('MKU', 'BID')
[CANCELLED] 1712598524163484091 ('IGM', 'BID')
[CANCELLED] 1712598524163484094 ('BRV', 'ASK')
[CANCELLED] 1712598524163484096 ('EPT', 'ASK')
[CANCELLED] 1712598524163484097 ('DLO', 'ASK')
[CANCELLED] 1712598524163484098 ('MKU', 'BID')
[CANCELLED] 1712598524163484100 ('IGM', 'BID')
[CANCELLED] 1712598524163484102 ('BRV', 'ASK')
1712598524163484107 ('DLO', 'ASK') 11 4834 -2
