1712551284682343937 ('EPT', 'ASK') 5 4546
1712551284682343989 ('EPT', 'BID') 10 4507
1712551284682343936 ('EPT', 'BID') 5 4499
1712551284682344157 ('EPT', 'BID') 10 4495
1712551284682343946 ('EPT', 'BID') 10 4479
1712551284682344619 ('EPT', 'BID') 5 4482
1712551284682343948 ('EPT', 'BID') 10 4459
1712551284682344643 ('EPT', 'BID') 5 4463
1712551284682344665 ('EPT', 'BID') 5 4537
1712551284682344687 ('EPT', 'BID') 5 4541
1712551284682344713 ('EPT', 'BID') 5 4521
1712551284682344215 ('MKU', 'ASK') 5 4362
1712551284682344240 ('MKU', 'ASK') 5 4362
1712551284682344192 ('MKU', 'ASK') 5 4374
1712551284682344739 ('EPT', 'BID') 5 4535
1712551284682344744 ('MKU', 'ASK') 5 4382
1712551284682344761 ('EPT', 'BID') 5 4552
1712551284682344766 ('MKU', 'ASK') 5 4374
1712551284682344783 ('EPT', 'BID') 5 4565
1712551284682344803 ('EPT', 'BID') 5 4592
1712551284682344163 ('DLO', 'ASK') 5 4761
1712551284682344094 ('MKU', 'ASK') 5 4405
1712551284682344112 ('MKU', 'ASK') 5 4406
1712551284682344165 ('MKU', 'ASK') 5 4416
1712551284682344819 ('EPT', 'BID') 5 4551
1712551284682344824 ('MKU', 'ASK') 5 4393
1712551284682344836 ('EPT', 'BID') 5 4546
1712551284682344841 ('MKU', 'ASK') 5 4404
1712551284682344852 ('EPT', 'BID') 5 4545
1712551284682344139 ('MKU', 'ASK') 5 4426
1712551284682344137 ('DLO', 'ASK') 5 4772
1712551284682344870 ('EPT', 'BID') 5 4557
1712551284682344889 ('EPT', 'BID') 5 4558
1712551284682344905 ('EPT', 'BID') 5 4576
1712551284682344110 ('DLO', 'ASK') 5 4791
1712551284682344906 ('EPT', 'ASK') 5 4619
1712551284682344922 ('EPT', 'ASK') 5 4621
1712551284682344000 ('MKU', 'ASK') 10 4442
1712551284682344002 ('MKU', 'ASK') 10 4462
1712551284682344871 ('EPT', 'ASK') 5 4637
1712551284682344890 ('EPT', 'ASK') 5 4639
1712551284682344784 ('EPT', 'ASK') 5 4642
1712551284682344939 ('EPT', 'ASK') 5 4638
1712551284682344943 ('MKU', 'ASK') 5 4462
1712551284682344092 ('DLO', 'ASK') 5 4827
1712551284682344049 ('DLO', 'ASK') 5 4833
1712551284682343944 ('BRV', 'BID') 5 4499
1712551284682344004 ('MKU', 'ASK') 10 4482
1712551284682343941 ('MKU', 'ASK') 5 4501
1712551284682343959 ('MKU', 'ASK') 10 4521
1712551284682344957 ('EPT', 'ASK') 5 4619
1712551284682344959 ('DLO', 'ASK') 5 4792
1712551284682344961 ('MKU', 'ASK') 5 4522
1712551284682344964 ('BRV', 'BID') 5 4503
1712551284682344921 ('EPT', 'BID') 5 4617
1712551284682344972 ('EPT', 'ASK') 5 4629
1712551284682344976 ('MKU', 'ASK') 5 4470
1712551284682344853 ('EPT', 'ASK') 5 4645
1712551284682343970 ('BRV', 'BID') 10 4479
1712551284682343972 ('BRV', 'BID') 10 4459
1712551284682343974 ('BRV', 'BID') 10 4439
1712551284682344762 ('EPT', 'ASK') 5 4648
1712551284682344804 ('EPT', 'ASK') 5 4648
1712551284682344837 ('EPT', 'ASK') 5 4648
1712551284682344594 ('EPT', 'ASK') 5 4651
1712551284682344989 ('EPT', 'ASK') 5 4651
1712551284682344993 ('MKU', 'ASK') 5 4382
1712551284682345006 ('EPT', 'ASK') 10 4651
1712551284682344938 ('EPT', 'BID') 5 4605
1712551284682345009 ('EPT', 'ASK') 5 4608
1712551284682345013 ('MKU', 'ASK') 5 4382
1712551284682345031 ('MKU', 'ASK') 5 4380
1712551284682345047 ('MKU', 'ASK') 5 4378
1712551284682345063 ('MKU', 'BID') 5 4324
1712551284682345046 ('MKU', 'BID') 5 4317
1712551284682344620 ('EPT', 'ASK') 5 4652
1712551284682344644 ('EPT', 'ASK') 5 4667
1712551284682344820 ('EPT', 'ASK') 5 4679
1712551284682345030 ('MKU', 'BID') 5 4295
1712551284682345012 ('MKU', 'BID') 5 4282
1712551284682344740 ('EPT', 'ASK') 5 4688
1712551284682345076 ('EPT', 'ASK') 5 4691
1712551284682345079 ('MKU', 'BID') 5 4274
1712551284682344992 ('MKU', 'BID') 5 4253
1712551284682344666 ('EPT', 'ASK') 5 4714
1712551284682344714 ('EPT', 'ASK') 5 4716
1712551284682344688 ('EPT', 'ASK') 5 4723
1712551284682345092 ('EPT', 'ASK') 5 4741
1712551284682345095 ('MKU', 'BID') 5 4263
1712551284682345109 ('EPT', 'ASK') 5 4734
1712551284682345112 ('MKU', 'BID') 5 4289
1712551284682345126 ('EPT', 'ASK') 5 4711
1712551284682345129 ('MKU', 'BID') 5 4318
1712551284682344966 ('SCP', 'BID') 10 5007
1712551284682345142 ('EPT', 'ASK') 5 4696
1712551284682345145 ('MKU', 'BID') 5 4319
1712551284682345159 ('EPT', 'ASK') 5 4689
1712551284682345064 ('MKU', 'ASK') 5 4328
