1712551825886760961 ('EPT', 'ASK') 5 4813
1712551825886761094 ('DLO', 'ASK') 10 4941
1712551825886761017 ('DLO', 'ASK') 10 4970
1712551825886761019 ('DLO', 'ASK') 10 4990
1712551825886761097 ('EPT', 'BID') 5 4768
1712551825886761100 ('DLO', 'ASK') 5 4942
1712551825886761102 ('MKU', 'ASK') 5 5033
1712551825886761106 ('BRV', 'ASK') 5 4829
1712551825886761105 ('BRV', 'BID') 5 4816
1712551825886761098 ('EPT', 'ASK') 5 4777
1712551825886761116 ('EPT', 'ASK') 5 4777
1712551825886761118 ('DLO', 'ASK') 5 4987
1712551825886761123 ('BRV', 'BID') 5 4798
1712551825886761119 ('MKU', 'BID') 5 5034
1712551825886761137 ('DLO', 'ASK') 5 4998
1712551825886761142 ('BRV', 'BID') 5 4819
1712551825886761068 ('IGM', 'BID') 5 5643
1712551825886761153 ('DLO', 'BID') 5 4989
1712551825886761157 ('IGM', 'BID') 5 5637
1712551825886761161 ('SCP', 'BID') 30 5015
1712551825886761162 ('SCP', 'BID') 40 5016
1712551825886761072 ('IGM', 'BID') 10 5623
1712551825886761158 ('IGM', 'ASK') 5 5680
1712551825886761184 ('IGM', 'ASK') 5 5699
1712551825886761077 ('EPT', 'ASK') 5 4822
1712551825886761174 ('DLO', 'BID') 10 4981
1712551825886761107 ('JAK', 'BID') 30 4869
1712551825886761138 ('MKU', 'BID') 5 5034
1712551825886761124 ('BRV', 'ASK') 5 4839
1712551825886761143 ('BRV', 'ASK') 5 4839
1712551825886761144 ('JAK', 'BID') 30 4867
1712551825886761125 ('JAK', 'BID') 30 4867
1712551825886761101 ('MKU', 'BID') 5 5025
1712551825886761197 ('EPT', 'BID') 5 4821
1712551825886761200 ('DLO', 'ASK') 5 4978
1712551825886761201 ('MKU', 'BID') 5 5023
1712551825886761206 ('BRV', 'ASK') 5 4844
1712551825886761071 ('BRV', 'ASK') 5 4886
1712551825886761207 ('SCP', 'BID') 30 5073
1712551825886761230 ('BRV', 'ASK') 5 4904
1712551825886761074 ('BRV', 'ASK') 10 4906
1712551825886761154 ('DLO', 'ASK') 5 5004
1712551825886761225 ('MKU', 'BID') 5 5026
1712551825886761021 ('DLO', 'ASK') 10 5010
1712551825886761049 ('BRV', 'ASK') 5 4951
1712551825886761009 ('BRV', 'ASK') 5 4967
1712551825886761247 ('DLO', 'ASK') 5 5028
1712551825886761253 ('BRV', 'ASK') 5 4968
1712551825886761198 ('EPT', 'ASK') 5 4828
1712551825886761035 ('BRV', 'ASK') 10 4987
1712551825886761037 ('BRV', 'ASK') 10 5007
1712551825886761039 ('BRV', 'ASK') 10 5027
1712551825886761202 ('MKU', 'ASK') 5 5044
1712551825886761246 ('DLO', 'BID') 5 5019
1712551825886761270 ('DLO', 'BID') 5 5022
1712551825886761277 ('BRV', 'ASK') 5 5054
1712551825886761291 ('BRV', 'ASK') 10 5054
1712551825886761301 ('BRV', 'BID') 5 5050
1712551825886761272 ('MKU', 'BID') 5 5038
1712551825886761248 ('MKU', 'BID') 5 5012
1712551825886761321 ('MKU', 'BID') 5 5018
1712551825886761302 ('BRV', 'ASK') 5 5058
1712551825886761114 ('MKU', 'BID') 10 5005
1712551825886761011 ('EPT', 'ASK') 10 4833
1712551825886761271 ('DLO', 'ASK') 5 5028
1712551825886761344 ('MKU', 'BID') 5 5004
1712551825886761095 ('MKU', 'BID') 10 4990
1712551825886761364 ('EPT', 'ASK') 5 4832
1712551825886761367 ('MKU', 'BID') 5 4985
1712551825886761368 ('MKU', 'ASK') 5 4991
1712551825886761348 ('BRV', 'BID') 5 5070
1712551825886761316 ('BRV', 'BID') 10 5034
1712551825886761276 ('BRV', 'BID') 5 5028
1712551825886761290 ('BRV', 'BID') 10 5008
1712551825886761363 ('EPT', 'BID') 5 4823
1712551825886761365 ('DLO', 'BID') 5 5034
1712551825886761292 ('BRV', 'BID') 10 4988
1712551825886761386 ('EPT', 'BID') 5 4817
1712551825886761388 ('DLO', 'BID') 5 5030
1712551825886761390 ('MKU', 'BID') 5 4999
1712551825886761394 ('BRV', 'BID') 5 4981
1712551825886761389 ('DLO', 'ASK') 5 5045
1712551825886761413 ('BRV', 'BID') 10 4974
1712551825886761252 ('BRV', 'BID') 5 4931
1712551825886761267 ('BRV', 'BID') 10 4911
1712551825886761229 ('BRV', 'BID') 5 4888
1712551825886761412 ('MKU', 'BID') 10 4979
1712551825886761268 ('EPT', 'BID') 5 4805
1712551825886761205 ('BRV', 'BID') 5 4815
1712551825886761423 ('BRV', 'BID') 5 4839
1712551825886761441 ('BRV', 'BID') 10 4839
1712551825886761443 ('BRV', 'BID') 10 4839
1712551825886761420 ('MKU', 'ASK') 5 4971
1712551825886761415 ('EPT', 'BID') 5 4801
1712551825886761419 ('MKU', 'BID') 5 4967
1712551825886761066 ('MKU', 'BID') 5 4950
1712551825886761444 ('EPT', 'BID') 5 4799
1712551825886761448 ('MKU', 'BID') 5 4950
1712551825886761452 ('BRV', 'BID') 5 4748
1712551825886761467 ('BRV', 'BID') 10 4748
1712551825886761022 ('MKU', 'BID') 10 4945
1712551825886761024 ('MKU', 'BID') 10 4925
1712551825886761473 ('MKU', 'BID') 5 4923
1712551825886761477 ('BRV', 'BID') 5 4723
1712551825886761491 ('MKU', 'BID') 10 4910
1712551825886761026 ('MKU', 'BID') 10 4905
1712551825886761492 ('BRV', 'BID') 10 4703
1712551825886761445 ('EPT', 'ASK') 5 4804
1712551825886761416 ('EPT', 'ASK') 5 4805
1712551825886761387 ('EPT', 'ASK') 5 4825
1712551825886761494 ('EPT', 'ASK') 5 4835
1712551825886761498 ('MKU', 'ASK') 5 4911
1712551825886761502 ('BRV', 'ASK') 5 4716
1712551825886761478 ('BRV', 'ASK') 5 4727
1712551825886761497 ('MKU', 'BID') 5 4898
1712551825886761517 ('MKU', 'BID') 5 4895
1712551825886761522 ('BRV', 'ASK') 5 4775
1712551825886761514 ('EPT', 'ASK') 5 4822
1712551825886761453 ('BRV', 'ASK') 5 4790
1712551825886761510 ('MKU', 'BID') 10 4878
1712551825886761468 ('BRV', 'ASK') 10 4810
1712551825886761512 ('MKU', 'BID') 10 4858
1712551825886761535 ('MKU', 'BID') 5 4847
1712551825886761540 ('BRV', 'ASK') 5 4812
1712551825886761013 ('EPT', 'ASK') 10 4853
1712551825886761556 ('MKU', 'ASK') 5 4862
1712551825886761559 ('BRV', 'BID') 5 4839
1712551825886761551 ('EPT', 'BID') 5 4866
1712551825886761536 ('MKU', 'ASK') 5 4902
1712551825886761518 ('MKU', 'ASK') 5 4914
1712551825886761417 ('DLO', 'BID') 5 5035
1712551825886761573 ('DLO', 'BID') 5 5031
1712551825886761576 ('MKU', 'ASK') 5 4897
1712551825886761579 ('BRV', 'BID') 5 4814
1712551825886761552 ('EPT', 'ASK') 5 4870
1712551825886761511 ('MKU', 'ASK') 10 4922
1712551825886761580 ('BRV', 'ASK') 5 4831
1712551825886761560 ('BRV', 'ASK') 5 4843
1712551825886761596 ('MKU', 'BID') 5 4883
1712551825886761601 ('BRV', 'ASK') 5 4848
1712551825886761592 ('EPT', 'BID') 5 4872
1712551825886761266 ('DLO', 'BID') 10 4999
1712551825886761223 ('DLO', 'BID') 5 4988
1712551825886761597 ('MKU', 'ASK') 5 4915
1712551825886761474 ('MKU', 'ASK') 5 4934
1712551825886761199 ('DLO', 'BID') 5 4974
1712551825886761613 ('MKU', 'ASK') 5 4958
1712551825886761616 ('BRV', 'BID') 5 4844
1712551825886761610 ('DLO', 'BID') 5 4987
1712551825886761630 ('DLO', 'BID') 10 4967
1712551825886761635 ('DLO', 'ASK') 5 4978
1712551825886761637 ('MKU', 'ASK') 5 4979
1712551825886761449 ('MKU', 'ASK') 5 4984
1712551825886761391 ('MKU', 'ASK') 5 5003
1712551825886761345 ('MKU', 'ASK') 5 5008
1712551825886761600 ('BRV', 'BID') 5 4802
1712551825886761634 ('DLO', 'BID') 5 4967
1712551825886761651 ('DLO', 'BID') 5 4965
1712551825886761648 ('DLO', 'BID') 10 4947
1712551825886761136 ('DLO', 'BID') 5 4938
1712551825886761117 ('DLO', 'BID') 5 4938
1712551825886761099 ('DLO', 'BID') 5 4938
1712551825886761653 ('MKU', 'BID') 5 5009
1712551825886761657 ('BRV', 'BID') 5 4792
1712551825886761667 ('DLO', 'BID') 5 4929
1712551825886761669 ('MKU', 'BID') 5 4980
1712551825886761673 ('BRV', 'BID') 5 4790
1712551825886761670 ('MKU', 'ASK') 5 4988
1712551825886761654 ('MKU', 'ASK') 5 5013
1712551825886761322 ('MKU', 'ASK') 5 5032
1712551825886761688 ('MKU', 'ASK') 5 4998
1712551825886761686 ('DLO', 'ASK') 5 4934
1712551825886761668 ('DLO', 'ASK') 5 4939
1712551825886761674 ('BRV', 'ASK') 5 4810
1712551825886761702 ('DLO', 'ASK') 5 4949
1712551825886761703 ('MKU', 'BID') 5 5027
1712551825886761701 ('DLO', 'BID') 5 4942
1712551825886761717 ('DLO', 'BID') 5 4945
1712551825886761720 ('MKU', 'ASK') 5 5025
1712551825886761704 ('MKU', 'ASK') 5 5032
1712551825886761718 ('DLO', 'ASK') 5 4951
1712551825886761734 ('DLO', 'ASK') 5 4970
1712551825886761735 ('MKU', 'BID') 5 5039
1712551825886761707 ('BRV', 'BID') 5 4808
1712551825886761652 ('DLO', 'ASK') 5 4979
1712551825886761755 ('DLO', 'BID') 5 4974
1712551825886761758 ('MKU', 'ASK') 5 5019
1712551825886761761 ('BRV', 'BID') 5 4765
1712551825886761736 ('MKU', 'ASK') 5 5049
1712551825886761539 ('BRV', 'BID') 5 4741
1712551825886761501 ('BRV', 'BID') 5 4712
1712551825886761776 ('DLO', 'BID') 5 4965
1712551825886761779 ('MKU', 'ASK') 5 5062
1712551825886761782 ('BRV', 'BID') 5 4709
1712551825886761521 ('BRV', 'BID') 5 4680
1712551825886761778 ('MKU', 'BID') 5 5047
1712551825886761803 ('MKU', 'BID') 5 5037
1712551825886761808 ('BRV', 'ASK') 5 4678
1712551825886761733 ('DLO', 'BID') 5 4954
1712551825886761807 ('BRV', 'BID') 5 4674
1712551825886761804 ('MKU', 'ASK') 5 5060
1712551825886761830 ('MKU', 'ASK') 5 5070
1712551825886761833 ('BRV', 'BID') 5 4706
1712551825886761834 ('BRV', 'ASK') 5 4710
1712551825886761867 ('BRV', 'BID') 5 4712
1712551825886761783 ('BRV', 'ASK') 5 4739
1712551825886761777 ('DLO', 'ASK') 5 4973
1712551825886761756 ('DLO', 'ASK') 5 4985
1712551825886761611 ('DLO', 'ASK') 5 4990
1712551825886761881 ('DLO', 'ASK') 5 5000
1712551825886761886 ('BRV', 'BID') 5 4691
1712551825886761850 ('BRV', 'BID') 5 4664
1712551825886761530 ('BRV', 'BID') 10 4660
1712551825886761896 ('DLO', 'BID') 5 5004
1712551825886761903 ('BRV', 'ASK') 5 4640
1712551825886761902 ('BRV', 'BID') 5 4635
1712551825886761919 ('BRV', 'BID') 5 4608
1712551825886761897 ('DLO', 'ASK') 5 5009
1712551825886761846 ('MKU', 'BID') 5 5095
1712551825886761829 ('MKU', 'BID') 5 5056
1712551825886761932 ('MKU', 'BID') 5 5108
1712551825886761937 ('BRV', 'ASK') 5 4562
1712551825886761574 ('DLO', 'ASK') 5 5045
1712551825886761952 ('BRV', 'BID') 5 4586
1712551825886761933 ('MKU', 'ASK') 5 5112
1712551825886761969 ('BRV', 'ASK') 5 4566
1712551825886761953 ('BRV', 'ASK') 5 4590
1712551825886761985 ('BRV', 'ASK') 5 4595
1712551825886761988 ('SCP', 'ASK') 30 5202
1712551825886761988 ('SCP', 'ASK') 40 5201
1712551825886761989 ('SCP', 'ASK') 50 5200
1712551825886761989 ('SCP', 'ASK') 10 5200
1712551825886761990 ('SCP', 'ASK') 40 5200
1712551825886761964 ('MKU', 'BID') 5 5074
1712551825886762005 ('BRV', 'BID') 5 4591
1712551825886762024 ('MKU', 'BID') 5 5082
1712551825886762035 ('SCP', 'ASK') 30 5196
1712551825886762028 ('BRV', 'BID') 5 4575
1712551825886761984 ('BRV', 'BID') 5 4520
1712551825886762052 ('JAK', 'ASK') 30 4916
1712551825886762052 ('JAK', 'ASK') 40 4915
1712551825886762052 ('JAK', 'ASK') 10 4914
1712551825886762053 ('JAK', 'ASK') 40 4914
1712551825886762053 ('JAK', 'ASK') 40 4913
1712551825886762054 ('JAK', 'ASK') 20 4913
1712551825886762054 ('JAK', 'ASK') 50 4912
1712551825886762059 ('JAK', 'ASK') 20 4912
1712551825886762059 ('JAK', 'ASK') 10 4912
1712551825886762013 ('SCP', 'ASK') 30 5204
1712551825886760968 ('BRV', 'BID') 5 4499
1712551825886760994 ('BRV', 'BID') 10 4479
1712551825886762025 ('MKU', 'ASK') 5 5124
1712551825886762080 ('MKU', 'BID') 5 5102
1712551825886762081 ('MKU', 'ASK') 5 5107
1712551825886762097 ('MKU', 'BID') 5 5098
1712551825886760996 ('BRV', 'BID') 10 4459
1712551825886760998 ('BRV', 'BID') 10 4439
1712551825886761948 ('MKU', 'BID') 5 5050
1712551825886762141 ('MKU', 'BID') 5 5032
1712551825886762073 ('JAK', 'BID') 30 4943
1712551825886762073 ('JAK', 'BID') 30 4943
1712551825886762070 ('JAK', 'BID') 30 4940
1712551825886762173 ('JAK', 'BID') 30 4912
1712551825886762174 ('JAK', 'BID') 40 4913
1712551825886762197 ('JAK', 'BID') 30 4900
1712551825886761757 ('MKU', 'BID') 5 5004
1712551825886761719 ('MKU', 'BID') 5 5002
1712551825886762209 ('MKU', 'ASK') 5 5033
1712551825886762208 ('MKU', 'BID') 5 5009
1712551825886762230 ('MKU', 'BID') 5 4994
1712551825886761687 ('MKU', 'BID') 5 4987
1712551825886761636 ('MKU', 'BID') 5 4975
1712551825886762256 ('MKU', 'BID') 5 4934
1712551825886761612 ('MKU', 'BID') 5 4900
1712551825886761631 ('MKU', 'BID') 10 4880
1712551825886761575 ('MKU', 'BID') 5 4870
1712551825886761946 ('DLO', 'BID') 5 5035
1712551825886762277 ('DLO', 'BID') 5 5026
1712551825886762279 ('MKU', 'BID') 5 4894
1712551825886761930 ('DLO', 'BID') 5 5020
1712551825886761555 ('MKU', 'BID') 5 4858
1712551825886761568 ('MKU', 'BID') 10 4838
1712551825886761913 ('DLO', 'BID') 5 4994
1712551825886761880 ('DLO', 'BID') 5 4987
1712551825886762300 ('DLO', 'BID') 5 4982
1712551825886761827 ('DLO', 'BID') 5 4949
1712551825886762323 ('DLO', 'BID') 5 4938
1712551825886762346 ('DLO', 'BID') 5 4944
1712551825886761685 ('DLO', 'BID') 5 4930
1712551825886761078 ('DLO', 'BID') 5 4917
1712551825886761682 ('DLO', 'BID') 10 4915
1712551825886762369 ('DLO', 'BID') 5 4906
1712551825886762393 ('DLO', 'BID') 5 4905
1712551825886761093 ('DLO', 'BID') 10 4897
1712551825886761020 ('DLO', 'BID') 10 4886
1712551825886762417 ('DLO', 'BID') 5 4885
1712551825886762441 ('DLO', 'BID') 5 4869
1712551825886762466 ('DLO', 'BID') 5 4878
1712551825886762489 ('DLO', 'BID') 5 4868
1712551825886762514 ('DLO', 'ASK') 5 4910
1712551825886762490 ('DLO', 'ASK') 5 4913
1712551825886762492 ('MKU', 'ASK') 5 4634
1712551825886762442 ('DLO', 'ASK') 5 4937
1712551825886762467 ('DLO', 'ASK') 5 4944
1712551825886762394 ('DLO', 'ASK') 5 4950
1712551825886762418 ('DLO', 'ASK') 5 4955
1712551825886762370 ('DLO', 'ASK') 5 4965
1712551825886762536 ('DLO', 'ASK') 5 4977
1712551825886762557 ('DLO', 'ASK') 10 4981
1712551825886762469 ('MKU', 'ASK') 5 4671
1712551825886762561 ('DLO', 'ASK') 5 4979
1712551825886762584 ('DLO', 'ASK') 5 4974
1712551825886762444 ('MKU', 'ASK') 5 4764
1712551825886762420 ('MKU', 'ASK') 5 4806
1712551825886762396 ('MKU', 'ASK') 5 4811
1712551825886762372 ('MKU', 'ASK') 5 4820
1712551825886762349 ('MKU', 'ASK') 5 4852
1712551825886761183 ('IGM', 'BID') 5 5631
1712551825886761196 ('IGM', 'BID') 10 5611
1712551825886761046 ('IGM', 'BID') 5 5610
1712551825886761006 ('IGM', 'BID') 5 5591
1712551825886761057 ('IGM', 'BID') 10 5590
1712551825886762608 ('DLO', 'ASK') 5 4965
1712551825886762610 ('MKU', 'ASK') 5 4899
1712551825886762611 ('IGM', 'BID') 5 5592
1712551825886762632 ('DLO', 'ASK') 5 4937
1712551825886762634 ('MKU', 'ASK') 5 4929
1712551825886762635 ('IGM', 'BID') 5 5731
1712551825886762326 ('MKU', 'ASK') 5 4935
1712551825886761187 ('SCP', 'BID') 30 5019
1712551825886762654 ('DLO', 'ASK') 5 4920
1712551825886762656 ('MKU', 'ASK') 5 4948
1712551825886762657 ('IGM', 'BID') 5 5679
1712551825886762679 ('MKU', 'ASK') 5 4923
1712551825886762680 ('IGM', 'BID') 5 5637
1712551825886762303 ('MKU', 'ASK') 5 4953
1712551825886762535 ('DLO', 'BID') 5 4897
1712551825886762692 ('DLO', 'BID') 5 4896
1712551825886762695 ('MKU', 'ASK') 5 4964
1712551825886762696 ('IGM', 'BID') 5 5649
1712551825886762676 ('DLO', 'BID') 5 4891
1712551825886762631 ('DLO', 'BID') 5 4882
1712551825886762583 ('DLO', 'BID') 5 4878
1712551825886762556 ('DLO', 'BID') 10 4877
1712551825886762607 ('DLO', 'BID') 5 4874
1712551825886762560 ('DLO', 'BID') 5 4870
1712551825886762653 ('DLO', 'BID') 5 4868
1712551825886762709 ('DLO', 'BID') 5 4862
1712551825886762712 ('MKU', 'ASK') 5 4941
1712551825886762713 ('IGM', 'BID') 5 5701
1712551825886762658 ('IGM', 'ASK') 5 5761
1712551825886762731 ('DLO', 'BID') 5 4888
1712551825886762735 ('IGM', 'BID') 5 5716
1712551825886762736 ('IGM', 'ASK') 5 5733
1712551825886762612 ('IGM', 'ASK') 5 5809
1712551825886762636 ('IGM', 'ASK') 5 5812
1712551825886762714 ('IGM', 'ASK') 5 5834
1712551825886762681 ('IGM', 'ASK') 5 5836
1712551825886762753 ('DLO', 'BID') 5 4884
1712551825886762758 ('IGM', 'ASK') 5 5808
1712551825886762777 ('DLO', 'BID') 5 4860
1712551825886762782 ('IGM', 'ASK') 5 5843
1712551825886762757 ('IGM', 'BID') 5 5787
1712551825886762799 ('DLO', 'BID') 5 4823
1712551825886762804 ('IGM', 'ASK') 5 5777
1712551825886762832 ('IGM', 'ASK') 5 5783
1712551825886762803 ('IGM', 'BID') 5 5722
1712551825886762854 ('IGM', 'ASK') 5 5694
1712551825886762831 ('IGM', 'BID') 5 5690
1712551825886762853 ('IGM', 'BID') 5 5634
1712551825886762872 ('IGM', 'BID') 5 5605
1712551825886762873 ('IGM', 'ASK') 5 5634
1712551825886762894 ('IGM', 'BID') 5 5608
1712551825886762781 ('IGM', 'BID') 5 5596
1712551825886761028 ('IGM', 'BID') 10 5571
1712551825886761030 ('IGM', 'BID') 10 5551
1712551825886761032 ('IGM', 'BID') 10 5531
1712551825886762916 ('IGM', 'BID') 5 5526
1712551825886762933 ('IGM', 'BID') 5 5577
1712551825886762895 ('IGM', 'ASK') 5 5652
1712551825886762917 ('IGM', 'ASK') 5 5695
1712551825886762949 ('IGM', 'BID') 5 5717
1712551825886762971 ('IGM', 'BID') 5 5705
1712551825886762972 ('IGM', 'ASK') 5 5738
1712551825886762869 ('DLO', 'ASK') 5 4897
1712551825886762693 ('DLO', 'ASK') 5 4916
1712551825886762828 ('DLO', 'ASK') 5 4923
1712551825886762989 ('DLO', 'ASK') 5 4919
1712551825886762992 ('IGM', 'BID') 5 5780
1712551825886763005 ('DLO', 'ASK') 5 4859
1712551825886763008 ('IGM', 'BID') 5 5667
1712551825886763025 ('IGM', 'BID') 5 5561
1712551825886763042 ('IGM', 'BID') 5 5483
1712551825886762257 ('MKU', 'ASK') 5 5009
1712551825886763058 ('IGM', 'BID') 5 5423
1712551825886762280 ('MKU', 'ASK') 5 5044
1712551825886762069 ('BRV', 'ASK') 5 4571
1712551825886763077 ('IGM', 'BID') 5 5387
1712551825886762051 ('BRV', 'ASK') 5 4594
1712551825886762006 ('BRV', 'ASK') 5 4595
1712551825886763004 ('DLO', 'BID') 5 4835
1712551825886761920 ('BRV', 'ASK') 5 4635
1712551825886763089 ('DLO', 'BID') 5 4844
1712551825886763093 ('IGM', 'BID') 5 5366
1712551825886763021 ('DLO', 'BID') 5 4828
1712551825886763105 ('DLO', 'BID') 5 4827
1712551825886763109 ('IGM', 'BID') 5 5415
1712551825886763125 ('IGM', 'BID') 5 5414
1712551825886763141 ('IGM', 'BID') 5 5466
1712551825886763106 ('DLO', 'ASK') 5 4847
1712551825886762142 ('MKU', 'ASK') 5 5083
1712551825886763090 ('DLO', 'ASK') 5 4854
1712551825886761887 ('BRV', 'ASK') 5 4715
1712551825886762098 ('MKU', 'ASK') 5 5111
1712551825886763153 ('DLO', 'BID') 5 4852
1712551825886763156 ('MKU', 'ASK') 5 5103
1712551825886761762 ('BRV', 'ASK') 5 4788
1712551825886763200 ('BRV', 'ASK') 5 4760
1712551825886763217 ('BRV', 'ASK') 5 4806
1712551825886761617 ('BRV', 'ASK') 5 4862
1712551825886763154 ('DLO', 'ASK') 5 4919
1712551825886762850 ('DLO', 'ASK') 5 4929
1712551825886762800 ('DLO', 'ASK') 5 4935
1712551825886763229 ('DLO', 'ASK') 5 4937
1712551825886763235 ('BRV', 'ASK') 5 4835
1712551825886762710 ('DLO', 'ASK') 5 4960
1712551825886763245 ('DLO', 'ASK') 5 4939
1712551825886763251 ('BRV', 'ASK') 5 4672
1712551825886763262 ('DLO', 'ASK') 5 4937
1712551825886763268 ('BRV', 'ASK') 5 4654
1712551825886763289 ('BRV', 'BID') 5 4670
1712551825886763313 ('BRV', 'ASK') 5 4682
1712551825886763290 ('BRV', 'ASK') 5 4698
1712551825886763335 ('BRV', 'ASK') 5 4759
1712551825886763334 ('BRV', 'BID') 5 4702
1712551825886763357 ('BRV', 'BID') 5 4676
1712551825886763267 ('BRV', 'BID') 5 4637
1712551825886763312 ('BRV', 'BID') 5 4620
1712551825886763383 ('BRV', 'BID') 5 4614
1712551825886763405 ('BRV', 'BID') 5 4630
1712551825886763421 ('BRV', 'BID') 5 4700
1712551825886763454 ('BRV', 'ASK') 5 4687
1712551825886763470 ('BRV', 'ASK') 5 4691
1712551825886763487 ('BRV', 'ASK') 5 4691
1712551825886763504 ('BRV', 'BID') 5 4650
1712551825886763505 ('BRV', 'ASK') 5 4654
1712551825886763486 ('BRV', 'BID') 5 4639
1712551825886763521 ('BRV', 'BID') 5 4638
1712551825886763522 ('BRV', 'ASK') 5 4646
1712551825886763538 ('BRV', 'ASK') 5 4687
1712551825886763537 ('BRV', 'BID') 5 4667
1712551825886763553 ('BRV', 'BID') 5 4644
1712551825886763569 ('BRV', 'BID') 5 4620
1712551825886763587 ('SCP', 'BID') 30 4852
1712551825886763588 ('SCP', 'BID') 40 4853
1712551825886763589 ('SCP', 'BID') 50 4854
1712551825886763590 ('SCP', 'BID') 60 4855
1712551825886763608 ('BRV', 'ASK') 5 4598
1712551825886763620 ('BRV', 'ASK') 5 4613
1712551825886763586 ('BRV', 'ASK') 5 4617
1712551825886763570 ('BRV', 'ASK') 5 4626
1712551825886763554 ('BRV', 'ASK') 5 4658
1712551825886763637 ('BRV', 'ASK') 5 4660
1712551825886762778 ('DLO', 'ASK') 5 4970
1712551825886762754 ('DLO', 'ASK') 5 4974
1712551825886763648 ('DLO', 'ASK') 5 4952
1712551825886763653 ('BRV', 'BID') 5 4694
1712551825886762732 ('DLO', 'ASK') 5 4987
1712551825886763636 ('BRV', 'BID') 5 4645
1712551825886763664 ('DLO', 'ASK') 5 4992
1712551825886763669 ('BRV', 'BID') 5 4625
1712551825886763619 ('BRV', 'BID') 5 4608
1712551825886763680 ('DLO', 'BID') 5 4996
1712551825886763686 ('BRV', 'BID') 5 4609
1712551825886763663 ('DLO', 'BID') 5 4983
1712551825886763702 ('BRV', 'BID') 5 4550
1712551825886763250 ('BRV', 'BID') 5 4549
1712551825886763697 ('DLO', 'ASK') 5 4974
1712551825886763703 ('BRV', 'ASK') 5 4556
1712551825886763713 ('BRV', 'ASK') 5 4576
1712551825886763687 ('BRV', 'ASK') 5 4613
1712551825886763706 ('DLO', 'BID') 5 4977
1712551825886763696 ('DLO', 'BID') 5 4970
