1712552894680194049 ('EPT', 'ASK') 5 5256
1712552894680194106 ('EPT', 'BID') 10 5198
1712552894680194197 ('IGM', 'ASK') 5 5822
1712552894680194169 ('DLO', 'ASK') 5 4890
1712552894680194109 ('DLO', 'ASK') 10 4892
1712552894680194217 ('EPT', 'BID') 5 5181
1712552894680194220 ('DLO', 'ASK') 5 4899
1712552894680194221 ('MKU', 'BID') 5 4591
1712552894680194240 ('EPT', 'BID') 10 5181
1712552894680194241 ('MKU', 'BID') 10 4591
1712552894680194156 ('MKU', 'BID') 10 4585
1712552894680194131 ('IGM', 'ASK') 5 5891
1712552894680194111 ('DLO', 'ASK') 10 4912
1712552894680194095 ('IGM', 'ASK') 5 5905
1712552894680194246 ('EPT', 'BID') 5 5201
1712552894680194249 ('DLO', 'ASK') 5 4911
1712552894680194250 ('MKU', 'BID') 5 4580
1712552894680194253 ('IGM', 'ASK') 5 5881
1712552894680194251 ('MKU', 'ASK') 5 4646
1712552894680194222 ('MKU', 'ASK') 5 4659
1712552894680194213 ('IGM', 'BID') 10 5798
1712552894680194195 ('MKU', 'ASK') 5 4663
1712552894680194270 ('EPT', 'BID') 5 5196
1712552894680194273 ('DLO', 'ASK') 5 4980
1712552894680194275 ('MKU', 'ASK') 5 4664
1712552894680194276 ('IGM', 'BID') 5 5788
1712552894680194223 ('IGM', 'BID') 5 5782
1712552894680194293 ('EPT', 'BID') 10 5195
1712552894680194295 ('MKU', 'ASK') 10 4665
1712552894680194113 ('MKU', 'ASK') 10 4666
1712552894680194252 ('IGM', 'BID') 5 5754
1712552894680194271 ('EPT', 'ASK') 5 5235
1712552894680194247 ('EPT', 'ASK') 5 5242
1712552894680194225 ('BRV', 'BID') 5 4364
1712552894680194218 ('EPT', 'ASK') 5 5265
1712552894680194167 ('EPT', 'ASK') 5 5270
1712552894680194191 ('EPT', 'ASK') 5 5276
1712552894680194107 ('EPT', 'ASK') 10 5287
1712552894680194298 ('EPT', 'ASK') 5 5265
1712552894680194300 ('DLO', 'ASK') 5 4981
1712552894680194302 ('MKU', 'ASK') 5 4656
1712552894680194303 ('IGM', 'BID') 5 5730
1712552894680194305 ('BRV', 'BID') 5 4340
1712552894680194314 ('EPT', 'ASK') 10 5268
1712552894680194198 ('BRV', 'BID') 5 4326
1712552894680194115 ('MKU', 'ASK') 10 4686
1712552894680194306 ('BRV', 'ASK') 5 4378
1712552894680194317 ('EPT', 'ASK') 5 5264
1712552894680194319 ('DLO', 'ASK') 5 4983
1712552894680194321 ('MKU', 'ASK') 5 4704
1712552894680194322 ('IGM', 'BID') 5 5786
1712552894680194324 ('BRV', 'BID') 5 4376
1712552894680194336 ('MKU', 'ASK') 10 4704
1712552894680194338 ('EPT', 'ASK') 5 5290
1712552894680194342 ('MKU', 'ASK') 5 4746
1712552894680194343 ('IGM', 'BID') 5 5729
1712552894680194345 ('BRV', 'BID') 5 4399
1712552894680194360 ('EPT', 'ASK') 5 5312
1712552894680194364 ('MKU', 'ASK') 5 4900
1712552894680194365 ('IGM', 'BID') 5 5592
1712552894680194367 ('BRV', 'BID') 5 4380
1712552894680194339 ('DLO', 'BID') 5 4935
1712552894680194386 ('DLO', 'BID') 5 4936
1712552894680194392 ('BRV', 'BID') 5 4251
1712552894680194174 ('BRV', 'BID') 5 4226
1712552894680194415 ('BRV', 'BID') 5 4217
1712552894680194096 ('BRV', 'BID') 5 4183
1712552894680194132 ('BRV', 'BID') 5 4168
1712552894680194120 ('BRV', 'BID') 10 4163
1712552894680194162 ('BRV', 'BID') 10 4148
1712552894680194122 ('BRV', 'BID') 10 4143
1712552894680194440 ('BRV', 'BID') 5 4138
1712552894680194318 ('DLO', 'BID') 5 4910
1712552894680194459 ('DLO', 'BID') 5 4896
1712552894680194465 ('BRV', 'BID') 5 4202
1712552894680194299 ('DLO', 'BID') 5 4889
1712552894680194384 ('EPT', 'BID') 5 5254
1712552894680194219 ('DLO', 'BID') 5 4883
1712552894680194192 ('DLO', 'BID') 5 4868
1712552894680194248 ('DLO', 'BID') 5 4867
1712552894680194272 ('DLO', 'BID') 5 4863
1712552894680194150 ('DLO', 'BID') 10 4851
1712552894680194479 ('EPT', 'BID') 5 5264
1712552894680194481 ('DLO', 'BID') 5 4862
1712552894680194488 ('BRV', 'ASK') 5 4298
1712552894680194480 ('EPT', 'ASK') 5 5305
1712552894680194504 ('DLO', 'BID') 5 4889
1712552894680194511 ('BRV', 'ASK') 5 4318
1712552894680194523 ('BRV', 'ASK') 10 4318
1712552894680194366 ('IGM', 'ASK') 5 5781
1712552894680194487 ('BRV', 'BID') 5 4250
1712552894680194277 ('IGM', 'ASK') 5 5800
1712552894680194527 ('DLO', 'BID') 5 4882
1712552894680194532 ('IGM', 'ASK') 5 5789
1712552894680194533 ('BRV', 'BID') 5 4205
1712552894680194534 ('BRV', 'ASK') 5 4232
1712552894680194304 ('IGM', 'ASK') 5 5839
1712552894680194544 ('DLO', 'BID') 5 4868
1712552894680194550 ('BRV', 'BID') 5 4272
1712552894680194549 ('IGM', 'ASK') 5 5699
1712552894680194344 ('IGM', 'ASK') 5 5856
1712552894680194558 ('DLO', 'BID') 10 4850
1712552894680194108 ('DLO', 'BID') 10 4848
1712552894680194110 ('DLO', 'BID') 10 4828
1712552894680194561 ('DLO', 'BID') 5 4828
1712552894680194565 ('IGM', 'BID') 5 5790
1712552894680194551 ('BRV', 'ASK') 5 4332
1712552894680194393 ('BRV', 'ASK') 5 4362
1712552894680194578 ('DLO', 'BID') 5 4824
1712552894680194582 ('IGM', 'BID') 5 5761
1712552894680194599 ('DLO', 'BID') 10 4824
1712552894680194585 ('BRV', 'ASK') 5 4274
1712552894680194466 ('BRV', 'ASK') 5 4393
1712552894680194441 ('BRV', 'ASK') 5 4411
1712552894680194325 ('BRV', 'ASK') 5 4470
1712552894680194566 ('IGM', 'ASK') 5 5793
1712552894680194601 ('DLO', 'BID') 10 4815
1712552894680194611 ('BRV', 'ASK') 5 4477
1712552894680194608 ('IGM', 'BID') 5 5751
1712552894680194605 ('DLO', 'ASK') 5 4822
1712552894680194624 ('IGM', 'BID') 5 5729
1712552894680194626 ('BRV', 'BID') 5 4440
1712552894680194620 ('DLO', 'BID') 5 4835
1712552894680194627 ('BRV', 'ASK') 5 4458
1712552894680194644 ('BRV', 'BID') 5 4451
1712552894680194548 ('IGM', 'BID') 5 5695
1712552894680194531 ('IGM', 'BID') 5 5676
1712552894680194663 ('BRV', 'ASK') 5 4442
1712552894680194645 ('BRV', 'ASK') 5 4455
1712552894680194416 ('BRV', 'ASK') 5 4500
1712552894680194057 ('BRV', 'ASK') 5 4501
1712552894680194638 ('DLO', 'BID') 5 4828
1712552894680194083 ('BRV', 'ASK') 10 4521
1712552894680194621 ('DLO', 'ASK') 5 4839
1712552894680194662 ('BRV', 'BID') 5 4396
1712552894680194610 ('BRV', 'BID') 5 4392
1712552894680194579 ('DLO', 'ASK') 5 4859
1712552894680194680 ('DLO', 'ASK') 5 4854
1712552894680194685 ('BRV', 'BID') 5 4426
1712552894680194702 ('BRV', 'BID') 5 4362
1712552894680194710 ('BRV', 'BID') 10 4354
1712552894680194584 ('BRV', 'BID') 5 4270
1712552894680194719 ('BRV', 'BID') 5 4260
1712552894680194696 ('DLO', 'BID') 5 4850
1712552894680194720 ('BRV', 'ASK') 5 4270
1712552894680194661 ('IGM', 'ASK') 5 5697
1712552894680194737 ('BRV', 'ASK') 5 4284
1712552894680194697 ('DLO', 'ASK') 5 4854
1712552894680194752 ('BRV', 'BID') 5 4300
1712552894680194753 ('BRV', 'ASK') 5 4304
1712552894680194545 ('DLO', 'ASK') 5 4874
1712552894680194600 ('DLO', 'ASK') 10 4879
1712552894680194562 ('DLO', 'ASK') 5 4881
1712552894680194528 ('DLO', 'ASK') 5 4887
1712552894680194736 ('BRV', 'BID') 5 4267
1712552894680194625 ('IGM', 'ASK') 5 5763
1712552894680194763 ('DLO', 'ASK') 5 4902
1712552894680194768 ('BRV', 'BID') 5 4276
1712552894680194779 ('DLO', 'ASK') 5 4921
1712552894680194784 ('BRV', 'BID') 5 4312
1712552894680194502 ('EPT', 'BID') 5 5289
1712552894680194766 ('IGM', 'BID') 5 5692
1712552894680194734 ('IGM', 'BID') 5 5689
1712552894680194785 ('BRV', 'ASK') 5 4316
1712552894680194793 ('EPT', 'BID') 5 5251
1712552894680194795 ('DLO', 'BID') 5 4873
1712552894680194799 ('IGM', 'BID') 5 5663
1712552894680194778 ('DLO', 'BID') 5 4868
1712552894680194762 ('DLO', 'BID') 5 4867
1712552894680194802 ('BRV', 'ASK') 5 4293
1712552894680194746 ('DLO', 'BID') 5 4857
1712552894680194794 ('EPT', 'ASK') 5 5293
1712552894680194769 ('BRV', 'ASK') 5 4321
1712552894680194703 ('BRV', 'ASK') 5 4377
1712552894680194686 ('BRV', 'ASK') 5 4485
1712552894680194811 ('DLO', 'BID') 5 4857
1712552894680194815 ('IGM', 'BID') 5 5550
1712552894680194818 ('BRV', 'ASK') 5 4475
1712552894680194792 ('DLO', 'BID') 10 4848
1712552894680194730 ('DLO', 'BID') 5 4842
1712552894680194830 ('DLO', 'BID') 5 4844
1712552894680194837 ('BRV', 'ASK') 5 4506
1712552894680194085 ('BRV', 'ASK') 10 4541
1712552894680194831 ('DLO', 'ASK') 5 4853
1712552894680194848 ('DLO', 'BID') 5 4864
1712552894680194855 ('BRV', 'ASK') 5 4553
1712552894680194087 ('BRV', 'ASK') 10 4561
1712552894680194809 ('EPT', 'BID') 5 5286
1712552894680194863 ('EPT', 'BID') 5 5283
1712552894680194865 ('DLO', 'BID') 5 4837
1712552894680194872 ('BRV', 'ASK') 5 4592
1712552894680194679 ('DLO', 'BID') 5 4835
1712552894680194879 ('DLO', 'BID') 10 4830
1712552894680194882 ('DLO', 'BID') 5 4827
1712552894680194889 ('BRV', 'ASK') 5 4692
1712552894680194898 ('DLO', 'BID') 5 4837
1712552894680194905 ('BRV', 'ASK') 5 4657
1712552894680194883 ('DLO', 'ASK') 5 4843
1712552894680194899 ('DLO', 'ASK') 5 4852
1712552894680194866 ('DLO', 'ASK') 5 4854
1712552894680194917 ('DLO', 'ASK') 5 4859
1712552894680194923 ('BRV', 'ASK') 5 4744
1712552894680194849 ('DLO', 'ASK') 5 4869
1712552894680194940 ('DLO', 'ASK') 5 4887
1712552894680194796 ('DLO', 'ASK') 5 4928
1712552894680194812 ('DLO', 'ASK') 5 4928
1712552894680194505 ('DLO', 'ASK') 5 4929
1712552894680194482 ('DLO', 'ASK') 5 4937
1712552894680194962 ('DLO', 'ASK') 5 4936
1712552894680194984 ('DLO', 'ASK') 5 4930
1712552894680194864 ('EPT', 'ASK') 5 5325
1712552894680195006 ('DLO', 'ASK') 5 4937
1712552894680195028 ('DLO', 'ASK') 5 4951
1712552894680195052 ('DLO', 'ASK') 5 4949
1712552894680195003 ('EPT', 'BID') 5 5250
1712552894680195068 ('EPT', 'BID') 5 5237
