1712714824155560192 ('EPT', <Side.BUY: 1>) 1 4787 0
[CANCELLED] 1712714824155560323 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560325 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560327 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560329 ('BRV', <Side.SELL: 2>)
1712714824155560354 ('IGM', <Side.SELL: 2>) 2 5911 -82
1712714824155560356 ('IGM', <Side.SELL: 2>) 2 5911 -62
1712714824155560358 ('IGM', <Side.SELL: 2>) 2 5911 -42
1712714824155560335 ('EPT', <Side.BUY: 1>) 2 4831 0
1712714824155560337 ('EPT', <Side.BUY: 1>) 2 4811 0
[CANCELLED] 1712714824155560336 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560338 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560339 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560340 ('EPT', <Side.SELL: 2>)
1712714824155560365 ('EPT', <Side.BUY: 1>) 1 4808 0
[CANCELLED] 1712714824155560331 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560341 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560342 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560343 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560344 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560345 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560346 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560332 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560347 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560348 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560349 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560350 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560351 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560352 ('MKU', <Side.SELL: 2>)
1712714824155560367 ('MKU', <Side.BUY: 1>) 1 5644 10
[CANCELLED] 1712714824155560333 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560353 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560355 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560357 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560334 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560359 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560360 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560361 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560362 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560363 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560364 ('BRV', <Side.SELL: 2>)
1712714824155560369 ('BRV', <Side.BUY: 1>) 1 6039 14
1712714824155560366 ('DLO', <Side.BUY: 1>) 1 5323 0
1712714824155560370 ('EPT', <Side.BUY: 1>) 2 4788 0
1712714824155560372 ('EPT', <Side.BUY: 1>) 2 4768 0
[CANCELLED] 1712714824155560371 ('EPT', <Side.SELL: 2>)
1712714824155560373 ('EPT', <Side.BUY: 1>) 1 4766 29
1712714824155560375 ('MKU', <Side.BUY: 1>) 1 5633 0
[CANCELLED] 1712714824155560368 ('IGM', <Side.BUY: 1>)
1712714824155560378 ('EPT', <Side.BUY: 1>) 2 4767 8
1712714824155560397 ('IGM', <Side.SELL: 2>) 2 6019 -47
1712714824155560399 ('IGM', <Side.SELL: 2>) 2 6019 -27
1712714824155560401 ('IGM', <Side.SELL: 2>) 2 6019 -7
1712714824155560403 ('BRV', <Side.SELL: 2>) 2 6053 0
1712714824155560380 ('EPT', <Side.BUY: 1>) 2 4755 0
1712714824155560374 ('DLO', <Side.BUY: 1>) 1 5324 0
1712714824155560382 ('EPT', <Side.BUY: 1>) 2 4735 0
[CANCELLED] 1712714824155560379 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560381 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560383 ('EPT', <Side.SELL: 2>)
1712714824155560408 ('EPT', <Side.BUY: 1>) 1 4733 24
1712714824155560390 ('MKU', <Side.BUY: 1>) 2 5613 0
[CANCELLED] 1712714824155560384 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560385 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560386 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560387 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560388 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560389 ('DLO', <Side.SELL: 2>)
1712714824155560409 ('DLO', <Side.BUY: 1>) 1 5315 14
[CANCELLED] 1712714824155560391 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560392 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560393 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560394 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560395 ('MKU', <Side.SELL: 2>)
1712714824155560410 ('MKU', <Side.BUY: 1>) 1 5607 12
[CANCELLED] 1712714824155560376 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560396 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560398 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560400 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560377 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560402 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560404 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560405 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560406 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560407 ('BRV', <Side.SELL: 2>)
1712714824155560412 ('BRV', <Side.BUY: 1>) 1 6036 0
1712714824155560413 ('EPT', <Side.BUY: 1>) 2 4733 4
1712714824155560432 ('IGM', <Side.SELL: 2>) 2 6067 -17
1712714824155560434 ('IGM', <Side.SELL: 2>) 2 6070 0
1712714824155560415 ('EPT', <Side.BUY: 1>) 2 4717 0
1712714824155560436 ('IGM', <Side.SELL: 2>) 2 6090 0
1712714824155560417 ('EPT', <Side.BUY: 1>) 2 4697 0
1712714824155560425 ('MKU', <Side.BUY: 1>) 2 5599 0
1712714824155560438 ('BRV', <Side.SELL: 2>) 2 6066 0
1712714824155560440 ('BRV', <Side.SELL: 2>) 2 6086 0
1712714824155560442 ('BRV', <Side.SELL: 2>) 2 6106 0
[CANCELLED] 1712714824155560414 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560416 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560418 ('EPT', <Side.SELL: 2>)
1712714824155560443 ('EPT', <Side.BUY: 1>) 1 4645 23
[CANCELLED] 1712714824155560419 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560420 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560421 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560422 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560423 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560424 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560426 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560427 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560428 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560429 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560430 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560411 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560431 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560433 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560435 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560437 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560439 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560441 ('BRV', <Side.BUY: 1>)
1712714824155560448 ('EPT', <Side.BUY: 1>) 2 4645 3
1712714824155560467 ('IGM', <Side.SELL: 2>) 2 6220 -37
1712714824155560469 ('IGM', <Side.SELL: 2>) 2 6220 -17
1712714824155560473 ('BRV', <Side.SELL: 2>) 2 6116 -19
1712714824155560445 ('MKU', <Side.BUY: 1>) 1 5596 0
1712714824155560460 ('MKU', <Side.BUY: 1>) 2 5576 0
[CANCELLED] 1712714824155560449 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560450 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560451 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560452 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560453 ('EPT', <Side.SELL: 2>)
1712714824155560478 ('EPT', <Side.BUY: 1>) 1 4629 8
[CANCELLED] 1712714824155560444 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560454 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560455 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560456 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560457 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560458 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560459 ('DLO', <Side.SELL: 2>)
1712714824155560479 ('DLO', <Side.BUY: 1>) 1 5317 10
[CANCELLED] 1712714824155560461 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560462 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560463 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560464 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560465 ('MKU', <Side.SELL: 2>)
1712714824155560480 ('MKU', <Side.BUY: 1>) 1 5573 25
[CANCELLED] 1712714824155560446 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560466 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560468 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560470 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560471 ('IGM', <Side.SELL: 2>)
1712714824155560481 ('IGM', <Side.BUY: 1>) 1 6175 1
[CANCELLED] 1712714824155560447 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560472 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560474 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560475 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560476 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560477 ('BRV', <Side.SELL: 2>)
1712714824155560482 ('BRV', <Side.BUY: 1>) 1 6064 28
1712714824155560495 ('MKU', <Side.BUY: 1>) 2 5573 5
1712714824155560507 ('BRV', <Side.BUY: 1>) 2 6064 8
[CANCELLED] 1712714824155560483 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560484 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560485 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560486 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560487 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560488 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560489 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560490 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560491 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560492 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560493 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560494 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560496 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560497 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560498 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560499 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560500 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560501 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560502 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560503 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560504 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560505 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560506 ('IGM', <Side.SELL: 2>)
1712714824155560516 ('IGM', <Side.BUY: 1>) 1 6175 0
[CANCELLED] 1712714824155560508 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560509 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560510 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560511 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560512 ('BRV', <Side.SELL: 2>)
1712714824155560531 ('MKU', <Side.SELL: 2>) 2 5615 -2
1712714824155560543 ('BRV', <Side.SELL: 2>) 2 6107 0
1712714824155560545 ('BRV', <Side.SELL: 2>) 2 6127 0
1712714824155560533 ('MKU', <Side.SELL: 2>) 2 5633 0
1712714824155560525 ('DLO', <Side.SELL: 2>) 2 5348 0
1712714824155560537 ('IGM', <Side.SELL: 2>) 2 6211 0
1712714824155560539 ('IGM', <Side.SELL: 2>) 2 6231 0
[CANCELLED] 1712714824155560513 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560518 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560519 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560520 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560521 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560522 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560523 ('EPT', <Side.SELL: 2>)
1712714824155560548 ('EPT', <Side.BUY: 1>) 1 4645 5
[CANCELLED] 1712714824155560514 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560524 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560526 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560527 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560528 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560529 ('DLO', <Side.SELL: 2>)
1712714824155560549 ('DLO', <Side.BUY: 1>) 1 5329 4
[CANCELLED] 1712714824155560515 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560530 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560532 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560534 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560535 ('MKU', <Side.SELL: 2>)
1712714824155560550 ('MKU', <Side.BUY: 1>) 1 5617 21
[CANCELLED] 1712714824155560536 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560538 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560540 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560541 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560517 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560542 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560544 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560546 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560547 ('BRV', <Side.SELL: 2>)
1712714824155560552 ('BRV', <Side.BUY: 1>) 1 6107 30
1712714824155560565 ('MKU', <Side.BUY: 1>) 2 5617 1
1712714824155560577 ('BRV', <Side.BUY: 1>) 2 6107 10
1712714824155560579 ('BRV', <Side.BUY: 1>) 2 6097 0
1712714824155560553 ('EPT', <Side.BUY: 1>) 2 4630 0
1712714824155560567 ('MKU', <Side.BUY: 1>) 2 5598 0
[CANCELLED] 1712714824155560554 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560555 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560556 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714824155560557 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714824155560558 ('EPT', <Side.SELL: 2>)
1712714824155560583 ('EPT', <Side.BUY: 1>) 1 4623 8
[CANCELLED] 1712714824155560559 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560560 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560561 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560562 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560563 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714824155560564 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714824155560566 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560568 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560569 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714824155560570 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712714824155560551 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560571 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560572 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560573 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560574 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560575 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714824155560576 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712714824155560578 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560580 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712714824155560581 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714824155560582 ('BRV', <Side.SELL: 2>)
1712714824155560607 ('IGM', <Side.SELL: 2>) 2 6259 0
