1712556885044554753 ('EPT', 'ASK') 3 4770
1712556885044554947 ('DLO', 'BID') 10 4898
1712556885044554929 ('BRV', 'ASK') 3 5083
1712556885044554894 ('MKU', 'BID') 3 4792
1712556885044554918 ('MKU', 'BID') 10 4772
[REJECTED] 1712556885044554951 ('EPT', 'ASK')
[REJECTED] 1712556885044554953 ('DLO', 'ASK')
1712556885044554955 ('MKU', 'ASK') 3 4778
1712556885044554956 ('IGM', 'BID') 3 4961
1712556885044554959 ('BRV', 'ASK') 3 5065
1712556885044554960 ('SCP', 'BID') 3 4836
1712556885044554963 ('JAK', 'ASK') 3 5019
[REJECTED] 1712556885044554964 ('SCP', 'BID')
[REJECTED] 1712556885044554965 ('SCP', 'BID')
[REJECTED] 1712556885044554966 ('SCP', 'BID')
[REJECTED] 1712556885044554967 ('SCP', 'BID')
[REJECTED] 1712556885044554968 ('SCP', 'BID')
[REJECTED] 1712556885044554969 ('SCP', 'BID')
[REJECTED] 1712556885044554970 ('SCP', 'BID')
[REJECTED] 1712556885044554971 ('JAK', 'ASK')
[REJECTED] 1712556885044554972 ('JAK', 'ASK')
[REJECTED] 1712556885044554973 ('JAK', 'ASK')
[REJECTED] 1712556885044554974 ('JAK', 'ASK')
[REJECTED] 1712556885044554975 ('JAK', 'ASK')
[REJECTED] 1712556885044554976 ('JAK', 'ASK')
[REJECTED] 1712556885044554977 ('JAK', 'ASK')
1712556885044554978 ('IGM', 'BID') 10 4961
[REJECTED] 1712556885044554980 ('BRV', 'ASK')
[REJECTED] 1712556885044554981 ('BRV', 'BID')
1712556885044554952 ('DLO', 'BID') 3 4904
1712556885044554958 ('BRV', 'BID') 3 5016
1712556885044554828 ('EPT', 'ASK') 10 4828
1712556885044554924 ('MKU', 'BID') 3 4769
1712556885044554983 ('EPT', 'ASK') 3 4846
[REJECTED] 1712556885044554985 ('DLO', 'ASK')
1712556885044554954 ('MKU', 'BID') 3 4761
1712556885044554987 ('MKU', 'ASK') 3 4761
1712556885044554988 ('IGM', 'BID') 3 4942
1712556885044554990 ('BRV', 'BID') 3 5014
1712556885044554992 ('SCP', 'BID') 3 4819
[REJECTED] 1712556885044554995 ('JAK', 'ASK')
[REJECTED] 1712556885044554996 ('SCP', 'BID')
[REJECTED] 1712556885044554997 ('SCP', 'BID')
[REJECTED] 1712556885044554998 ('SCP', 'BID')
[REJECTED] 1712556885044554999 ('SCP', 'BID')
[REJECTED] 1712556885044555000 ('SCP', 'BID')
[REJECTED] 1712556885044555001 ('SCP', 'BID')
[REJECTED] 1712556885044555002 ('SCP', 'BID')
[REJECTED] 1712556885044555003 ('SCP', 'BID')
[REJECTED] 1712556885044555004 ('SCP', 'BID')
[REJECTED] 1712556885044555005 ('JAK', 'ASK')
[REJECTED] 1712556885044555006 ('JAK', 'ASK')
[REJECTED] 1712556885044555007 ('JAK', 'ASK')
[REJECTED] 1712556885044555008 ('JAK', 'ASK')
[REJECTED] 1712556885044555009 ('JAK', 'ASK')
[REJECTED] 1712556885044555010 ('JAK', 'ASK')
1712556885044555012 ('IGM', 'BID') 10 4943
1712556885044554991 ('BRV', 'ASK') 3 5021
1712556885044554949 ('MKU', 'BID') 10 4749
1712556885044554986 ('MKU', 'BID') 3 4738
1712556885044555011 ('MKU', 'BID') 10 4718
1712556885044554899 ('BRV', 'ASK') 3 5107
1712556885044554848 ('BRV', 'ASK') 10 5108
1712556885044554862 ('BRV', 'ASK') 3 5119
1712556885044554850 ('BRV', 'ASK') 10 5128
1712556885044554889 ('BRV', 'ASK') 10 5139
1712556885044554852 ('BRV', 'ASK') 10 5148
1712556885044554984 ('DLO', 'BID') 3 4888
1712556885044555015 ('EPT', 'ASK') 3 4840
1712556885044555016 ('DLO', 'BID') 3 4868
1712556885044555018 ('MKU', 'BID') 3 4722
1712556885044555020 ('IGM', 'BID') 3 4859
1712556885044555023 ('BRV', 'ASK') 3 5231
[REJECTED] 1712556885044555024 ('SCP', 'BID')
[REJECTED] 1712556885044555027 ('JAK', 'ASK')
[REJECTED] 1712556885044555028 ('SCP', 'BID')
[REJECTED] 1712556885044555029 ('SCP', 'BID')
[REJECTED] 1712556885044555030 ('SCP', 'BID')
[REJECTED] 1712556885044555031 ('SCP', 'BID')
[REJECTED] 1712556885044555032 ('SCP', 'BID')
[REJECTED] 1712556885044555033 ('SCP', 'BID')
[REJECTED] 1712556885044555034 ('SCP', 'BID')
[REJECTED] 1712556885044555035 ('JAK', 'ASK')
[REJECTED] 1712556885044555036 ('JAK', 'ASK')
[REJECTED] 1712556885044555037 ('JAK', 'ASK')
[REJECTED] 1712556885044555038 ('JAK', 'ASK')
[REJECTED] 1712556885044555039 ('JAK', 'ASK')
[REJECTED] 1712556885044555040 ('JAK', 'ASK')
[REJECTED] 1712556885044555041 ('EPT', 'BID')
[REJECTED] 1712556885044555042 ('EPT', 'ASK')
[REJECTED] 1712556885044555043 ('DLO', 'BID')
1712556885044555044 ('MKU', 'BID') 10 4720
1712556885044555045 ('IGM', 'BID') 10 4859
1712556885044555048 ('EPT', 'ASK') 3 4846
[REJECTED] 1712556885044555049 ('DLO', 'BID')
[REJECTED] 1712556885044555050 ('DLO', 'ASK')
1712556885044555051 ('MKU', 'BID') 3 4727
1712556885044555053 ('IGM', 'BID') 3 4811
1712556885044555056 ('BRV', 'ASK') 3 5286
[REJECTED] 1712556885044555057 ('SCP', 'BID')
[REJECTED] 1712556885044555060 ('JAK', 'ASK')
[REJECTED] 1712556885044555061 ('SCP', 'BID')
[REJECTED] 1712556885044555062 ('SCP', 'BID')
[REJECTED] 1712556885044555063 ('SCP', 'BID')
[REJECTED] 1712556885044555064 ('SCP', 'BID')
[REJECTED] 1712556885044555065 ('SCP', 'BID')
[REJECTED] 1712556885044555066 ('SCP', 'BID')
[REJECTED] 1712556885044555067 ('SCP', 'BID')
[REJECTED] 1712556885044555068 ('SCP', 'BID')
[REJECTED] 1712556885044555069 ('JAK', 'ASK')
[REJECTED] 1712556885044555070 ('JAK', 'ASK')
[REJECTED] 1712556885044555071 ('JAK', 'ASK')
[REJECTED] 1712556885044555072 ('JAK', 'ASK')
[REJECTED] 1712556885044555073 ('JAK', 'ASK')
[REJECTED] 1712556885044555074 ('JAK', 'ASK')
1712556885044555075 ('IGM', 'BID') 10 4811
1712556885044555019 ('MKU', 'ASK') 3 4792
[REJECTED] 1712556885044555077 ('EPT', 'ASK')
[REJECTED] 1712556885044555078 ('DLO', 'BID')
[REJECTED] 1712556885044555079 ('DLO', 'ASK')
1712556885044555080 ('MKU', 'BID') 3 4784
1712556885044555082 ('IGM', 'BID') 3 4867
1712556885044555085 ('BRV', 'ASK') 3 5346
[REJECTED] 1712556885044555086 ('SCP', 'BID')
[REJECTED] 1712556885044555089 ('JAK', 'ASK')
[REJECTED] 1712556885044555090 ('SCP', 'BID')
[REJECTED] 1712556885044555091 ('SCP', 'BID')
[REJECTED] 1712556885044555092 ('SCP', 'BID')
[REJECTED] 1712556885044555093 ('SCP', 'BID')
[REJECTED] 1712556885044555094 ('SCP', 'BID')
[REJECTED] 1712556885044555095 ('SCP', 'BID')
[REJECTED] 1712556885044555096 ('SCP', 'BID')
[REJECTED] 1712556885044555097 ('JAK', 'ASK')
[REJECTED] 1712556885044555098 ('JAK', 'ASK')
[REJECTED] 1712556885044555099 ('JAK', 'ASK')
[REJECTED] 1712556885044555100 ('JAK', 'ASK')
[REJECTED] 1712556885044555101 ('JAK', 'ASK')
[REJECTED] 1712556885044555102 ('JAK', 'ASK')
[REJECTED] 1712556885044555103 ('EPT', 'BID')
1712556885044555104 ('MKU', 'BID') 10 4787
1712556885044555106 ('IGM', 'BID') 10 4867
1712556885044555052 ('MKU', 'ASK') 3 4801
1712556885044555017 ('DLO', 'ASK') 3 4907
[REJECTED] 1712556885044555107 ('EPT', 'BID')
[REJECTED] 1712556885044555108 ('EPT', 'ASK')
[REJECTED] 1712556885044555110 ('DLO', 'ASK')
1712556885044555111 ('MKU', 'BID') 3 4800
1712556885044555113 ('IGM', 'BID') 3 4952
1712556885044555116 ('BRV', 'ASK') 3 5401
[REJECTED] 1712556885044555117 ('SCP', 'BID')
[REJECTED] 1712556885044555120 ('JAK', 'ASK')
[REJECTED] 1712556885044555121 ('SCP', 'BID')
[REJECTED] 1712556885044555122 ('SCP', 'BID')
[REJECTED] 1712556885044555123 ('SCP', 'BID')
[REJECTED] 1712556885044555124 ('SCP', 'BID')
[REJECTED] 1712556885044555125 ('SCP', 'BID')
[REJECTED] 1712556885044555126 ('SCP', 'BID')
[REJECTED] 1712556885044555127 ('SCP', 'BID')
[REJECTED] 1712556885044555128 ('JAK', 'ASK')
[REJECTED] 1712556885044555129 ('JAK', 'ASK')
[REJECTED] 1712556885044555130 ('JAK', 'ASK')
[REJECTED] 1712556885044555131 ('JAK', 'ASK')
[REJECTED] 1712556885044555132 ('JAK', 'ASK')
[REJECTED] 1712556885044555133 ('JAK', 'ASK')
[REJECTED] 1712556885044555134 ('DLO', 'BID')
