1712718631155196928 ('EPT', <Side.BUY: 1>) 1 4642 3
[CANCELLED] 1712718631155197011 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718631155197012 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718631155197015 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197016 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718631155197017 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197018 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718631155197019 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197020 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718631155197021 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197022 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718631155197023 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197024 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718631155197025 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197026 ('IGM', <Side.SELL: 2>)
1712718631155197036 ('IGM', <Side.BUY: 1>) 1 6252 15
[CANCELLED] 1712718631155197027 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197028 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718631155197029 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197030 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718631155197031 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197032 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712718631155197048 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712718631155197049 ('DLO', <Side.SELL: 2>)
1712718631155197056 ('IGM', <Side.BUY: 1>) 2 6247 0
1712718631155197092 ('IGM', <Side.SELL: 2>) 2 6283 0
1712718631155197088 ('MKU', <Side.SELL: 2>) 2 5706 0
1712718631155197094 ('IGM', <Side.SELL: 2>) 2 6303 0
1712718631155197071 ('EPT', <Side.BUY: 1>) 2 4603 0
[CANCELLED] 1712718631155197072 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718631155197073 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718631155197074 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718631155197075 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718631155197076 ('EPT', <Side.SELL: 2>)
1712718638300751872 ('EPT', <Side.BUY: 1>) 1 4590 14
[CANCELLED] 1712718631155197067 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718631155197077 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718631155197079 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718631155197080 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718631155197081 ('DLO', <Side.BUY: 1>)
1712718638300751873 ('DLO', <Side.BUY: 1>) 1 5371 1
[CANCELLED] 1712718631155197068 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197083 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197085 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718631155197087 ('MKU', <Side.BUY: 1>)
1712718638300751874 ('MKU', <Side.BUY: 1>) 1 5706 12
[CANCELLED] 1712718631155197069 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197089 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197091 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197093 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718631155197070 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197095 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197097 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718631155197099 ('BRV', <Side.BUY: 1>)
1712718638300751876 ('BRV', <Side.BUY: 1>) 1 6273 7
1712718638300751877 ('EPT', <Side.BUY: 1>) 2 4584 0
1712718638300751880 ('MKU', <Side.BUY: 1>) 1 5724 1
[CANCELLED] 1712718638300751875 ('IGM', <Side.BUY: 1>)
1712718638300751879 ('DLO', <Side.BUY: 1>) 1 5377 0
1712718638300751882 ('BRV', <Side.BUY: 1>) 1 6294 10
1712718638300751878 ('EPT', <Side.BUY: 1>) 1 4579 0
1712718638300751895 ('MKU', <Side.BUY: 1>) 2 5705 0
1712718638300751881 ('IGM', <Side.BUY: 1>) 1 6374 0
1712718638300751897 ('MKU', <Side.BUY: 1>) 2 5685 0
1712718638300751889 ('DLO', <Side.BUY: 1>) 2 5357 0
[CANCELLED] 1712718638300751883 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751884 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751885 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751886 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751887 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751888 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751890 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751891 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751892 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751893 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751894 ('DLO', <Side.SELL: 2>)
1712718638300751906 ('DLO', <Side.BUY: 1>) 1 5353 4
[CANCELLED] 1712718638300751896 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751898 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751899 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718638300751900 ('MKU', <Side.SELL: 2>)
1712718638300751907 ('MKU', <Side.BUY: 1>) 1 5682 4
[CANCELLED] 1712718638300751901 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718638300751902 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718638300751903 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718638300751904 ('IGM', <Side.SELL: 2>)
1712718638300751909 ('BRV', <Side.BUY: 1>) 1 6249 0
1712718638300751905 ('EPT', <Side.BUY: 1>) 1 4564 0
1712718638300751908 ('IGM', <Side.BUY: 1>) 1 6362 0
[CANCELLED] 1712718638300751910 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751911 ('EPT', <Side.SELL: 2>)
1712718638300751915 ('IGM', <Side.BUY: 1>) 1 6318 18
1712718638300751916 ('BRV', <Side.BUY: 1>) 1 6174 6
[REJECTED] 1712718638300751928 ('DLO', <Side.SELL: 2>)
1712718638300751914 ('MKU', <Side.BUY: 1>) 1 5634 0
1712718638300751935 ('IGM', <Side.BUY: 1>) 2 6316 0
[CANCELLED] 1712718638300751912 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751917 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751918 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751919 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751920 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751921 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751922 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751913 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751923 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751924 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751925 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751926 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751927 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751929 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718638300751930 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751931 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718638300751932 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751933 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718638300751934 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751936 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718638300751937 ('IGM', <Side.BUY: 1>)
1712718638300751941 ('IGM', <Side.BUY: 1>) 1 6314 2
1712718638300751938 ('EPT', <Side.BUY: 1>) 1 4581 0
1712718638300751942 ('BRV', <Side.BUY: 1>) 1 6188 0
1712718638300751940 ('MKU', <Side.BUY: 1>) 1 5642 0
1712718638300751939 ('DLO', <Side.BUY: 1>) 1 5330 0
[CANCELLED] 1712718638300751943 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751944 ('EPT', <Side.SELL: 2>)
1712718638300751946 ('DLO', <Side.BUY: 1>) 1 5321 25
1712718638300751948 ('IGM', <Side.BUY: 1>) 1 6326 12
1712718638300751956 ('DLO', <Side.BUY: 1>) 2 5321 5
1712718638300751968 ('IGM', <Side.BUY: 1>) 2 6318 0
1712718638300751949 ('BRV', <Side.BUY: 1>) 1 6217 0
1712718638300751947 ('MKU', <Side.BUY: 1>) 1 5657 0
1712718638300751962 ('MKU', <Side.BUY: 1>) 2 5637 0
1712718638300751964 ('MKU', <Side.BUY: 1>) 2 5617 0
1712718638300751958 ('DLO', <Side.BUY: 1>) 2 5306 0
1712718638300751966 ('MKU', <Side.BUY: 1>) 2 5597 0
1712718638300751951 ('EPT', <Side.SELL: 2>) 2 4606 0
[CANCELLED] 1712718638300751945 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751950 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751952 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751953 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751954 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751955 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751957 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751959 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751960 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751961 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751963 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751965 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718638300751967 ('MKU', <Side.SELL: 2>)
1712718638300751972 ('IGM', <Side.BUY: 1>) 1 6261 0
1712718638300751975 ('EPT', <Side.SELL: 2>) 2 4631 0
[CANCELLED] 1712718638300751969 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751974 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751976 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751977 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751978 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751979 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751970 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751980 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751981 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751982 ('DLO', <Side.BUY: 1>)
1712718638300751984 ('DLO', <Side.BUY: 1>) 1 5295 6
[CANCELLED] 1712718638300751971 ('MKU', <Side.BUY: 1>)
1712718638300751985 ('MKU', <Side.BUY: 1>) 1 5600 17
1712718638300751986 ('IGM', <Side.BUY: 1>) 1 6222 36
[CANCELLED] 1712718638300751973 ('BRV', <Side.BUY: 1>)
1712718638300751987 ('BRV', <Side.BUY: 1>) 1 6117 0
1712718638300751989 ('EPT', <Side.SELL: 2>) 2 4642 0
[CANCELLED] 1712718638300751983 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751988 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751990 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751991 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751992 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300751993 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300751994 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751995 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751996 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751997 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300751998 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300751999 ('DLO', <Side.SELL: 2>)
1712718638300752001 ('DLO', <Side.BUY: 1>) 1 5292 0
1712718638300752000 ('EPT', <Side.BUY: 1>) 1 4641 0
[CANCELLED] 1712718638300752005 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300752006 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300752007 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300752008 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300752009 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718638300752010 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718638300752011 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300752012 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718638300752013 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718638300752014 ('DLO', <Side.SELL: 2>)
1712718638300752016 ('DLO', <Side.BUY: 1>) 1 5287 0
[CANCELLED] 1712718638300752002 ('MKU', <Side.BUY: 1>)
1712718638300752017 ('MKU', <Side.BUY: 1>) 1 5616 2
[CANCELLED] 1712718638300752003 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718638300752004 ('BRV', <Side.BUY: 1>)
1712718638300752019 ('BRV', <Side.BUY: 1>) 1 6109 0
1712718638300752018 ('IGM', <Side.BUY: 1>) 1 6264 0
