1712558938345207041 ('EPT', 'ASK') 3 4919
[REJECTED] 1712558938345207200 ('JAK', 'BID')
[REJECTED] 1712558938345207201 ('JAK', 'BID')
[REJECTED] 1712558938345207202 ('JAK', 'BID')
[REJECTED] 1712558938345207203 ('JAK', 'BID')
[REJECTED] 1712558938345207204 ('JAK', 'BID')
[REJECTED] 1712558938345207205 ('JAK', 'BID')
[REJECTED] 1712558938345207206 ('EPT', 'BID')
[REJECTED] 1712558938345207207 ('EPT', 'ASK')
[REJECTED] 1712558938345207208 ('EPT', 'BID')
[REJECTED] 1712558938345207209 ('EPT', 'ASK')
[REJECTED] 1712558938345207210 ('EPT', 'BID')
[REJECTED] 1712558938345207211 ('EPT', 'ASK')
1712558938345207213 ('MKU', 'BID') 10 4614
1712558938345207215 ('MKU', 'BID') 10 4614
[REJECTED] 1712558938345207216 ('IGM', 'BID')
[REJECTED] 1712558938345207217 ('IGM', 'ASK')
[REJECTED] 1712558938345207218 ('IGM', 'BID')
[REJECTED] 1712558938345207219 ('IGM', 'ASK')
[REJECTED] 1712558938345207220 ('IGM', 'BID')
[REJECTED] 1712558938345207221 ('IGM', 'ASK')
[REJECTED] 1712558938345207222 ('BRV', 'BID')
[REJECTED] 1712558938345207223 ('BRV', 'ASK')
[REJECTED] 1712558938345207224 ('BRV', 'BID')
[REJECTED] 1712558938345207225 ('BRV', 'ASK')
[REJECTED] 1712558938345207226 ('BRV', 'BID')
[REJECTED] 1712558938345207227 ('BRV', 'ASK')
[REJECTED] 1712558938345207228 ('EPT', 'BID')
[REJECTED] 1712558938345207229 ('EPT', 'ASK')
[REJECTED] 1712558938345207231 ('DLO', 'ASK')
1712558938345207232 ('MKU', 'BID') 3 4614
[REJECTED] 1712558938345207234 ('IGM', 'BID')
[REJECTED] 1712558938345207235 ('IGM', 'ASK')
[REJECTED] 1712558938345207236 ('BRV', 'BID')
[REJECTED] 1712558938345207237 ('BRV', 'ASK')
[REJECTED] 1712558938345207238 ('SCP', 'BID')
[REJECTED] 1712558938345207239 ('SCP', 'ASK')
[REJECTED] 1712558938345207240 ('JAK', 'BID')
[REJECTED] 1712558938345207241 ('JAK', 'ASK')
[REJECTED] 1712558938345207242 ('JAK', 'BID')
[REJECTED] 1712558938345207243 ('JAK', 'BID')
[REJECTED] 1712558938345207244 ('JAK', 'BID')
[REJECTED] 1712558938345207245 ('JAK', 'BID')
[REJECTED] 1712558938345207246 ('JAK', 'BID')
[REJECTED] 1712558938345207247 ('JAK', 'BID')
[REJECTED] 1712558938345207248 ('JAK', 'BID')
[REJECTED] 1712558938345207249 ('EPT', 'BID')
[REJECTED] 1712558938345207250 ('DLO', 'BID')
1712558938345207251 ('MKU', 'BID') 10 4615
[REJECTED] 1712558938345207252 ('IGM', 'BID')
[REJECTED] 1712558938345207253 ('BRV', 'BID')
[REJECTED] 1712558938345207254 ('BRV', 'ASK')
[REJECTED] 1712558938345207255 ('BRV', 'BID')
[REJECTED] 1712558938345207256 ('BRV', 'ASK')
[REJECTED] 1712558938345207257 ('EPT', 'BID')
[REJECTED] 1712558938345207258 ('EPT', 'ASK')
[REJECTED] 1712558938345207259 ('DLO', 'BID')
[REJECTED] 1712558938345207260 ('DLO', 'ASK')
1712558938345207261 ('MKU', 'BID') 3 4563
[REJECTED] 1712558938345207263 ('IGM', 'BID')
[REJECTED] 1712558938345207264 ('IGM', 'ASK')
[REJECTED] 1712558938345207265 ('BRV', 'BID')
[REJECTED] 1712558938345207266 ('BRV', 'ASK')
[REJECTED] 1712558938345207267 ('SCP', 'BID')
[REJECTED] 1712558938345207268 ('SCP', 'ASK')
[REJECTED] 1712558938345207269 ('JAK', 'BID')
[REJECTED] 1712558938345207270 ('JAK', 'ASK')
[REJECTED] 1712558938345207271 ('SCP', 'BID')
[REJECTED] 1712558938345207272 ('SCP', 'BID')
[REJECTED] 1712558938345207273 ('SCP', 'BID')
[REJECTED] 1712558938345207274 ('SCP', 'BID')
[REJECTED] 1712558938345207275 ('SCP', 'BID')
[REJECTED] 1712558938345207276 ('SCP', 'BID')
[REJECTED] 1712558938345207277 ('JAK', 'BID')
[REJECTED] 1712558938345207278 ('JAK', 'BID')
[REJECTED] 1712558938345207279 ('JAK', 'BID')
[REJECTED] 1712558938345207280 ('JAK', 'BID')
[REJECTED] 1712558938345207281 ('JAK', 'BID')
[REJECTED] 1712558938345207282 ('JAK', 'BID')
[REJECTED] 1712558938345207283 ('DLO', 'BID')
1712558938345207284 ('MKU', 'BID') 10 4563
1712558938345207286 ('MKU', 'BID') 10 4553
[REJECTED] 1712558938345207287 ('EPT', 'BID')
[REJECTED] 1712558938345207288 ('EPT', 'ASK')
[REJECTED] 1712558938345207289 ('DLO', 'BID')
[REJECTED] 1712558938345207290 ('DLO', 'ASK')
1712558938345207291 ('MKU', 'BID') 3 4537
[REJECTED] 1712558938345207293 ('IGM', 'BID')
[REJECTED] 1712558938345207294 ('IGM', 'ASK')
[REJECTED] 1712558938345207295 ('BRV', 'BID')
[REJECTED] 1712558938345207296 ('BRV', 'ASK')
[REJECTED] 1712558938345207297 ('SCP', 'BID')
[REJECTED] 1712558938345207298 ('SCP', 'ASK')
[REJECTED] 1712558938345207299 ('JAK', 'BID')
[REJECTED] 1712558938345207300 ('JAK', 'ASK')
[REJECTED] 1712558938345207301 ('SCP', 'BID')
[REJECTED] 1712558938345207302 ('SCP', 'BID')
[REJECTED] 1712558938345207303 ('SCP', 'BID')
[REJECTED] 1712558938345207304 ('SCP', 'BID')
[REJECTED] 1712558938345207305 ('SCP', 'BID')
[REJECTED] 1712558938345207306 ('SCP', 'BID')
[REJECTED] 1712558938345207307 ('JAK', 'BID')
[REJECTED] 1712558938345207308 ('JAK', 'BID')
[REJECTED] 1712558938345207309 ('JAK', 'BID')
[REJECTED] 1712558938345207310 ('JAK', 'BID')
[REJECTED] 1712558938345207311 ('JAK', 'BID')
[REJECTED] 1712558938345207312 ('JAK', 'BID')
[REJECTED] 1712558938345207313 ('EPT', 'BID')
[REJECTED] 1712558938345207314 ('EPT', 'ASK')
[REJECTED] 1712558938345207315 ('EPT', 'BID')
[REJECTED] 1712558938345207316 ('EPT', 'ASK')
[REJECTED] 1712558938345207317 ('EPT', 'BID')
[REJECTED] 1712558938345207318 ('EPT', 'ASK')
[REJECTED] 1712558938345207319 ('DLO', 'BID')
1712558938345207320 ('MKU', 'BID') 10 4537
[REJECTED] 1712558938345207322 ('IGM', 'BID')
[REJECTED] 1712558938345207323 ('IGM', 'ASK')
[REJECTED] 1712558938345207324 ('IGM', 'BID')
[REJECTED] 1712558938345207325 ('IGM', 'ASK')
[REJECTED] 1712558938345207326 ('IGM', 'BID')
[REJECTED] 1712558938345207327 ('IGM', 'ASK')
[REJECTED] 1712558938345207328 ('BRV', 'BID')
[REJECTED] 1712558938345207329 ('BRV', 'ASK')
[REJECTED] 1712558938345207330 ('BRV', 'BID')
[REJECTED] 1712558938345207331 ('BRV', 'ASK')
[REJECTED] 1712558938345207332 ('BRV', 'BID')
[REJECTED] 1712558938345207333 ('EPT', 'BID')
[REJECTED] 1712558938345207334 ('EPT', 'ASK')
[REJECTED] 1712558938345207335 ('DLO', 'BID')
[REJECTED] 1712558938345207336 ('DLO', 'ASK')
1712558938345207337 ('MKU', 'BID') 3 4592
[REJECTED] 1712558938345207339 ('IGM', 'BID')
[REJECTED] 1712558938345207340 ('IGM', 'ASK')
[REJECTED] 1712558938345207341 ('BRV', 'BID')
[REJECTED] 1712558938345207342 ('BRV', 'ASK')
[REJECTED] 1712558938345207343 ('SCP', 'BID')
[REJECTED] 1712558938345207344 ('SCP', 'ASK')
[REJECTED] 1712558938345207345 ('JAK', 'BID')
[REJECTED] 1712558938345207346 ('JAK', 'ASK')
[REJECTED] 1712558938345207347 ('SCP', 'BID')
[REJECTED] 1712558938345207348 ('SCP', 'BID')
[REJECTED] 1712558938345207349 ('SCP', 'BID')
[REJECTED] 1712558938345207350 ('SCP', 'BID')
[REJECTED] 1712558938345207351 ('SCP', 'BID')
[REJECTED] 1712558938345207352 ('SCP', 'BID')
[REJECTED] 1712558938345207353 ('JAK', 'BID')
[REJECTED] 1712558938345207354 ('JAK', 'BID')
[REJECTED] 1712558938345207355 ('JAK', 'BID')
[REJECTED] 1712558938345207356 ('JAK', 'BID')
[REJECTED] 1712558938345207357 ('JAK', 'BID')
[REJECTED] 1712558938345207358 ('JAK', 'BID')
[REJECTED] 1712558938345207359 ('BRV', 'BID')
1712558938345207262 ('MKU', 'ASK') 3 4597
1712558938345207338 ('MKU', 'ASK') 3 4606
1712558938345207292 ('MKU', 'ASK') 3 4613
1712558938345207285 ('MKU', 'ASK') 10 4617
1712558938345207321 ('MKU', 'ASK') 10 4633
1712558938345207233 ('MKU', 'ASK') 3 4640
[REJECTED] 1712558938345207360 ('EPT', 'BID')
[REJECTED] 1712558938345207361 ('EPT', 'ASK')
[REJECTED] 1712558938345207362 ('DLO', 'BID')
[REJECTED] 1712558938345207363 ('DLO', 'ASK')
1712558938345207365 ('MKU', 'ASK') 3 4624
[REJECTED] 1712558938345207366 ('IGM', 'BID')
[REJECTED] 1712558938345207367 ('IGM', 'ASK')
[REJECTED] 1712558938345207368 ('BRV', 'BID')
[REJECTED] 1712558938345207369 ('BRV', 'ASK')
[REJECTED] 1712558938345207370 ('SCP', 'BID')
[REJECTED] 1712558938345207371 ('SCP', 'ASK')
[REJECTED] 1712558938345207372 ('JAK', 'BID')
[REJECTED] 1712558938345207373 ('JAK', 'ASK')
[REJECTED] 1712558938345207374 ('SCP', 'BID')
[REJECTED] 1712558938345207375 ('SCP', 'BID')
[REJECTED] 1712558938345207376 ('SCP', 'BID')
[REJECTED] 1712558938345207377 ('SCP', 'BID')
[REJECTED] 1712558938345207378 ('SCP', 'BID')
[REJECTED] 1712558938345207379 ('SCP', 'BID')
[REJECTED] 1712558938345207380 ('JAK', 'BID')
[REJECTED] 1712558938345207381 ('JAK', 'BID')
[REJECTED] 1712558938345207382 ('JAK', 'BID')
[REJECTED] 1712558938345207383 ('JAK', 'BID')
[REJECTED] 1712558938345207384 ('JAK', 'BID')
[REJECTED] 1712558938345207385 ('JAK', 'BID')
[REJECTED] 1712558938345207386 ('JAK', 'BID')
[REJECTED] 1712558938345207387 ('EPT', 'BID')
[REJECTED] 1712558938345207388 ('DLO', 'BID')
[REJECTED] 1712558938345207390 ('IGM', 'BID')
[REJECTED] 1712558938345207391 ('BRV', 'BID')
[REJECTED] 1712558938345207392 ('BRV', 'ASK')
[REJECTED] 1712558938345207393 ('BRV', 'BID')
[REJECTED] 1712558938345207394 ('BRV', 'ASK')
1712558938345207170 ('MKU', 'ASK') 3 4725
1712558938345207190 ('MKU', 'ASK') 3 4728
[REJECTED] 1712558938345207395 ('EPT', 'BID')
[REJECTED] 1712558938345207396 ('EPT', 'ASK')
[REJECTED] 1712558938345207397 ('DLO', 'BID')
[REJECTED] 1712558938345207398 ('DLO', 'ASK')
1712558938345207400 ('MKU', 'ASK') 3 4722
[REJECTED] 1712558938345207401 ('IGM', 'BID')
[REJECTED] 1712558938345207402 ('IGM', 'ASK')
[REJECTED] 1712558938345207403 ('BRV', 'BID')
[REJECTED] 1712558938345207404 ('BRV', 'ASK')
[REJECTED] 1712558938345207405 ('SCP', 'BID')
[REJECTED] 1712558938345207406 ('SCP', 'ASK')
[REJECTED] 1712558938345207407 ('JAK', 'BID')
[REJECTED] 1712558938345207408 ('JAK', 'ASK')
[REJECTED] 1712558938345207409 ('SCP', 'BID')
[REJECTED] 1712558938345207410 ('SCP', 'BID')
[REJECTED] 1712558938345207411 ('SCP', 'BID')
[REJECTED] 1712558938345207412 ('SCP', 'BID')
[REJECTED] 1712558938345207413 ('SCP', 'BID')
[REJECTED] 1712558938345207414 ('SCP', 'BID')
[REJECTED] 1712558938345207415 ('SCP', 'BID')
[REJECTED] 1712558938345207416 ('SCP', 'BID')
[REJECTED] 1712558938345207417 ('SCP', 'BID')
[REJECTED] 1712558938345207418 ('JAK', 'BID')
[REJECTED] 1712558938345207419 ('JAK', 'BID')
[REJECTED] 1712558938345207420 ('JAK', 'BID')
[REJECTED] 1712558938345207421 ('JAK', 'BID')
[REJECTED] 1712558938345207422 ('JAK', 'BID')
[REJECTED] 1712558938345207423 ('JAK', 'BID')
[REJECTED] 1712558938345207424 ('JAK', 'BID')
[REJECTED] 1712558938345207425 ('EPT', 'BID')
[REJECTED] 1712558938345207426 ('EPT', 'ASK')
[REJECTED] 1712558938345207427 ('DLO', 'BID')
[REJECTED] 1712558938345207428 ('DLO', 'ASK')
1712558938345207430 ('MKU', 'ASK') 3 4715
[REJECTED] 1712558938345207431 ('IGM', 'BID')
[REJECTED] 1712558938345207432 ('IGM', 'ASK')
[REJECTED] 1712558938345207433 ('BRV', 'BID')
[REJECTED] 1712558938345207434 ('BRV', 'ASK')
[REJECTED] 1712558938345207435 ('SCP', 'BID')
[REJECTED] 1712558938345207436 ('SCP', 'ASK')
[REJECTED] 1712558938345207437 ('JAK', 'BID')
[REJECTED] 1712558938345207438 ('JAK', 'ASK')
[REJECTED] 1712558938345207439 ('SCP', 'BID')
[REJECTED] 1712558938345207440 ('SCP', 'BID')
[REJECTED] 1712558938345207441 ('SCP', 'BID')
[REJECTED] 1712558938345207442 ('SCP', 'BID')
[REJECTED] 1712558938345207443 ('SCP', 'BID')
[REJECTED] 1712558938345207444 ('SCP', 'BID')
[REJECTED] 1712558938345207445 ('SCP', 'BID')
[REJECTED] 1712558938345207446 ('SCP', 'BID')
[REJECTED] 1712558938345207447 ('SCP', 'BID')
[REJECTED] 1712558938345207448 ('SCP', 'BID')
[REJECTED] 1712558938345207449 ('JAK', 'BID')
[REJECTED] 1712558938345207450 ('JAK', 'BID')
[REJECTED] 1712558938345207451 ('JAK', 'BID')
[REJECTED] 1712558938345207452 ('JAK', 'BID')
[REJECTED] 1712558938345207453 ('JAK', 'BID')
[REJECTED] 1712558938345207454 ('JAK', 'BID')
[REJECTED] 1712558938345207455 ('DLO', 'BID')
1712558938345207457 ('MKU', 'ASK') 10 4716
1712558938345207214 ('MKU', 'ASK') 10 4748
[REJECTED] 1712558938345207458 ('EPT', 'BID')
[REJECTED] 1712558938345207459 ('EPT', 'ASK')
[REJECTED] 1712558938345207460 ('DLO', 'BID')
[REJECTED] 1712558938345207461 ('DLO', 'ASK')
1712558938345207463 ('MKU', 'ASK') 3 4755
[REJECTED] 1712558938345207464 ('IGM', 'BID')
[REJECTED] 1712558938345207465 ('IGM', 'ASK')
[REJECTED] 1712558938345207466 ('BRV', 'BID')
[REJECTED] 1712558938345207467 ('BRV', 'ASK')
[REJECTED] 1712558938345207468 ('SCP', 'BID')
[REJECTED] 1712558938345207469 ('SCP', 'ASK')
[REJECTED] 1712558938345207470 ('JAK', 'BID')
[REJECTED] 1712558938345207471 ('JAK', 'ASK')
[REJECTED] 1712558938345207472 ('SCP', 'BID')
[REJECTED] 1712558938345207473 ('SCP', 'BID')
[REJECTED] 1712558938345207474 ('SCP', 'BID')
[REJECTED] 1712558938345207475 ('SCP', 'BID')
[REJECTED] 1712558938345207476 ('SCP', 'BID')
[REJECTED] 1712558938345207477 ('SCP', 'BID')
[REJECTED] 1712558938345207478 ('JAK', 'BID')
[REJECTED] 1712558938345207479 ('JAK', 'BID')
[REJECTED] 1712558938345207480 ('JAK', 'BID')
[REJECTED] 1712558938345207481 ('JAK', 'BID')
[REJECTED] 1712558938345207482 ('JAK', 'BID')
[REJECTED] 1712558938345207483 ('JAK', 'BID')
[REJECTED] 1712558938345207484 ('EPT', 'BID')
[REJECTED] 1712558938345207485 ('EPT', 'ASK')
[REJECTED] 1712558938345207486 ('EPT', 'BID')
[REJECTED] 1712558938345207487 ('EPT', 'ASK')
[REJECTED] 1712558938345207488 ('EPT', 'BID')
[REJECTED] 1712558938345207489 ('EPT', 'ASK')
[REJECTED] 1712558938345207490 ('DLO', 'BID')
[REJECTED] 1712558938345207492 ('IGM', 'BID')
[REJECTED] 1712558938345207493 ('IGM', 'ASK')
[REJECTED] 1712558938345207494 ('IGM', 'BID')
[REJECTED] 1712558938345207495 ('IGM', 'ASK')
[REJECTED] 1712558938345207496 ('IGM', 'BID')
[REJECTED] 1712558938345207497 ('IGM', 'ASK')
[REJECTED] 1712558938345207498 ('BRV', 'BID')
[REJECTED] 1712558938345207499 ('BRV', 'ASK')
[REJECTED] 1712558938345207500 ('BRV', 'BID')
[REJECTED] 1712558938345207501 ('BRV', 'ASK')
[REJECTED] 1712558938345207502 ('BRV', 'BID')
[REJECTED] 1712558938345207503 ('EPT', 'BID')
[REJECTED] 1712558938345207504 ('EPT', 'ASK')
[REJECTED] 1712558938345207505 ('DLO', 'BID')
[REJECTED] 1712558938345207506 ('DLO', 'ASK')
1712558938345207508 ('MKU', 'ASK') 3 4778
[REJECTED] 1712558938345207509 ('IGM', 'BID')
[REJECTED] 1712558938345207510 ('IGM', 'ASK')
[REJECTED] 1712558938345207511 ('BRV', 'BID')
[REJECTED] 1712558938345207512 ('BRV', 'ASK')
[REJECTED] 1712558938345207513 ('SCP', 'BID')
[REJECTED] 1712558938345207514 ('SCP', 'ASK')
[REJECTED] 1712558938345207515 ('JAK', 'BID')
[REJECTED] 1712558938345207516 ('JAK', 'ASK')
[REJECTED] 1712558938345207517 ('SCP', 'BID')
[REJECTED] 1712558938345207518 ('SCP', 'BID')
[REJECTED] 1712558938345207519 ('SCP', 'BID')
[REJECTED] 1712558938345207520 ('SCP', 'BID')
[REJECTED] 1712558938345207521 ('SCP', 'BID')
[REJECTED] 1712558938345207522 ('SCP', 'BID')
[REJECTED] 1712558938345207523 ('SCP', 'BID')
[REJECTED] 1712558938345207524 ('JAK', 'BID')
[REJECTED] 1712558938345207525 ('JAK', 'BID')
[REJECTED] 1712558938345207526 ('JAK', 'BID')
[REJECTED] 1712558938345207527 ('JAK', 'BID')
[REJECTED] 1712558938345207528 ('JAK', 'BID')
[REJECTED] 1712558938345207529 ('JAK', 'BID')
[REJECTED] 1712558938345207530 ('JAK', 'BID')
[REJECTED] 1712558938345207531 ('BRV', 'BID')
[REJECTED] 1712558938345207532 ('EPT', 'BID')
[REJECTED] 1712558938345207533 ('EPT', 'ASK')
[REJECTED] 1712558938345207534 ('DLO', 'BID')
[REJECTED] 1712558938345207535 ('DLO', 'ASK')
1712558938345207537 ('MKU', 'ASK') 3 4728
[REJECTED] 1712558938345207538 ('IGM', 'BID')
[REJECTED] 1712558938345207539 ('IGM', 'ASK')
[REJECTED] 1712558938345207540 ('BRV', 'BID')
[REJECTED] 1712558938345207541 ('BRV', 'ASK')
[REJECTED] 1712558938345207542 ('SCP', 'BID')
[REJECTED] 1712558938345207543 ('SCP', 'ASK')
[REJECTED] 1712558938345207544 ('JAK', 'BID')
[REJECTED] 1712558938345207545 ('JAK', 'ASK')
[REJECTED] 1712558938345207546 ('SCP', 'BID')
[REJECTED] 1712558938345207547 ('SCP', 'BID')
[REJECTED] 1712558938345207548 ('SCP', 'BID')
[REJECTED] 1712558938345207549 ('SCP', 'BID')
[REJECTED] 1712558938345207550 ('SCP', 'BID')
[REJECTED] 1712558938345207551 ('SCP', 'BID')
[REJECTED] 1712558938345207552 ('JAK', 'BID')
[REJECTED] 1712558938345207553 ('JAK', 'BID')
[REJECTED] 1712558938345207554 ('JAK', 'BID')
[REJECTED] 1712558938345207555 ('JAK', 'BID')
[REJECTED] 1712558938345207556 ('JAK', 'BID')
[REJECTED] 1712558938345207557 ('JAK', 'BID')
[REJECTED] 1712558938345207559 ('MKU', 'ASK')
[REJECTED] 1712558938345207560 ('EPT', 'BID')
[REJECTED] 1712558938345207561 ('EPT', 'ASK')
[REJECTED] 1712558938345207562 ('DLO', 'BID')
[REJECTED] 1712558938345207563 ('DLO', 'ASK')
1712558938345207565 ('MKU', 'ASK') 3 4757
[REJECTED] 1712558938345207566 ('IGM', 'BID')
[REJECTED] 1712558938345207567 ('IGM', 'ASK')
[REJECTED] 1712558938345207568 ('BRV', 'BID')
[REJECTED] 1712558938345207569 ('BRV', 'ASK')
[REJECTED] 1712558938345207570 ('SCP', 'BID')
[REJECTED] 1712558938345207571 ('SCP', 'ASK')
[REJECTED] 1712558938345207572 ('JAK', 'BID')
[REJECTED] 1712558938345207573 ('JAK', 'ASK')
[REJECTED] 1712558938345207574 ('SCP', 'BID')
