1712544326226320897 ('EPT', 'ASK') 2 4747
1712544326226321776 ('MKU', 'ASK') 2 5258
1712544326226321778 ('IGM', 'ASK') 2 6270
1712544326226321779 ('BRV', 'BID') 2 5682
1712544326226321774 ('DLO', 'ASK') 2 5268
1712544326226321659 ('DLO', 'ASK') 2 5269
1712544326226321772 ('EPT', 'ASK') 2 4524
1712544326226321777 ('IGM', 'BID') 2 6243
1712544326226321797 ('EPT', 'ASK') 2 4521
1712544326226321800 ('MKU', 'BID') 2 5287
1712544326226321804 ('BRV', 'BID') 2 5697
1712544326226321803 ('IGM', 'ASK') 2 6243
1712544326226321702 ('EPT', 'ASK') 2 4544
1712544326226321820 ('EPT', 'ASK') 2 4560
1712544326226321798 ('DLO', 'BID') 2 5277
1712544326226321822 ('DLO', 'ASK') 2 5277
1712544326226321775 ('MKU', 'BID') 2 5248
1712544326226321824 ('MKU', 'ASK') 2 5272
1712544326226321826 ('IGM', 'ASK') 2 6276
1712544326226321828 ('BRV', 'ASK') 2 5671
1712544326226321821 ('DLO', 'BID') 2 5273
1712544326226321773 ('DLO', 'BID') 2 5265
1712544326226321823 ('MKU', 'BID') 2 5266
1712544326226321827 ('BRV', 'BID') 2 5663
1712544326226321842 ('EPT', 'BID') 2 4566
1712544326226321844 ('DLO', 'BID') 2 5266
1712544326226321846 ('MKU', 'BID') 2 5226
1712544326226321849 ('IGM', 'ASK') 2 6359
1712544326226321850 ('BRV', 'BID') 2 5648
1712544326226321843 ('EPT', 'ASK') 2 4570
1712544326226321847 ('MKU', 'ASK') 2 5247
1712544326226321851 ('BRV', 'ASK') 2 5660
1712544326226321589 ('EPT', 'ASK') 2 4585
1712544326226321865 ('EPT', 'BID') 2 4582
1712544326226321871 ('IGM', 'BID') 2 6409
1712544326226321868 ('DLO', 'ASK') 2 5259
1712544326226321870 ('MKU', 'ASK') 2 5262
1712544326226321801 ('MKU', 'ASK') 2 5291
1712544326226321874 ('BRV', 'ASK') 2 5659
1712544326226321867 ('DLO', 'BID') 2 5255
1712544326226321888 ('EPT', 'ASK') 2 4575
1712544326226321889 ('DLO', 'BID') 2 5248
1712544326226321892 ('MKU', 'ASK') 2 5291
1712544326226321894 ('IGM', 'ASK') 2 6399
1712544326226321896 ('BRV', 'ASK') 2 5693
1712544326226321805 ('BRV', 'ASK') 2 5707
1712544326226321780 ('BRV', 'ASK') 2 5708
1712544326226321893 ('IGM', 'BID') 2 6385
1712544326226321887 ('EPT', 'BID') 2 4568
1712544326226321891 ('MKU', 'BID') 2 5272
1712544326226321890 ('DLO', 'ASK') 2 5259
1712544326226321909 ('EPT', 'BID') 2 4555
1712544326226321912 ('DLO', 'ASK') 2 5263
1712544326226321913 ('MKU', 'BID') 2 5270
1712544326226321915 ('IGM', 'BID') 2 6365
1712544326226321918 ('BRV', 'ASK') 2 5699
1712544326226321917 ('BRV', 'BID') 2 5695
1712544326226321845 ('DLO', 'ASK') 2 5270
1712544326226321910 ('EPT', 'ASK') 2 4562
1712544326226321914 ('MKU', 'ASK') 2 5278
1712544326226321848 ('IGM', 'BID') 2 6328
1712544326226321799 ('DLO', 'ASK') 2 5281
1712544326226321933 ('EPT', 'ASK') 2 4570
1712544326226321935 ('DLO', 'ASK') 2 5281
1712544326226321938 ('IGM', 'BID') 2 6335
1712544326226321940 ('BRV', 'BID') 2 5700
1712544326226321637 ('DLO', 'ASK') 2 5287
1712544326226321937 ('MKU', 'ASK') 2 5283
1712544326226321895 ('BRV', 'BID') 2 5670
1712544326226321873 ('BRV', 'BID') 2 5655
1712544326226321866 ('EPT', 'ASK') 2 4587
1712544326226321956 ('EPT', 'ASK') 2 4587
1712544326226321960 ('MKU', 'ASK') 2 5312
1712544326226321961 ('IGM', 'BID') 2 6319
1712544326226321963 ('BRV', 'BID') 2 5671
1712544326226321955 ('EPT', 'BID') 2 4582
1712544326226321932 ('EPT', 'BID') 2 4566
1712544326226321957 ('DLO', 'BID') 2 5293
1712544326226321978 ('EPT', 'BID') 2 4570
1712544326226321980 ('DLO', 'BID') 2 5290
1712544326226321982 ('MKU', 'BID') 2 5292
1712544326226321984 ('IGM', 'BID') 2 6312
1712544326226321986 ('BRV', 'BID') 2 5628
1712544326226321959 ('MKU', 'BID') 2 5290
1712544326226321979 ('EPT', 'ASK') 2 4579
1712544326226321825 ('IGM', 'BID') 2 6264
1712544326226322002 ('EPT', 'ASK') 2 4566
1712544326226322004 ('DLO', 'ASK') 2 5285
1712544326226322007 ('IGM', 'BID') 2 6273
1712544326226321981 ('DLO', 'ASK') 2 5294
1712544326226322005 ('MKU', 'BID') 2 5286
1712544326226322003 ('DLO', 'BID') 2 5280
1712544326226322010 ('BRV', 'ASK') 2 5598
1712544326226321936 ('MKU', 'BID') 2 5279
1712544326226321934 ('DLO', 'BID') 2 5275
1712544326226322025 ('EPT', 'ASK') 2 4586
1712544326226322026 ('DLO', 'BID') 2 5290
1712544326226322028 ('MKU', 'BID') 2 5265
1712544326226322033 ('BRV', 'ASK') 2 5606
1712544326226322032 ('BRV', 'BID') 2 5599
1712544326226322009 ('BRV', 'BID') 2 5594
1712544326226321056 ('BRV', 'BID') 2 5568
1712544326226321033 ('BRV', 'BID') 2 5514
1712544326226321869 ('MKU', 'BID') 2 5258
1712544326226322031 ('IGM', 'ASK') 2 6258
1712544326226322008 ('IGM', 'ASK') 2 6282
1712544326226322027 ('DLO', 'ASK') 2 5296
1712544326226321958 ('DLO', 'ASK') 2 5297
1712544326226322047 ('EPT', 'ASK') 2 4600
1712544326226322053 ('IGM', 'ASK') 2 6285
1712544326226322054 ('BRV', 'BID') 2 5491
1712544326226320963 ('BRV', 'BID') 2 5484
1712544326226321570 ('EPT', 'ASK') 2 4601
1712544326226322049 ('DLO', 'ASK') 2 5271
1712544326226322050 ('MKU', 'BID') 2 5255
1712544326226322052 ('IGM', 'BID') 2 6277
1712544326226322030 ('IGM', 'BID') 2 6254
1712544326226321554 ('EPT', 'ASK') 2 4629
1712544326226322051 ('MKU', 'ASK') 2 5259
1712544326226320914 ('BRV', 'BID') 2 5436
1712544326226322029 ('MKU', 'ASK') 2 5279
1712544326226322071 ('DLO', 'BID') 2 5298
1712544326226322074 ('MKU', 'ASK') 2 5283
1712544326226322075 ('IGM', 'BID') 2 6272
1712544326226322069 ('EPT', 'BID') 2 4632
1712544326226322077 ('BRV', 'BID') 2 5430
1712544326226322006 ('MKU', 'ASK') 2 5290
1712544326226321983 ('MKU', 'ASK') 2 5302
1712544326226322078 ('BRV', 'ASK') 2 5434
1712544326226322093 ('EPT', 'BID') 2 4618
1712544326226322098 ('MKU', 'ASK') 2 5347
1712544326226322100 ('IGM', 'ASK') 2 6268
1712544326226322101 ('BRV', 'BID') 2 5426
1712544326226322102 ('BRV', 'ASK') 2 5430
1712544326226322076 ('IGM', 'ASK') 2 6295
1712544326226321985 ('IGM', 'ASK') 2 6316
1712544326226322097 ('MKU', 'BID') 2 5331
1712544326226322122 ('IGM', 'ASK') 2 6315
1712544326226322124 ('BRV', 'ASK') 2 5500
1712544326226322115 ('EPT', 'BID') 2 4613
1712544326226322120 ('MKU', 'ASK') 2 5335
1712544326226322123 ('BRV', 'BID') 2 5493
1712544326226322046 ('EPT', 'BID') 2 4592
1712544326226322118 ('DLO', 'ASK') 2 5288
1712544326226322024 ('EPT', 'BID') 2 4581
1712544326226322096 ('DLO', 'ASK') 2 5290
1712544326226322095 ('DLO', 'BID') 2 5286
1712544326226322117 ('DLO', 'BID') 2 5284
1712544326226322141 ('EPT', 'ASK') 2 4581
1712544326226322142 ('DLO', 'BID') 2 5282
1712544326226322144 ('MKU', 'BID') 2 5361
1712544326226322147 ('IGM', 'ASK') 2 6322
1712544326226322149 ('BRV', 'ASK') 2 5439
1712544326226321962 ('IGM', 'ASK') 2 6323
1712544326226322048 ('DLO', 'BID') 2 5267
1712544326226321939 ('IGM', 'ASK') 2 6340
1712544326226322143 ('DLO', 'ASK') 2 5295
1712544326226322119 ('MKU', 'BID') 2 5332
1712544326226322073 ('MKU', 'BID') 2 5260
1712544326226322162 ('EPT', 'BID') 2 4592
1712544326226322165 ('DLO', 'ASK') 2 5287
1712544326226322166 ('MKU', 'BID') 2 5300
1712544326226322169 ('IGM', 'ASK') 2 6364
1712544326226322171 ('BRV', 'ASK') 2 5490
1712544326226322163 ('EPT', 'ASK') 2 4600
1712544326226322116 ('EPT', 'ASK') 2 4617
1712544326226322094 ('EPT', 'ASK') 2 4622
1712544326226321916 ('IGM', 'ASK') 2 6380
1712544326226321872 ('IGM', 'ASK') 2 6425
1712544326226322186 ('EPT', 'ASK') 2 4604
1712544326226322189 ('MKU', 'BID') 2 5255
1712544326226322192 ('IGM', 'ASK') 2 6382
1712544326226322188 ('DLO', 'ASK') 2 5301
1712544326226322072 ('DLO', 'ASK') 2 5303
1712544326226322193 ('BRV', 'BID') 2 5510
1712544326226322170 ('BRV', 'BID') 2 5477
1712544326226322070 ('EPT', 'ASK') 2 4635
1712544326226321538 ('EPT', 'ASK') 2 4636
1712544326226321521 ('EPT', 'ASK') 2 4645
1712544326226321505 ('EPT', 'ASK') 2 4664
1712544326226322210 ('EPT', 'ASK') 2 4638
1712544326226322213 ('MKU', 'BID') 2 5259
1712544326226322216 ('IGM', 'ASK') 2 6450
1712544326226322218 ('BRV', 'ASK') 2 5474
1712544326226322233 ('EPT', 'ASK') 2 4668
1712544326226322236 ('MKU', 'BID') 2 5229
1712544326226322239 ('IGM', 'ASK') 2 6497
1712544326226322241 ('BRV', 'ASK') 2 5490
1712544326226322194 ('BRV', 'ASK') 2 5512
1712544326226322211 ('DLO', 'BID') 2 5306
1712544326226321489 ('EPT', 'ASK') 2 4687
