1712536855175744257 ('EPT', 'ASK') 1 5064
1712536855175744338 ('DLO', 'BID') 1 4988
1712536855175744342 ('IGM', 'BID') 1 5206
1712536855175744347 ('EPT', 'ASK') 1 5183
1712536855175744348 ('DLO', 'BID') 1 4976
1712536855175744351 ('MKU', 'ASK') 1 5309
1712536855175744352 ('IGM', 'BID') 1 5213
1712536855175744354 ('BRV', 'BID') 1 5171
1712536855175744341 ('MKU', 'ASK') 1 5318
1712536855175744349 ('DLO', 'ASK') 1 4990
1712536855175744356 ('EPT', 'BID') 1 5174
1712536855175744359 ('DLO', 'ASK') 1 4991
1712536855175744362 ('IGM', 'BID') 1 5166
1712536855175744361 ('MKU', 'ASK') 1 5351
1712536855175744364 ('BRV', 'BID') 1 5147
1712536855175744346 ('EPT', 'BID') 1 5171
1712536855175744365 ('BRV', 'ASK') 1 5155
1712536855175744366 ('EPT', 'BID') 1 5165
1712536855175744369 ('DLO', 'ASK') 1 5000
1712536855175744331 ('MKU', 'ASK') 1 5362
1712536855175744371 ('MKU', 'ASK') 1 5363
1712536855175744373 ('IGM', 'ASK') 1 5194
1712536855175744363 ('IGM', 'ASK') 1 5195
1712536855175744375 ('BRV', 'ASK') 1 5156
1712536855175744353 ('IGM', 'ASK') 1 5217
1712536855175744333 ('IGM', 'ASK') 1 5218
1712536855175744355 ('BRV', 'ASK') 1 5176
1712536855175744283 ('IGM', 'ASK') 1 5245
1712536855175744345 ('BRV', 'ASK') 1 5197
1712536855175744370 ('MKU', 'BID') 1 5352
1712536855175744377 ('EPT', 'ASK') 1 5149
1712536855175744380 ('MKU', 'BID') 1 5358
1712536855175744383 ('IGM', 'ASK') 1 5254
1712536855175744385 ('BRV', 'ASK') 1 5220
1712536855175744360 ('MKU', 'BID') 1 5347
1712536855175744379 ('DLO', 'ASK') 1 5023
1712536855175744335 ('BRV', 'ASK') 1 5242
1712536855175744387 ('EPT', 'ASK') 1 5156
1712536855175744389 ('DLO', 'ASK') 1 5026
1712536855175744390 ('MKU', 'BID') 1 5340
1712536855175744392 ('IGM', 'BID') 1 5240
1712536855175744395 ('BRV', 'ASK') 1 5250
1712536855175744386 ('EPT', 'BID') 1 5150
1712536855175744376 ('EPT', 'BID') 1 5145
1712536855175744394 ('BRV', 'BID') 1 5221
1712536855175744336 ('EPT', 'BID') 1 5131
1712536855175744396 ('EPT', 'BID') 1 5128
1712536855175744399 ('DLO', 'ASK') 1 5036
1712536855175744400 ('MKU', 'BID') 1 5330
1712536855175744404 ('BRV', 'BID') 1 5231
1712536855175744403 ('IGM', 'ASK') 1 5240
1712536855175744401 ('MKU', 'ASK') 1 5337
1712536855175744391 ('MKU', 'ASK') 1 5358
1712536855175744402 ('IGM', 'BID') 1 5236
1712536855175744382 ('IGM', 'BID') 1 5231
1712536855175744407 ('EPT', 'ASK') 1 5143
1712536855175744411 ('MKU', 'ASK') 1 5341
1712536855175744412 ('IGM', 'BID') 1 5218
1712536855175744408 ('DLO', 'BID') 1 5035
1712536855175744415 ('BRV', 'ASK') 1 5226
1712536855175744372 ('IGM', 'BID') 1 5178
1712536855175744405 ('BRV', 'ASK') 1 5255
1712536855175744416 ('EPT', 'BID') 1 5140
1712536855175744418 ('DLO', 'BID') 1 5028
1712536855175744421 ('MKU', 'ASK') 1 5342
1712536855175744422 ('IGM', 'BID') 1 5163
1712536855175744425 ('BRV', 'ASK') 1 5271
1712536855175744398 ('DLO', 'BID') 1 5027
1712536855175744423 ('IGM', 'ASK') 1 5224
1712536855175744381 ('MKU', 'ASK') 1 5378
1712536855175744417 ('EPT', 'ASK') 1 5144
1712536855175744397 ('EPT', 'ASK') 1 5162
1712536855175744427 ('EPT', 'ASK') 1 5164
1712536855175744428 ('DLO', 'BID') 1 5024
1712536855175744431 ('MKU', 'ASK') 1 5395
1712536855175744433 ('IGM', 'ASK') 1 5216
1712536855175744435 ('BRV', 'ASK') 1 5297
1712536855175744436 ('JAK', 'ASK') 30 5234
1712536855175744436 ('JAK', 'ASK') 40 5233
1712536855175744436 ('JAK', 'ASK') 10 5232
1712536855175744367 ('EPT', 'ASK') 1 5171
1712536855175744388 ('DLO', 'BID') 1 5020
1712536855175744378 ('DLO', 'BID') 1 5019
1712536855175744413 ('IGM', 'ASK') 1 5243
1712536855175744442 ('EPT', 'BID') 1 5153
1712536855175744444 ('DLO', 'BID') 1 5007
1712536855175744447 ('MKU', 'ASK') 1 5470
1712536855175744449 ('IGM', 'ASK') 1 5250
1712536855175744393 ('IGM', 'ASK') 1 5258
1712536855175744451 ('BRV', 'ASK') 1 5302
1712536855175744426 ('EPT', 'BID') 1 5141
1712536855175744406 ('EPT', 'BID') 1 5128
1712536855175744452 ('EPT', 'BID') 1 5108
1712536855175744455 ('DLO', 'ASK') 1 5007
1712536855175744456 ('MKU', 'BID') 1 5466
1712536855175744459 ('IGM', 'ASK') 1 5272
1712536855175744461 ('BRV', 'ASK') 1 5300
1712536855175744458 ('IGM', 'BID') 1 5238
1712536855175744445 ('DLO', 'ASK') 1 5023
1712536855175744429 ('DLO', 'ASK') 1 5030
1712536855175744463 ('EPT', 'ASK') 1 5135
1712536855175744465 ('DLO', 'ASK') 1 5032
1712536855175744466 ('MKU', 'BID') 1 5448
1712536855175744450 ('BRV', 'BID') 1 5298
1712536855175744460 ('BRV', 'BID') 1 5290
1712536855175744468 ('IGM', 'BID') 1 5226
1712536855175744471 ('BRV', 'ASK') 1 5304
1712536855175744419 ('DLO', 'ASK') 1 5036
1712536855175744409 ('DLO', 'ASK') 1 5038
1712536855175744470 ('BRV', 'BID') 1 5300
1712536855175744453 ('EPT', 'ASK') 1 5155
1712536855175744443 ('EPT', 'ASK') 1 5169
1712536855175744479 ('EPT', 'ASK') 1 5176
1712536855175744481 ('DLO', 'ASK') 1 5040
1712536855175744482 ('MKU', 'BID') 1 5434
1712536855175744485 ('IGM', 'ASK') 1 5233
1712536855175744486 ('BRV', 'BID') 1 5275
1712536855175744357 ('EPT', 'ASK') 1 5185
1712536855175744483 ('MKU', 'ASK') 1 5447
1712536855175744467 ('MKU', 'ASK') 1 5465
1712536855175744457 ('MKU', 'ASK') 1 5477
1712536855175744469 ('IGM', 'ASK') 1 5277
1712536855175744487 ('BRV', 'ASK') 1 5321
1712536855175744480 ('DLO', 'BID') 1 5033
1712536855175744489 ('EPT', 'ASK') 1 5217
1712536855175744490 ('DLO', 'BID') 1 5032
1712536855175744493 ('MKU', 'ASK') 1 5468
1712536855175744495 ('IGM', 'ASK') 1 5317
1712536855175744497 ('BRV', 'ASK') 1 5337
1712536855175744488 ('EPT', 'BID') 1 5175
1712536855175744492 ('MKU', 'BID') 1 5436
1712536855175744498 ('EPT', 'BID') 1 5167
1712536855175744505 ('IGM', 'ASK') 1 5376
1712536855175744507 ('BRV', 'ASK') 1 5379
1712536855175744500 ('DLO', 'BID') 1 5029
1712536855175744506 ('BRV', 'BID') 1 5333
1712536855175744502 ('MKU', 'BID') 1 5463
1712536855175744464 ('DLO', 'BID') 1 5009
1712536855175744508 ('EPT', 'BID') 1 5140
1712536855175744510 ('DLO', 'BID') 1 5018
1712536855175744512 ('MKU', 'BID') 1 5422
1712536855175744515 ('IGM', 'ASK') 1 5387
1712536855175744516 ('BRV', 'BID') 1 5323
1712536855175744511 ('DLO', 'ASK') 1 5032
1712536855175744514 ('IGM', 'BID') 1 5359
1712536855175744501 ('DLO', 'ASK') 1 5033
1712536855175744491 ('DLO', 'ASK') 1 5044
1712536855175744519 ('EPT', 'ASK') 1 5141
1712536855175744521 ('DLO', 'ASK') 1 5047
1712536855175744523 ('MKU', 'ASK') 1 5447
1712536855175744524 ('IGM', 'BID') 1 5351
1712536855175744526 ('BRV', 'BID') 1 5306
1712536855175744503 ('MKU', 'ASK') 1 5467
1712536855175744478 ('EPT', 'BID') 1 5137
1712536855175744518 ('EPT', 'BID') 1 5135
1712536855175744528 ('EPT', 'BID') 1 5121
1712536855175744531 ('DLO', 'ASK') 1 5055
1712536855175744533 ('MKU', 'ASK') 1 5467
1712536855175744534 ('IGM', 'BID') 1 5332
1712536855175744536 ('BRV', 'BID') 1 5295
1712536855175744462 ('EPT', 'BID') 1 5103
1712536855175744326 ('EPT', 'BID') 1 5096
1712536855175744537 ('BRV', 'ASK') 1 5308
1712536855175744306 ('EPT', 'BID') 1 5075
1712536855175744496 ('BRV', 'BID') 1 5261
1712536855175744434 ('BRV', 'BID') 1 5253
1712536855175744538 ('EPT', 'BID') 1 5064
1712536855175744541 ('DLO', 'ASK') 1 5080
1712536855175744542 ('MKU', 'BID') 1 5452
1712536855175744546 ('BRV', 'BID') 1 5254
1712536855175744545 ('IGM', 'ASK') 1 5331
1712536855175744543 ('MKU', 'ASK') 1 5472
1712536855175744547 ('BRV', 'ASK') 1 5294
1712536855175744527 ('BRV', 'ASK') 1 5324
1712536855175744513 ('MKU', 'ASK') 1 5486
1712536855175744535 ('IGM', 'ASK') 1 5356
1712536855175744286 ('EPT', 'BID') 1 5058
1712536855175744276 ('EPT', 'BID') 1 5057
1712536855175744544 ('IGM', 'BID') 1 5327
1712536855175744504 ('IGM', 'BID') 1 5309
1712536855175744548 ('EPT', 'BID') 1 5042
1712536855175744550 ('DLO', 'BID') 1 5073
1712536855175744494 ('IGM', 'BID') 1 5234
1712536855175744557 ('BRV', 'ASK') 1 5382
1712536855175744553 ('MKU', 'ASK') 1 5468
1712536855175744554 ('IGM', 'BID') 1 5339
1712536855175744517 ('BRV', 'ASK') 1 5395
1712536855175744552 ('MKU', 'BID') 1 5463
1712536855175744558 ('EPT', 'BID') 1 5036
1712536855175744560 ('DLO', 'BID') 1 5061
1712536855175744562 ('MKU', 'BID') 1 5449
1712536855175744532 ('MKU', 'BID') 1 5445
1712536855175744567 ('BRV', 'ASK') 1 5411
1712536855175744540 ('DLO', 'BID') 1 5056
1712536855175744530 ('DLO', 'BID') 1 5042
1712536855175744522 ('MKU', 'BID') 1 5415
1712536855175744520 ('DLO', 'BID') 1 5010
1712536855175744569 ('EPT', 'ASK') 1 5036
1712536855175744570 ('DLO', 'BID') 1 5013
1712536855175744572 ('MKU', 'BID') 1 5420
1712536855175744574 ('IGM', 'BID') 1 5241
1712536855175744577 ('BRV', 'ASK') 1 5477
1712536855175744454 ('DLO', 'BID') 1 4999
1712536855175744484 ('IGM', 'BID') 1 5221
1712536855175744448 ('IGM', 'BID') 1 5213
1712536855175744579 ('EPT', 'ASK') 1 5046
1712536855175744580 ('DLO', 'BID') 1 5013
1712536855175744582 ('MKU', 'BID') 1 5416
1712536855175744584 ('IGM', 'BID') 1 5198
1712536855175744586 ('BRV', 'BID') 1 5408
1712536855175744446 ('MKU', 'BID') 1 5399
1712536855175744559 ('EPT', 'ASK') 1 5055
1712536855175744432 ('IGM', 'BID') 1 5159
1712536855175744566 ('BRV', 'BID') 1 5359
1712536855175744576 ('BRV', 'BID') 1 5347
1712536855175744596 ('EPT', 'ASK') 1 5060
1712536855175744597 ('DLO', 'BID') 1 5018
1712536855175744599 ('MKU', 'BID') 1 5383
1712536855175744601 ('IGM', 'BID') 1 5110
1712536855175744603 ('BRV', 'BID') 1 5286
1712536855175744312 ('IGM', 'BID') 1 5093
1712536855175744598 ('DLO', 'ASK') 1 5023
1712536855175744600 ('MKU', 'ASK') 1 5417
1712536855175744549 ('EPT', 'ASK') 1 5065
1712536855175744556 ('BRV', 'BID') 1 5270
1712536855175744606 ('EPT', 'ASK') 1 5072
1712536855175744608 ('DLO', 'ASK') 1 5017
1712536855175744610 ('MKU', 'ASK') 1 5426
1712536855175744611 ('IGM', 'BID') 1 5093
1712536855175744613 ('BRV', 'BID') 1 5277
1712536855175744583 ('MKU', 'ASK') 1 5432
1712536855175744605 ('EPT', 'BID') 1 5040
1712536855175744607 ('DLO', 'BID') 1 5007
1712536855175744617 ('EPT', 'BID') 1 5048
1712536855175744622 ('MKU', 'ASK') 1 5473
1712536855175744623 ('IGM', 'BID') 1 5114
1712536855175744625 ('BRV', 'BID') 1 5269
1712536855175744573 ('MKU', 'ASK') 1 5487
1712536855175744619 ('DLO', 'BID') 1 5011
1712536855175744368 ('DLO', 'BID') 1 4993
1712536855175744578 ('EPT', 'BID') 1 5034
1712536855175744595 ('EPT', 'BID') 1 5028
1712536855175744568 ('EPT', 'BID') 1 5023
1712536855175744633 ('EPT', 'BID') 1 5019
1712536855175744635 ('DLO', 'BID') 1 4981
1712536855175744638 ('MKU', 'ASK') 1 5491
1712536855175744639 ('IGM', 'BID') 1 5033
1712536855175744563 ('MKU', 'ASK') 1 5499
1712536855175744641 ('BRV', 'BID') 1 5252
1712536855175744358 ('DLO', 'BID') 1 4976
1712536855175744328 ('DLO', 'BID') 1 4969
1712536855175744414 ('BRV', 'BID') 1 5222
1712536855175744650 ('EPT', 'BID') 1 5016
1712536855175744652 ('DLO', 'BID') 1 4964
1712536855175744655 ('MKU', 'ASK') 1 5488
1712536855175744656 ('IGM', 'BID') 1 5020
1712536855175744658 ('BRV', 'BID') 1 5246
1712536855175744424 ('BRV', 'BID') 1 5213
1712536855175744384 ('BRV', 'BID') 1 5182
1712536855175744318 ('DLO', 'BID') 1 4956
1712536855175744666 ('EPT', 'BID') 1 5022
1712536855175744668 ('DLO', 'BID') 1 4955
1712536855175744670 ('MKU', 'BID') 1 5476
1712536855175744673 ('IGM', 'ASK') 1 5073
1712536855175744674 ('BRV', 'BID') 1 5188
1712536855175744667 ('EPT', 'ASK') 1 5028
1712536855175744374 ('BRV', 'BID') 1 5147
1712536855175744672 ('IGM', 'BID') 1 5050
1712536855175744304 ('BRV', 'BID') 1 5109
1712536855175744671 ('MKU', 'ASK') 1 5493
1712536855175744685 ('EPT', 'ASK') 1 5027
1712536855175744686 ('DLO', 'BID') 1 4940
1712536855175744689 ('MKU', 'ASK') 1 5504
1712536855175744692 ('BRV', 'BID') 1 5055
1712536855175744690 ('IGM', 'BID') 1 5017
1712536855175744702 ('EPT', 'ASK') 1 5038
1712536855175744703 ('DLO', 'BID') 1 4937
1712536855175744706 ('MKU', 'ASK') 1 5508
1712536855175744707 ('IGM', 'BID') 1 5007
1712536855175744709 ('BRV', 'BID') 1 5047
1712536855175744688 ('MKU', 'BID') 1 5493
1712536855175744701 ('EPT', 'BID') 1 5017
1712536855175744684 ('EPT', 'BID') 1 5010
1712536855175744717 ('EPT', 'BID') 1 4996
1712536855175744720 ('DLO', 'ASK') 1 4950
1712536855175744722 ('MKU', 'ASK') 1 5518
1712536855175744723 ('IGM', 'BID') 1 4958
1712536855175744725 ('BRV', 'BID') 1 5004
1712536855175744719 ('DLO', 'BID') 1 4935
1712536855175744734 ('EPT', 'BID') 1 5008
1712536855175744736 ('DLO', 'BID') 1 4928
1712536855175744739 ('MKU', 'ASK') 1 5528
1712536855175744740 ('IGM', 'BID') 1 4947
1712536855175744742 ('BRV', 'BID') 1 5032
1712536855175744726 ('BRV', 'ASK') 1 5054
1712536855175744743 ('BRV', 'ASK') 1 5063
1712536855175744750 ('EPT', 'BID') 1 4981
1712536855175744752 ('DLO', 'BID') 1 4902
1712536855175744755 ('MKU', 'ASK') 1 5547
1712536855175744757 ('IGM', 'ASK') 1 4981
1712536855175744759 ('BRV', 'ASK') 1 5083
1712536855175744741 ('IGM', 'ASK') 1 4985
1712536855175744724 ('IGM', 'ASK') 1 5018
1712536855175744708 ('IGM', 'ASK') 1 5075
1712536855175744754 ('MKU', 'BID') 1 5531
1712536855175744721 ('MKU', 'BID') 1 5505
1712536855175744738 ('MKU', 'BID') 1 5495
1712536855175744762 ('DLO', 'BID') 1 4864
1712536855175744764 ('MKU', 'BID') 1 5510
1712536855175744767 ('IGM', 'ASK') 1 5080
1712536855175744769 ('BRV', 'ASK') 1 5072
1712536855175744760 ('EPT', 'BID') 1 4981
1712536855175744691 ('IGM', 'ASK') 1 5087
1712536855175744640 ('IGM', 'ASK') 1 5088
1712536855175744657 ('IGM', 'ASK') 1 5107
1712536855175744776 ('EPT', 'BID') 1 4952
1712536855175744780 ('MKU', 'BID') 1 5507
1712536855175744783 ('IGM', 'ASK') 1 5110
1712536855175744784 ('BRV', 'BID') 1 5040
1712536855175744779 ('DLO', 'ASK') 1 4876
1712536855175744763 ('DLO', 'ASK') 1 4920
1712536855175744786 ('EPT', 'BID') 1 4970
1712536855175744789 ('DLO', 'ASK') 1 4905
1712536855175744791 ('MKU', 'ASK') 1 5493
1712536855175744793 ('IGM', 'ASK') 1 5106
1712536855175744794 ('BRV', 'BID') 1 5040
1712536855175744768 ('BRV', 'BID') 1 5030
1712536855175744790 ('MKU', 'BID') 1 5488
1712536855175744758 ('BRV', 'BID') 1 5015
1712536855175744792 ('IGM', 'BID') 1 5082
1712536855175744705 ('MKU', 'BID') 1 5470
1712536855175744787 ('EPT', 'ASK') 1 4979
1712536855175744777 ('EPT', 'ASK') 1 4982
1712536855175744761 ('EPT', 'ASK') 1 4985
1712536855175744799 ('EPT', 'ASK') 1 4988
1712536855175744801 ('DLO', 'ASK') 1 4895
1712536855175744802 ('MKU', 'BID') 1 5478
1712536855175744804 ('IGM', 'BID') 1 5059
1712536855175744806 ('BRV', 'BID') 1 4931
1712536855175744800 ('DLO', 'BID') 1 4879
1712536855175744778 ('DLO', 'BID') 1 4872
1712536855175744782 ('IGM', 'BID') 1 5043
1712536855175744751 ('EPT', 'ASK') 1 5015
1712536855175744735 ('EPT', 'ASK') 1 5030
1712536855175744718 ('EPT', 'ASK') 1 5032
1712536855175744654 ('MKU', 'BID') 1 5452
1712536855175744788 ('DLO', 'BID') 1 4865
1712536855175744816 ('EPT', 'ASK') 1 4992
1712536855175744817 ('DLO', 'BID') 1 4864
1712536855175744819 ('MKU', 'BID') 1 5461
1712536855175744821 ('IGM', 'BID') 1 5025
1712536855175744823 ('BRV', 'BID') 1 4893
1712536855175744609 ('MKU', 'BID') 1 5415
1712536855175744637 ('MKU', 'BID') 1 5402
1712536855175744833 ('EPT', 'ASK') 1 4996
1712536855175744834 ('DLO', 'BID') 1 4867
1712536855175744836 ('MKU', 'BID') 1 5397
1712536855175744838 ('IGM', 'BID') 1 5068
1712536855175744840 ('BRV', 'BID') 1 4814
1712536855175744621 ('MKU', 'BID') 1 5391
1712536855175744420 ('MKU', 'BID') 1 5337
1712536855175744410 ('MKU', 'BID') 1 5332
1712536855175744851 ('EPT', 'ASK') 1 5020
1712536855175744852 ('DLO', 'BID') 1 4882
1712536855175744854 ('MKU', 'BID') 1 5324
1712536855175744857 ('IGM', 'ASK') 1 5091
1712536855175744858 ('BRV', 'BID') 1 4881
1712536855175744350 ('MKU', 'BID') 1 5265
1712536855175744859 ('BRV', 'ASK') 1 4921
1712536855175744856 ('IGM', 'BID') 1 5036
1712536855175744841 ('BRV', 'ASK') 1 4952
1712536855175744867 ('EPT', 'ASK') 1 5030
1712536855175744869 ('DLO', 'ASK') 1 4880
1712536855175744870 ('MKU', 'BID') 1 5238
1712536855175744872 ('IGM', 'BID') 1 5036
1712536855175744875 ('BRV', 'ASK') 1 4961
1712536855175744853 ('DLO', 'ASK') 1 4888
1712536855175744824 ('BRV', 'ASK') 1 5036
1712536855175744807 ('BRV', 'ASK') 1 5061
1712536855175744785 ('BRV', 'ASK') 1 5077
1712536855175744795 ('BRV', 'ASK') 1 5086
1712536855175744651 ('EPT', 'ASK') 1 5054
1712536855175744880 ('EPT', 'ASK') 1 5045
1712536855175744882 ('DLO', 'ASK') 1 4882
1712536855175744883 ('MKU', 'BID') 1 5248
1712536855175744885 ('IGM', 'BID') 1 5003
1712536855175744888 ('BRV', 'ASK') 1 5035
1712536855175744890 ('EPT', 'ASK') 1 5044
1712536855175744892 ('DLO', 'ASK') 1 4892
1712536855175744893 ('MKU', 'BID') 1 5246
1712536855175744895 ('IGM', 'BID') 1 5015
1712536855175744898 ('BRV', 'ASK') 1 5108
1712536855175744766 ('IGM', 'BID') 1 4952
1712536855175744756 ('IGM', 'BID') 1 4941
1712536855175744634 ('EPT', 'ASK') 1 5063
1712536855175744618 ('EPT', 'ASK') 1 5064
1712536855175744866 ('EPT', 'BID') 1 5014
1712536855175744850 ('EPT', 'BID') 1 5011
1712536855175744900 ('EPT', 'ASK') 1 5041
1712536855175744902 ('DLO', 'ASK') 1 4903
1712536855175744903 ('MKU', 'BID') 1 5208
1712536855175744905 ('IGM', 'BID') 1 4819
1712536855175744908 ('BRV', 'ASK') 1 5102
1712536855175744835 ('DLO', 'ASK') 1 4904
1712536855175744912 ('DLO', 'ASK') 1 4891
1712536855175744913 ('MKU', 'BID') 1 5208
1712536855175744915 ('IGM', 'BID') 1 4897
1712536855175744918 ('BRV', 'ASK') 1 5182
1712536855175744710 ('BRV', 'ASK') 1 5187
1712536855175744910 ('EPT', 'ASK') 1 5020
1712536855175744818 ('DLO', 'ASK') 1 4913
1712536855175744920 ('EPT', 'ASK') 1 5057
1712536855175744922 ('DLO', 'ASK') 1 4917
1712536855175744923 ('MKU', 'BID') 1 5129
1712536855175744925 ('IGM', 'BID') 1 4982
1712536855175744928 ('BRV', 'ASK') 1 5150
1712536855175744930 ('EPT', 'ASK') 1 5089
1712536855175744932 ('DLO', 'ASK') 1 4925
1712536855175744933 ('MKU', 'BID') 1 5107
1712536855175744935 ('IGM', 'BID') 1 4988
1712536855175744938 ('BRV', 'ASK') 1 5183
1712536855175744936 ('IGM', 'ASK') 1 5001
1712536855175744940 ('EPT', 'ASK') 1 5090
1712536855175744942 ('DLO', 'ASK') 1 4912
1712536855175744943 ('MKU', 'BID') 1 5098
1712536855175744945 ('IGM', 'BID') 1 5011
1712536855175744948 ('BRV', 'ASK') 1 5216
1712536855175744946 ('IGM', 'ASK') 1 5030
1712536855175744926 ('IGM', 'ASK') 1 5035
1712536855175744886 ('IGM', 'ASK') 1 5037
1712536855175744873 ('IGM', 'ASK') 1 5041
1712536855175744931 ('DLO', 'BID') 1 4889
1712536855175744947 ('BRV', 'BID') 1 5108
1712536855175744941 ('DLO', 'BID') 1 4882
1712536855175744921 ('DLO', 'BID') 1 4881
1712536855175744950 ('EPT', 'ASK') 1 5067
1712536855175744951 ('DLO', 'BID') 1 4878
1712536855175744953 ('MKU', 'BID') 1 5090
1712536855175744956 ('IGM', 'ASK') 1 5039
1712536855175744911 ('DLO', 'BID') 1 4877
1712536855175744957 ('BRV', 'BID') 1 5080
1712536855175744901 ('DLO', 'BID') 1 4874
1712536855175744896 ('IGM', 'ASK') 1 5067
1712536855175744959 ('EPT', 'BID') 1 5057
1712536855175744961 ('DLO', 'BID') 1 4878
1712536855175744966 ('IGM', 'ASK') 1 5063
1712536855175744967 ('BRV', 'BID') 1 5022
1712536855175744937 ('BRV', 'BID') 1 5002
1712536855175744955 ('IGM', 'BID') 1 5011
1712536855175744976 ('EPT', 'ASK') 1 5068
1712536855175744977 ('DLO', 'BID') 1 4868
1712536855175744979 ('MKU', 'BID') 1 5024
1712536855175744982 ('IGM', 'ASK') 1 5001
1712536855175744983 ('BRV', 'BID') 1 5011
1712536855175744868 ('DLO', 'BID') 1 4866
1712536855175744891 ('DLO', 'BID') 1 4862
1712536855175744927 ('BRV', 'BID') 1 4955
1712536855175744986 ('EPT', 'ASK') 1 5059
1712536855175744987 ('DLO', 'BID') 1 4858
1712536855175744989 ('MKU', 'BID') 1 5033
1712536855175744992 ('IGM', 'ASK') 1 4946
1712536855175744993 ('BRV', 'BID') 1 4957
1712536855175744991 ('IGM', 'BID') 1 4910
1712536855175744965 ('IGM', 'BID') 1 4910
1712536855175744949 ('EPT', 'BID') 1 5047
1712536855175744929 ('EPT', 'BID') 1 5043
1712536855175744975 ('EPT', 'BID') 1 5039
1712536855175744919 ('EPT', 'BID') 1 5031
1712536855175744939 ('EPT', 'BID') 1 5027
1712536855175744995 ('EPT', 'BID') 1 5031
1712536855175744997 ('DLO', 'BID') 1 4879
1712536855175744999 ('MKU', 'BID') 1 4960
1712536855175745001 ('IGM', 'BID') 1 4888
1712536855175745003 ('BRV', 'BID') 1 4958
1712536855175744909 ('EPT', 'BID') 1 5016
1712536855175744985 ('EPT', 'BID') 1 5015
1712536855175744874 ('BRV', 'BID') 1 4931
1712536855175744917 ('BRV', 'BID') 1 4882
1712536855175744988 ('DLO', 'ASK') 1 4896
1712536855175744952 ('DLO', 'ASK') 1 4898
1712536855175744962 ('DLO', 'ASK') 1 4903
