1712599788112234497 ('EPT', 'ASK') 1 4736 -235
1712599788112234536 ('SCP', 'BID') 24 5106 0
1712599788112234549 ('BRV', 'BID') 28 5315 0
1712599788112234557 ('DLO', 'ASK') 10 5051 0
1712599788112234567 ('BRV', 'BID') 10 5295 0
1712599788112234548 ('IGM', 'BID') 25 5261 0
1712599788112234569 ('BRV', 'BID') 10 5275 0
[CANCELLED] 1712599788112234538 ('JAK', 'BID')
[CANCELLED] 1712599788112234539 ('JAK', 'BID')
[CANCELLED] 1712599788112234540 ('JAK', 'BID')
[CANCELLED] 1712599788112234541 ('JAK', 'BID')
[CANCELLED] 1712599788112234543 ('EPT', 'ASK')
[CANCELLED] 1712599788112234544 ('DLO', 'BID')
1712599788112234555 ('EPT', 'BID') 4 4678 0
[CANCELLED] 1712599788112234546 ('MKU', 'BID')
[CANCELLED] 1712599788112234552 ('EPT', 'ASK')
[CANCELLED] 1712599788112234554 ('EPT', 'ASK')
[CANCELLED] 1712599788112234556 ('DLO', 'BID')
[CANCELLED] 1712599788112234558 ('DLO', 'BID')
[CANCELLED] 1712599788112234559 ('MKU', 'BID')
[CANCELLED] 1712599788112234561 ('MKU', 'BID')
[CANCELLED] 1712599788112234562 ('IGM', 'BID')
[CANCELLED] 1712599788112234563 ('IGM', 'ASK')
[CANCELLED] 1712599788112234564 ('IGM', 'BID')
[CANCELLED] 1712599788112234565 ('IGM', 'ASK')
[CANCELLED] 1712599788112234566 ('IGM', 'BID')
[CANCELLED] 1712599788112234568 ('BRV', 'ASK')
[CANCELLED] 1712599788112234570 ('BRV', 'ASK')
[CANCELLED] 1712599788112234571 ('BRV', 'BID')
1712599788112234573 ('SCP', 'BID') 30 5067 0
1712599788112234574 ('SCP', 'BID') 28 5068 0
[REJECTED] 1712599788112234575 ('EPT', 'BID')
[REJECTED] 1712599788112234581 ('BRV', 'BID')
1712599788112234582 ('BRV', 'ASK') 30 5292 -17
[REJECTED] 1712599788112234583 ('EPT', 'BID')
[REJECTED] 1712599788112234585 ('EPT', 'BID')
1712599788112234580 ('IGM', 'ASK') 17 5257 0
1712599788112234590 ('BRV', 'ASK') 10 5295 0
1712599788112234578 ('MKU', 'BID') 30 4977 0
1712599788112234578 ('MKU', 'BID') 16 4977 0
1712599788112234592 ('BRV', 'ASK') 10 5315 0
1712599788112234576 ('EPT', 'ASK') 30 4690 0
1712599788112234576 ('EPT', 'ASK') 7 4690 0
[CANCELLED] 1712599788112234572 ('SCP', 'BID')
[CANCELLED] 1712599788112234573 ('SCP', 'BID')
[CANCELLED] 1712599788112234577 ('DLO', 'BID')
[CANCELLED] 1712599788112234579 ('IGM', 'BID')
[CANCELLED] 1712599788112234584 ('EPT', 'ASK')
[CANCELLED] 1712599788112234586 ('EPT', 'ASK')
[CANCELLED] 1712599788112234587 ('IGM', 'BID')
[CANCELLED] 1712599788112234588 ('IGM', 'ASK')
[CANCELLED] 1712599788112234589 ('BRV', 'BID')
[CANCELLED] 1712599788112234591 ('BRV', 'BID')
[CANCELLED] 1712599788112234593 ('BRV', 'BID')
1712599788112234594 ('SCP', 'BID') 24 5079 12
1712599788112234595 ('SCP', 'BID') 6 5079 13
1712599788112234595 ('SCP', 'BID') 26 5080 12
1712599788112234596 ('SCP', 'BID') 2 5080 13
1712599788112234598 ('EPT', 'ASK') 30 4709 -16
1712599788112234598 ('EPT', 'ASK') 17 4708 -15
1712599788112234600 ('DLO', 'ASK') 2 5093 -4
1712599788112234601 ('MKU', 'BID') 8 4951 3
1712599788112234603 ('IGM', 'BID') 26 5242 24
1712599788112234605 ('BRV', 'BID') 25 5329 13
1712599788112234614 ('IGM', 'BID') 4 5242 4
1712599788112234614 ('IGM', 'BID') 6 5243 3
1712599788112234608 ('MKU', 'BID') 10 4934 0
[CANCELLED] 1712599788112234597 ('EPT', 'BID')
[CANCELLED] 1712599788112234599 ('DLO', 'BID')
[CANCELLED] 1712599788112234602 ('MKU', 'ASK')
[CANCELLED] 1712599788112234604 ('IGM', 'ASK')
[CANCELLED] 1712599788112234606 ('BRV', 'ASK')
[CANCELLED] 1712599788112234607 ('DLO', 'BID')
[CANCELLED] 1712599788112234609 ('MKU', 'ASK')
[CANCELLED] 1712599788112234610 ('MKU', 'BID')
[CANCELLED] 1712599788112234611 ('MKU', 'ASK')
[CANCELLED] 1712599788112234612 ('MKU', 'BID')
[CANCELLED] 1712599788112234613 ('MKU', 'ASK')
[CANCELLED] 1712599788112234615 ('IGM', 'ASK')
[CANCELLED] 1712599788112234616 ('IGM', 'BID')
[CANCELLED] 1712599788112234617 ('IGM', 'ASK')
[CANCELLED] 1712599788112234618 ('BRV', 'BID')
[CANCELLED] 1712599788112234619 ('BRV', 'ASK')
[CANCELLED] 1712599788112234620 ('BRV', 'BID')
[CANCELLED] 1712599788112234621 ('BRV', 'ASK')
[CANCELLED] 1712599788112234622 ('BRV', 'BID')
1712599788112234623 ('SCP', 'BID') 24 5061 4
[REJECTED] 1712599788112234624 ('SCP', 'BID')
[REJECTED] 1712599788112234625 ('SCP', 'BID')
[REJECTED] 1712599788112234626 ('SCP', 'BID')
1712599788112234634 ('BRV', 'BID') 18 5325 7
1712599788112234628 ('EPT', 'ASK') 2 4713 0
1712599788112234631 ('MKU', 'ASK') 30 4936 0
1712599788112234631 ('MKU', 'ASK') 3 4936 0
1712599788112234633 ('IGM', 'ASK') 14 5234 0
[CANCELLED] 1712599788112234627 ('EPT', 'BID')
[CANCELLED] 1712599788112234629 ('DLO', 'BID')
[CANCELLED] 1712599788112234630 ('MKU', 'BID')
[CANCELLED] 1712599788112234632 ('IGM', 'BID')
[CANCELLED] 1712599788112234635 ('BRV', 'ASK')
[CANCELLED] 1712599788112234636 ('EPT', 'BID')
[CANCELLED] 1712599788112234637 ('EPT', 'ASK')
[CANCELLED] 1712599788112234638 ('EPT', 'BID')
[CANCELLED] 1712599788112234639 ('EPT', 'ASK')
[CANCELLED] 1712599788112234640 ('EPT', 'BID')
[CANCELLED] 1712599788112234641 ('EPT', 'ASK')
[CANCELLED] 1712599788112234642 ('IGM', 'BID')
[CANCELLED] 1712599788112234643 ('IGM', 'ASK')
[CANCELLED] 1712599788112234644 ('IGM', 'BID')
[CANCELLED] 1712599788112234645 ('IGM', 'ASK')
1712599788112234646 ('SCP', 'BID') 4 5053 6
[REJECTED] 1712599788112234647 ('SCP', 'BID')
[REJECTED] 1712599788112234648 ('SCP', 'BID')
[REJECTED] 1712599788112234649 ('SCP', 'BID')
[REJECTED] 1712599788112234650 ('SCP', 'BID')
[REJECTED] 1712599788112234651 ('SCP', 'BID')
[REJECTED] 1712599788112234652 ('SCP', 'BID')
1712599788112234653 ('EPT', 'BID') 30 4705 15
1712599788112234653 ('EPT', 'BID') 6 4706 14
1712599788112234655 ('DLO', 'ASK') 2 5128 -10
1712599788112234657 ('MKU', 'ASK') 6 4960 0
1712599788112234659 ('IGM', 'ASK') 17 5256 0
1712599788112234660 ('BRV', 'ASK') 30 5290 0
1712599788112234660 ('BRV', 'ASK') 7 5290 0
1712599788112234663 ('MKU', 'ASK') 10 4980 0
1712599788112234669 ('BRV', 'ASK') 10 5310 0
1712599788112234670 ('BRV', 'ASK') 10 5330 0
1712599788112234671 ('BRV', 'ASK') 10 5350 0
1712599788112234658 ('IGM', 'BID') 26 5247 0
1712599788112234665 ('MKU', 'ASK') 10 5000 0
[CANCELLED] 1712599788112234654 ('DLO', 'BID')
[CANCELLED] 1712599788112234656 ('MKU', 'BID')
[CANCELLED] 1712599788112234661 ('DLO', 'BID')
[CANCELLED] 1712599788112234662 ('MKU', 'BID')
[CANCELLED] 1712599788112234664 ('MKU', 'BID')
[CANCELLED] 1712599788112234666 ('MKU', 'BID')
[CANCELLED] 1712599788112234667 ('MKU', 'ASK')
[CANCELLED] 1712599788112234668 ('IGM', 'BID')
1712599788112234678 ('BRV', 'ASK') 4 5354 -22
1712599788112234690 ('BRV', 'ASK') 10 5354 -2
1712599788112234672 ('EPT', 'BID') 5 4712 0
1712599788112234686 ('IGM', 'ASK') 10 5266 0
1712599788112234692 ('BRV', 'ASK') 10 5372 0
1712599788112234675 ('MKU', 'BID') 30 4996 0
1712599788112234675 ('MKU', 'BID') 15 4996 0
1712599788112234673 ('EPT', 'ASK') 5 4721 0
[CANCELLED] 1712599788112234674 ('DLO', 'BID')
[CANCELLED] 1712599788112234676 ('IGM', 'BID')
[CANCELLED] 1712599788112234677 ('BRV', 'BID')
[CANCELLED] 1712599788112234679 ('EPT', 'BID')
[CANCELLED] 1712599788112234680 ('EPT', 'ASK')
[CANCELLED] 1712599788112234681 ('EPT', 'BID')
[CANCELLED] 1712599788112234682 ('EPT', 'ASK')
[CANCELLED] 1712599788112234683 ('EPT', 'BID')
[CANCELLED] 1712599788112234684 ('EPT', 'ASK')
[CANCELLED] 1712599788112234685 ('IGM', 'BID')
[CANCELLED] 1712599788112234687 ('IGM', 'BID')
[CANCELLED] 1712599788112234688 ('IGM', 'ASK')
[CANCELLED] 1712599788112234689 ('BRV', 'BID')
[CANCELLED] 1712599788112234691 ('BRV', 'BID')
[CANCELLED] 1712599788112234693 ('BRV', 'BID')
1712599788112234698 ('EPT', 'ASK') 5 4715 -14
1712599788112234701 ('MKU', 'ASK') 8 5013 -7
1712599788112234702 ('IGM', 'BID') 23 5268 7
1712599788112234704 ('BRV', 'BID') 10 5323 41
1712599788112234704 ('BRV', 'BID') 25 5324 40
1712599788112234714 ('BRV', 'BID') 10 5324 20
1712599788112234712 ('IGM', 'BID') 10 5255 0
[CANCELLED] 1712599788112234694 ('JAK', 'BID')
[CANCELLED] 1712599788112234695 ('JAK', 'BID')
[CANCELLED] 1712599788112234696 ('JAK', 'BID')
[CANCELLED] 1712599788112234697 ('EPT', 'BID')
[CANCELLED] 1712599788112234699 ('DLO', 'BID')
[CANCELLED] 1712599788112234700 ('MKU', 'BID')
[CANCELLED] 1712599788112234703 ('IGM', 'ASK')
[CANCELLED] 1712599788112234705 ('BRV', 'ASK')
[CANCELLED] 1712599788112234706 ('MKU', 'BID')
[CANCELLED] 1712599788112234707 ('MKU', 'ASK')
[CANCELLED] 1712599788112234708 ('MKU', 'BID')
[CANCELLED] 1712599788112234709 ('MKU', 'ASK')
[CANCELLED] 1712599788112234710 ('MKU', 'BID')
[CANCELLED] 1712599788112234711 ('MKU', 'ASK')
[CANCELLED] 1712599788112234713 ('IGM', 'ASK')
[CANCELLED] 1712599788112234715 ('BRV', 'ASK')
1712599788112234717 ('EPT', 'ASK') 5 4740 -1
1712599788112234719 ('MKU', 'BID') 30 4988 17
1712599788112234719 ('MKU', 'BID') 1 4989 16
1712599788112234723 ('BRV', 'ASK') 17 5300 0
1712599788112234721 ('IGM', 'ASK') 17 5253 0
1712599788112234716 ('EPT', 'BID') 40 4735 0
[CANCELLED] 1712599788112234718 ('DLO', 'BID')
[CANCELLED] 1712599788112234720 ('MKU', 'ASK')
[CANCELLED] 1712599788112234722 ('BRV', 'BID')
[CANCELLED] 1712599788112234724 ('EPT', 'BID')
[CANCELLED] 1712599788112234725 ('EPT', 'ASK')
[CANCELLED] 1712599788112234726 ('IGM', 'BID')
[CANCELLED] 1712599788112234727 ('IGM', 'ASK')
[CANCELLED] 1712599788112234728 ('IGM', 'BID')
[CANCELLED] 1712599788112234729 ('IGM', 'ASK')
[CANCELLED] 1712599788112234730 ('BRV', 'BID')
[CANCELLED] 1712599788112234731 ('BRV', 'ASK')
[CANCELLED] 1712599788112234732 ('BRV', 'BID')
[CANCELLED] 1712599788112234733 ('BRV', 'ASK')
1712599788112234734 ('JAK', 'BID') 24 5011 11
1712599788112234735 ('JAK', 'BID') 6 5011 12
1712599788112234735 ('JAK', 'BID') 26 5012 11
1712599788112234736 ('JAK', 'BID') 14 5012 12
1712599788112234736 ('JAK', 'BID') 26 5013 11
1712599788112234737 ('JAK', 'BID') 4 5009 16
1712599788112234740 ('DLO', 'BID') 30 5207 8
1712599788112234740 ('DLO', 'BID') 21 5208 7
1712599788112234741 ('MKU', 'ASK') 12 4977 -4
1712599788112234744 ('BRV', 'BID') 30 5302 9
1712599788112234743 ('IGM', 'ASK') 19 5269 0
1712599788112234739 ('EPT', 'ASK') 18 4750 0
1712599788112234745 ('BRV', 'ASK') 24 5315 0
1712599788112234742 ('IGM', 'BID') 19 5260 0
[CANCELLED] 1712599788112234738 ('EPT', 'BID')
[CANCELLED] 1712599788112234746 ('EPT', 'BID')
[CANCELLED] 1712599788112234747 ('EPT', 'ASK')
[CANCELLED] 1712599788112234748 ('MKU', 'ASK')
[CANCELLED] 1712599788112234749 ('MKU', 'ASK')
[CANCELLED] 1712599788112234750 ('MKU', 'ASK')
[CANCELLED] 1712599788112234751 ('IGM', 'BID')
1712599788112234752 ('JAK', 'BID') 4 4986 11
[REJECTED] 1712599788112234753 ('JAK', 'BID')
[REJECTED] 1712599788112234754 ('JAK', 'BID')
[REJECTED] 1712599788112234755 ('JAK', 'BID')
[REJECTED] 1712599788112234756 ('JAK', 'BID')
[REJECTED] 1712599788112234757 ('JAK', 'BID')
[REJECTED] 1712599788112234758 ('JAK', 'BID')
1712599788112234761 ('DLO', 'BID') 7 5200 2
1712599788112234763 ('MKU', 'BID') 9 4948 18
1712599788112234765 ('IGM', 'BID') 9 5244 3
1712599788112234760 ('EPT', 'ASK') 17 4757 0
[REJECTED] 1712599788112234770 ('MKU', 'BID')
1712599788112234766 ('BRV', 'BID') 5 5323 0
1712599788112234759 ('EPT', 'BID') 30 4753 0
1712599788112234769 ('DLO', 'BID') 10 5182 0
1712599788112234759 ('EPT', 'BID') 5 4753 0
[CANCELLED] 1712599788112234762 ('DLO', 'ASK')
[CANCELLED] 1712599788112234764 ('MKU', 'ASK')
[CANCELLED] 1712599788112234767 ('BRV', 'ASK')
[CANCELLED] 1712599788112234768 ('EPT', 'BID')
[CANCELLED] 1712599788112234771 ('IGM', 'BID')
[CANCELLED] 1712599788112234772 ('IGM', 'ASK')
[CANCELLED] 1712599788112234773 ('IGM', 'BID')
[CANCELLED] 1712599788112234774 ('IGM', 'ASK')
[CANCELLED] 1712599788112234775 ('BRV', 'BID')
[CANCELLED] 1712599788112234776 ('BRV', 'ASK')
[CANCELLED] 1712599788112234777 ('BRV', 'BID')
[CANCELLED] 1712599788112234778 ('BRV', 'ASK')
[CANCELLED] 1712599788112234779 ('BRV', 'BID')
1712599788112234781 ('EPT', 'ASK') 8 4769 -11
1712599788112234782 ('DLO', 'BID') 9 5178 0
1712599788112234784 ('MKU', 'BID') 3 4880 25
1712599788112234787 ('IGM', 'ASK') 20 5304 -34
1712599788112234788 ('BRV', 'BID') 30 5316 3
1712599788112234788 ('BRV', 'BID') 5 5317 2
[REJECTED] 1712599788112234792 ('DLO', 'BID')
[REJECTED] 1712599788112234793 ('MKU', 'BID')
1712599788112234791 ('EPT', 'ASK') 10 4778 0
[CANCELLED] 1712599788112234780 ('EPT', 'BID')
[CANCELLED] 1712599788112234783 ('DLO', 'ASK')
[CANCELLED] 1712599788112234785 ('MKU', 'ASK')
[CANCELLED] 1712599788112234786 ('IGM', 'BID')
[CANCELLED] 1712599788112234789 ('BRV', 'ASK')
[CANCELLED] 1712599788112234790 ('EPT', 'BID')
[CANCELLED] 1712599788112234794 ('MKU', 'ASK')
[CANCELLED] 1712599788112234795 ('IGM', 'BID')
1712599788112234797 ('EPT', 'ASK') 7 4822 -11
1712599788112234808 ('IGM', 'ASK') 10 5391 0
1712599788112234810 ('IGM', 'ASK') 10 5411 0
1712599788112234798 ('DLO', 'BID') 9 5177 0
1712599788112234802 ('BRV', 'BID') 9 5304 0
1712599788112234805 ('EPT', 'ASK') 10 4831 0
[CANCELLED] 1712599788112234796 ('EPT', 'BID')
[CANCELLED] 1712599788112234799 ('DLO', 'ASK')
[CANCELLED] 1712599788112234800 ('MKU', 'ASK')
[CANCELLED] 1712599788112234801 ('IGM', 'BID')
[CANCELLED] 1712599788112234803 ('BRV', 'ASK')
[CANCELLED] 1712599788112234804 ('EPT', 'BID')
[CANCELLED] 1712599788112234806 ('DLO', 'BID')
[CANCELLED] 1712599788112234807 ('IGM', 'BID')
[CANCELLED] 1712599788112234809 ('IGM', 'BID')
[CANCELLED] 1712599788112234811 ('BRV', 'BID')
[CANCELLED] 1712599788112234812 ('BRV', 'ASK')
[CANCELLED] 1712599788112234813 ('BRV', 'BID')
[CANCELLED] 1712599788112234814 ('BRV', 'ASK')
[CANCELLED] 1712599788112234815 ('BRV', 'BID')
1712599788112234817 ('EPT', 'ASK') 5 4837 -1
1712599788112234822 ('BRV', 'ASK') 23 5308 0
[CANCELLED] 1712599788112234816 ('EPT', 'BID')
[CANCELLED] 1712599788112234818 ('DLO', 'ASK')
[CANCELLED] 1712599788112234819 ('MKU', 'ASK')
[CANCELLED] 1712599788112234820 ('IGM', 'BID')
[CANCELLED] 1712599788112234821 ('BRV', 'BID')
[CANCELLED] 1712599788112234823 ('IGM', 'BID')
1712599788112234824 ('EPT', 'BID') 30 4848 1
1712599788112234824 ('EPT', 'BID') 20 4849 0
1712599788112234825 ('DLO', 'ASK') 30 5167 -10
1712599788112234825 ('DLO', 'ASK') 18 5166 -9
1712599788112234829 ('BRV', 'ASK') 7 5391 -33
1712599788112234831 ('BRV', 'ASK') 10 5391 -13
1712599788112234833 ('BRV', 'ASK') 10 5398 0
[CANCELLED] 1712599788112234826 ('MKU', 'ASK')
[CANCELLED] 1712599788112234827 ('IGM', 'BID')
[CANCELLED] 1712599788112234828 ('BRV', 'BID')
[CANCELLED] 1712599788112234830 ('BRV', 'BID')
[CANCELLED] 1712599788112234832 ('BRV', 'BID')
[CANCELLED] 1712599788112234834 ('BRV', 'BID')
1712599788112234835 ('EPT', 'BID') 9 4805 17
1712599788112234838 ('DLO', 'ASK') 6 5195 0
1712599788112234840 ('IGM', 'BID') 30 5447 24
1712599788112234840 ('IGM', 'BID') 14 5448 23
1712599788112234842 ('BRV', 'ASK') 5 5442 -2
[REJECTED] 1712599788112234843 ('EPT', 'BID')
[REJECTED] 1712599788112234845 ('EPT', 'BID')
1712599788112234846 ('IGM', 'BID') 8 5448 3
1712599788112234841 ('BRV', 'BID') 30 5436 0
1712599788112234837 ('DLO', 'BID') 6 5192 0
1712599788112234841 ('BRV', 'BID') 20 5436 0
[CANCELLED] 1712599788112234836 ('EPT', 'ASK')
[CANCELLED] 1712599788112234839 ('MKU', 'ASK')
[CANCELLED] 1712599788112234844 ('EPT', 'ASK')
1712599788112234847 ('EPT', 'BID') 3 4810 9
1712599788112234852 ('IGM', 'BID') 1 5389 31
1712599788112234854 ('BRV', 'BID') 9 5406 22
[REJECTED] 1712599788112234856 ('EPT', 'BID')
1712599788112234858 ('IGM', 'BID') 10 5389 11
[REJECTED] 1712599788112234859 ('BRV', 'BID')
[REJECTED] 1712599788112234861 ('BRV', 'BID')
[REJECTED] 1712599788112234863 ('BRV', 'BID')
1712599788112234849 ('DLO', 'BID') 6 5189 0
[CANCELLED] 1712599788112234848 ('EPT', 'ASK')
[CANCELLED] 1712599788112234850 ('DLO', 'ASK')
[CANCELLED] 1712599788112234851 ('MKU', 'ASK')
[CANCELLED] 1712599788112234853 ('IGM', 'ASK')
[CANCELLED] 1712599788112234855 ('BRV', 'ASK')
[CANCELLED] 1712599788112234857 ('EPT', 'ASK')
[CANCELLED] 1712599788112234860 ('BRV', 'ASK')
[CANCELLED] 1712599788112234862 ('BRV', 'ASK')
1712599788112234867 ('MKU', 'ASK') 30 4709 -2
1712599788112234867 ('MKU', 'ASK') 25 4708 -1
1712599788112234871 ('BRV', 'ASK') 30 5407 0
1712599788112234869 ('IGM', 'ASK') 3 5373 0
1712599788112234870 ('BRV', 'BID') 4 5398 0
1712599788112234868 ('IGM', 'BID') 2 5364 0
1712599788112234865 ('DLO', 'BID') 6 5184 0
1712599788112234874 ('BRV', 'BID') 4 5378 0
1712599788112234871 ('BRV', 'ASK') 9 5407 0
1712599788112234875 ('BRV', 'ASK') 10 5427 0
[CANCELLED] 1712599788112234864 ('EPT', 'ASK')
[CANCELLED] 1712599788112234866 ('DLO', 'ASK')
[CANCELLED] 1712599788112234872 ('EPT', 'ASK')
[CANCELLED] 1712599788112234873 ('IGM', 'BID')
[CANCELLED] 1712599788112234876 ('BRV', 'BID')
1712599788112234878 ('DLO', 'BID') 7 5174 5
1712599788112234881 ('MKU', 'ASK') 5 4725 -2
1712599788112234883 ('IGM', 'ASK') 2 5377 -22
1712599788112234885 ('BRV', 'ASK') 27 5391 -11
1712599788112234889 ('BRV', 'ASK') 10 5400 0
1712599788112234887 ('MKU', 'ASK') 10 4743 0
[CANCELLED] 1712599788112234877 ('EPT', 'ASK')
[CANCELLED] 1712599788112234879 ('DLO', 'ASK')
[CANCELLED] 1712599788112234880 ('MKU', 'BID')
[CANCELLED] 1712599788112234882 ('IGM', 'BID')
[CANCELLED] 1712599788112234884 ('BRV', 'BID')
[CANCELLED] 1712599788112234886 ('MKU', 'BID')
[CANCELLED] 1712599788112234888 ('BRV', 'BID')
[CANCELLED] 1712599788112234890 ('BRV', 'BID')
1712599788112234891 ('EPT', 'ASK') 30 4691 -3
1712599788112234891 ('EPT', 'ASK') 21 4690 -2
1712599788112234896 ('IGM', 'BID') 14 5417 7
1712599788112234898 ('BRV', 'BID') 30 5394 24
1712599788112234898 ('BRV', 'BID') 8 5395 23
1712599788112234903 ('BRV', 'BID') 10 5395 3
1712599788112234894 ('MKU', 'BID') 19 4744 0
1712599788112234905 ('BRV', 'BID') 4 5378 0
1712599788112234901 ('MKU', 'BID') 10 4724 0
1712599788112234902 ('IGM', 'BID') 10 5404 0
1712599788112234900 ('EPT', 'ASK') 9 4708 0
[CANCELLED] 1712599788112234892 ('DLO', 'BID')
[CANCELLED] 1712599788112234893 ('DLO', 'ASK')
[CANCELLED] 1712599788112234895 ('MKU', 'ASK')
[CANCELLED] 1712599788112234897 ('IGM', 'ASK')
[CANCELLED] 1712599788112234899 ('BRV', 'ASK')
[CANCELLED] 1712599788112234904 ('BRV', 'ASK')
1712599788112234906 ('EPT', 'BID') 5 4691 16
1712599788112234913 ('IGM', 'ASK') 6 5402 -6
1712599788112234909 ('DLO', 'ASK') 30 5164 0
1712599788112234909 ('DLO', 'ASK') 5 5164 0
1712599788112234915 ('BRV', 'ASK') 20 5332 0
1712599788112234910 ('MKU', 'BID') 6 4657 0
1712599788112234916 ('MKU', 'BID') 10 4637 0
1712599788112234920 ('BRV', 'ASK') 10 5352 0
[CANCELLED] 1712599788112234907 ('EPT', 'ASK')
[CANCELLED] 1712599788112234908 ('DLO', 'BID')
[CANCELLED] 1712599788112234911 ('MKU', 'ASK')
[CANCELLED] 1712599788112234912 ('IGM', 'BID')
[CANCELLED] 1712599788112234914 ('BRV', 'BID')
[CANCELLED] 1712599788112234917 ('MKU', 'ASK')
[CANCELLED] 1712599788112234918 ('IGM', 'BID')
[CANCELLED] 1712599788112234919 ('BRV', 'BID')
[CANCELLED] 1712599788112234921 ('BRV', 'BID')
[CANCELLED] 1712599788112234922 ('BRV', 'ASK')
1712599788112234925 ('DLO', 'BID') 20 5168 1
1712599788112234927 ('MKU', 'BID') 8 4632 15
1712599788112234930 ('IGM', 'ASK') 3 5493 -40
1712599788112234932 ('BRV', 'ASK') 15 5354 -7
1712599788112234936 ('BRV', 'ASK') 4 5367 0
1712599788112234924 ('EPT', 'ASK') 19 4669 0
1712599788112234928 ('MKU', 'ASK') 28 4649 0
[CANCELLED] 1712599788112234923 ('EPT', 'BID')
[CANCELLED] 1712599788112234926 ('DLO', 'ASK')
[CANCELLED] 1712599788112234929 ('IGM', 'BID')
[CANCELLED] 1712599788112234931 ('BRV', 'BID')
[CANCELLED] 1712599788112234933 ('EPT', 'BID')
[CANCELLED] 1712599788112234934 ('MKU', 'BID')
[CANCELLED] 1712599788112234935 ('BRV', 'BID')
1712599788112234938 ('EPT', 'ASK') 3 4703 -13
1712599788112234941 ('MKU', 'BID') 16 4657 6
1712599788112234943 ('IGM', 'BID') 20 5482 15
1712599788112234946 ('BRV', 'ASK') 3 5408 -18
1712599788112234940 ('DLO', 'ASK') 10 5167 0
1712599788112234948 ('IGM', 'BID') 10 5477 0
1712599788112234944 ('IGM', 'ASK') 3 5501 0
1712599788112234947 ('MKU', 'BID') 10 4643 0
[CANCELLED] 1712599788112234937 ('EPT', 'BID')
[CANCELLED] 1712599788112234939 ('DLO', 'BID')
[CANCELLED] 1712599788112234942 ('MKU', 'ASK')
[CANCELLED] 1712599788112234945 ('BRV', 'BID')
[CANCELLED] 1712599788112234949 ('BRV', 'BID')
1712599788112234951 ('EPT', 'ASK') 3 4713 0
1712599788112234957 ('IGM', 'ASK') 6 5502 -18
1712599788112234954 ('MKU', 'BID') 9 4626 0
1712599788112234953 ('DLO', 'ASK') 5 5171 0
1712599788112234955 ('MKU', 'ASK') 15 4635 0
