1712550215510361601 ('EPT', 'ASK') 2 4763
1712550215510362043 ('EPT', 'BID') 2 4776
1712550215510362060 ('EPT', 'BID') 2 4773
1712550215510362299 ('EPT', 'BID') 2 4760
1712550215510362303 ('MKU', 'BID') 2 4770
1712550215510361901 ('EPT', 'BID') 2 4736
1712550215510361868 ('EPT', 'BID') 2 4725
1712550215510362287 ('BRV', 'ASK') 2 5798
1712550215510362309 ('EPT', 'BID') 2 4730
1712550215510362317 ('BRV', 'BID') 2 5781
1712550215510361885 ('EPT', 'BID') 10 4705
1712550215510361889 ('EPT', 'BID') 2 4697
1712550215510361887 ('EPT', 'BID') 10 4685
1712550215510362319 ('EPT', 'BID') 2 4682
1712550215510361899 ('EPT', 'BID') 10 4677
1712550215510362329 ('EPT', 'BID') 2 4623
1712550215510362339 ('EPT', 'BID') 2 4583
1712550215510362356 ('EPT', 'BID') 2 4636
1712550215510362366 ('SCP', 'BID') 30 5274
1712550215510362367 ('SCP', 'BID') 40 5274
1712550215510362368 ('SCP', 'BID') 10 5274
1712550215510362368 ('SCP', 'BID') 30 5275
1712550215510362368 ('SCP', 'BID') 10 5276
1712550215510362369 ('SCP', 'BID') 30 5276
1712550215510362369 ('SCP', 'BID') 30 5277
1712550215510362318 ('BRV', 'ASK') 2 5827
1712550215510362294 ('MKU', 'ASK') 2 4856
1712550215510362378 ('EPT', 'BID') 2 4697
1712550215510362382 ('MKU', 'BID') 2 4851
1712550215510362271 ('BRV', 'ASK') 2 5834
1712550215510362399 ('EPT', 'BID') 2 4666
1712550215510362255 ('BRV', 'ASK') 2 5888
1712550215510362172 ('BRV', 'ASK') 2 5954
1712550215510362304 ('MKU', 'ASK') 2 4875
1712550215510362423 ('EPT', 'BID') 2 4658
1712550215510362432 ('BRV', 'ASK') 2 5975
1712550215510362427 ('MKU', 'BID') 2 4887
1712550215510362383 ('MKU', 'ASK') 2 4889
1712550215510362446 ('EPT', 'BID') 2 4730
1712550215510362451 ('MKU', 'ASK') 2 4913
1712550215510362140 ('DLO', 'BID') 2 5029
1712550215510362465 ('EPT', 'BID') 2 4740
1712550215510362467 ('DLO', 'BID') 2 5028
1712550215510362115 ('DLO', 'BID') 2 5023
1712550215510362484 ('EPT', 'BID') 2 4710
1712550215510362486 ('DLO', 'BID') 2 5042
1712550215510362500 ('EPT', 'BID') 2 4737
1712550215510362095 ('DLO', 'BID') 2 5013
1712550215510362079 ('DLO', 'BID') 2 5011
1712550215510362062 ('DLO', 'BID') 2 4995
1712550215510362517 ('EPT', 'BID') 2 4706
1712550215510362519 ('DLO', 'BID') 2 5002
1712550215510362533 ('EPT', 'BID') 2 4699
1712550215510362535 ('DLO', 'BID') 2 4999
1712550215510362125 ('DLO', 'BID') 2 4976
1712550215510362076 ('DLO', 'BID') 10 4975
1712550215510362045 ('DLO', 'BID') 2 4975
1712550215510362550 ('EPT', 'BID') 2 4703
1712550215510362552 ('DLO', 'BID') 2 4974
1712550215510362027 ('DLO', 'BID') 2 4965
1712550215510362571 ('EPT', 'BID') 2 4730
1712550215510362573 ('DLO', 'BID') 2 4984
1712550215510362594 ('EPT', 'ASK') 2 4794
1712550215510362595 ('DLO', 'BID') 2 4978
1712550215510362010 ('DLO', 'BID') 2 4963
1712550215510362611 ('EPT', 'ASK') 2 4784
1712550215510362612 ('DLO', 'BID') 2 4960
1712550215510362620 ('SCP', 'ASK') 30 5403
1712550215510362620 ('SCP', 'ASK') 40 5402
1712550215510362620 ('SCP', 'ASK') 10 5401
1712550215510362621 ('SCP', 'ASK') 40 5401
1712550215510362621 ('SCP', 'ASK') 40 5400
1712550215510361707 ('IGM', 'ASK') 2 5561
1712550215510362626 ('EPT', 'ASK') 2 4797
1712550215510362627 ('DLO', 'BID') 2 4985
1712550215510362572 ('EPT', 'ASK') 2 4815
1712550215510362551 ('EPT', 'ASK') 2 4831
1712550215510362534 ('EPT', 'ASK') 2 4838
1712550215510362643 ('EPT', 'ASK') 2 4844
1712550215510362644 ('DLO', 'BID') 2 4995
1712550215510361842 ('MKU', 'ASK') 2 4997
1712550215510362518 ('EPT', 'ASK') 2 4850
1712550215510361826 ('MKU', 'ASK') 2 5015
1712550215510361779 ('MKU', 'ASK') 2 5027
1712550215510362501 ('EPT', 'ASK') 2 4861
1712550215510362466 ('EPT', 'ASK') 2 4864
1712550215510362447 ('EPT', 'ASK') 2 4866
1712550215510362661 ('EPT', 'ASK') 2 4861
1712550215510362662 ('DLO', 'BID') 2 5001
1712550215510362665 ('MKU', 'ASK') 2 5027
1712550215510362386 ('BRV', 'BID') 2 5786
1712550215510362041 ('DLO', 'BID') 10 4945
1712550215510361721 ('IGM', 'ASK') 10 5581
1712550215510362677 ('EPT', 'ASK') 2 4858
1712550215510362678 ('DLO', 'BID') 2 4974
1712550215510362681 ('MKU', 'ASK') 2 4986
1712550215510362683 ('IGM', 'ASK') 2 5581
1712550215510361687 ('IGM', 'ASK') 2 5618
1712550215510361998 ('DLO', 'BID') 2 4939
1712550215510361981 ('DLO', 'BID') 2 4936
1712550215510362695 ('DLO', 'BID') 2 4936
1712550215510362700 ('IGM', 'ASK') 2 5602
1712550215510361647 ('IGM', 'ASK') 2 5631
1712550215510361697 ('IGM', 'ASK') 8 5638
1712550215510361697 ('IGM', 'ASK') 2 5638
1712550215510361669 ('IGM', 'ASK') 10 5651
1712550215510361671 ('IGM', 'ASK') 10 5671
1712550215510361673 ('IGM', 'ASK') 10 5691
1712550215510362684 ('BRV', 'BID') 2 5723
1712550215510362712 ('DLO', 'BID') 2 4965
1712550215510362717 ('IGM', 'ASK') 2 5682
1712550215510362718 ('BRV', 'BID') 2 5702
1712550215510362485 ('EPT', 'ASK') 2 4886
1712550215510362424 ('EPT', 'ASK') 2 4915
1712550215510362400 ('EPT', 'ASK') 2 4919
1712550215510362379 ('EPT', 'ASK') 2 4934
1712550215510362719 ('BRV', 'ASK') 2 5712
1712550215510362727 ('EPT', 'ASK') 2 4930
1712550215510362728 ('DLO', 'BID') 2 4953
1712550215510362733 ('IGM', 'ASK') 2 5659
1712550215510362734 ('BRV', 'BID') 2 5729
1712550215510362340 ('EPT', 'ASK') 2 4944
1712550215510362357 ('EPT', 'ASK') 2 4951
1712550215510362735 ('BRV', 'ASK') 2 5762
1712550215510362744 ('EPT', 'ASK') 2 4946
1712550215510362745 ('DLO', 'BID') 2 4932
1712550215510362750 ('IGM', 'ASK') 2 5696
1712550215510362751 ('BRV', 'BID') 2 5780
1712550215510361776 ('DLO', 'BID') 2 4919
1712550215510361747 ('DLO', 'BID') 2 4917
1712550215510361702 ('DLO', 'BID') 2 4907
1712550215510362760 ('EPT', 'ASK') 2 4928
1712550215510362761 ('DLO', 'BID') 2 4901
1712550215510362766 ('IGM', 'ASK') 2 5712
1712550215510362752 ('BRV', 'ASK') 2 5816
1712550215510362776 ('EPT', 'ASK') 2 4923
1712550215510362777 ('DLO', 'BID') 2 4923
1712550215510362782 ('IGM', 'ASK') 2 5709
1712550215510362783 ('BRV', 'BID') 2 5866
1712550215510362792 ('EPT', 'ASK') 2 4839
1712550215510362793 ('DLO', 'BID') 2 4919
1712550215510362798 ('IGM', 'ASK') 2 5765
1712550215510361765 ('DLO', 'BID') 10 4897
1712550215510361660 ('DLO', 'BID') 10 4892
1712550215510362810 ('DLO', 'BID') 2 4871
1712550215510362815 ('IGM', 'ASK') 2 5660
1712550215510361803 ('MKU', 'ASK') 2 5059
1712550215510361705 ('MKU', 'ASK') 2 5083
1712550215510362827 ('DLO', 'BID') 2 4865
1712550215510362830 ('MKU', 'ASK') 2 5095
1712550215510362832 ('IGM', 'ASK') 2 5680
1712550215510362843 ('DLO', 'BID') 2 4869
1712550215510362848 ('IGM', 'ASK') 2 5630
1712550215510362860 ('DLO', 'BID') 2 4868
1712550215510362865 ('IGM', 'ASK') 2 5659
1712550215510361685 ('MKU', 'ASK') 2 5103
1712550215510361718 ('MKU', 'ASK') 10 5103
1712550215510361695 ('MKU', 'ASK') 10 5123
1712550215510361645 ('MKU', 'ASK') 2 5141
1712550215510362876 ('DLO', 'BID') 2 4856
1712550215510362879 ('MKU', 'ASK') 2 5141
1712550215510362881 ('IGM', 'ASK') 2 5620
1712550215510362898 ('DLO', 'BID') 2 4872
1712550215510362901 ('MKU', 'ASK') 2 5142
1712550215510362903 ('IGM', 'ASK') 2 5654
1712550215510362914 ('DLO', 'BID') 2 4843
1712550215510362917 ('MKU', 'ASK') 2 5137
1712550215510362919 ('IGM', 'ASK') 2 5635
1712550215510362932 ('DLO', 'BID') 2 4878
1712550215510362935 ('MKU', 'ASK') 2 5135
1712550215510362937 ('IGM', 'ASK') 2 5642
1712550215510362953 ('DLO', 'BID') 2 4909
1712550215510362956 ('MKU', 'ASK') 2 5132
1712550215510362958 ('IGM', 'ASK') 2 5695
1712550215510362784 ('BRV', 'ASK') 2 5962
1712550215510362969 ('DLO', 'BID') 2 4930
1712550215510362972 ('MKU', 'ASK') 2 5096
1712550215510362974 ('IGM', 'ASK') 2 5716
1712550215510362985 ('DLO', 'BID') 2 4909
1712550215510362988 ('MKU', 'ASK') 2 5060
1712550215510362990 ('IGM', 'ASK') 2 5679
1712550215510363001 ('DLO', 'BID') 2 4913
1712550215510363004 ('MKU', 'ASK') 2 5077
1712550215510363006 ('IGM', 'ASK') 2 5655
1712550215510362975 ('BRV', 'BID') 2 5873
1712550215510363017 ('DLO', 'BID') 2 4936
1712550215510363020 ('MKU', 'ASK') 2 5056
1712550215510363022 ('IGM', 'ASK') 2 5610
1712550215510363023 ('BRV', 'BID') 2 5827
1712550215510363033 ('DLO', 'BID') 2 4910
1712550215510363036 ('MKU', 'ASK') 2 5102
1712550215510363038 ('IGM', 'ASK') 2 5660
1712550215510362407 ('BRV', 'BID') 2 5674
1712550215510363050 ('DLO', 'BID') 2 4934
1712550215510363053 ('MKU', 'ASK') 2 5118
1712550215510363055 ('IGM', 'ASK') 2 5656
1712550215510363056 ('BRV', 'BID') 2 5666
1712550215510363071 ('IGM', 'ASK') 2 5630
1712550215510363087 ('IGM', 'ASK') 2 5648
1712550215510363102 ('IGM', 'BID') 2 5603
1712550215510363086 ('IGM', 'BID') 2 5584
1712550215510363070 ('IGM', 'BID') 2 5578
1712550215510363054 ('IGM', 'BID') 2 5554
1712550215510362973 ('IGM', 'BID') 2 5538
1712550215510363037 ('IGM', 'BID') 2 5537
1712550215510363005 ('IGM', 'BID') 2 5531
1712550215510362652 ('SCP', 'BID') 30 5343
1712550215510362864 ('IGM', 'BID') 2 5516
1712550215510363021 ('IGM', 'BID') 2 5511
1712550215510362936 ('IGM', 'BID') 2 5511
1712550215510362749 ('IGM', 'BID') 2 5504
1712550215510362957 ('IGM', 'BID') 2 5501
1712550215510362732 ('IGM', 'BID') 2 5499
1712550215510362989 ('IGM', 'BID') 2 5477
1712550215510362765 ('IGM', 'BID') 2 5473
1712550215510362880 ('IGM', 'BID') 2 5467
1712550215510362918 ('IGM', 'BID') 2 5462
1712550215510362847 ('IGM', 'BID') 2 5453
1712550215510362636 ('SCP', 'BID') 30 5329
1712550215510362636 ('SCP', 'BID') 10 5329
1712550215510362635 ('SCP', 'BID') 30 5328
1712550215510363118 ('IGM', 'BID') 2 5510
1712550215510363122 ('SCP', 'BID') 30 5320
1712550215510363123 ('SCP', 'BID') 10 5320
1712550215510363123 ('SCP', 'BID') 30 5321
1712550215510362699 ('IGM', 'BID') 2 5448
1712550215510362716 ('IGM', 'BID') 2 5445
1712550215510363134 ('IGM', 'BID') 2 5443
1712550215510363150 ('IGM', 'BID') 2 5463
1712550215510363166 ('IGM', 'BID') 2 5442
1712550215510362631 ('IGM', 'BID') 2 5438
1712550215510362781 ('IGM', 'BID') 2 5427
1712550215510362797 ('IGM', 'BID') 2 5414
1712550215510363184 ('IGM', 'BID') 2 5459
1712550215510361663 ('MKU', 'ASK') 10 5161
1712550215510363205 ('MKU', 'ASK') 2 5116
1712550215510363206 ('IGM', 'BID') 2 5485
1712550215510361665 ('MKU', 'ASK') 10 5181
1712550215510363228 ('MKU', 'ASK') 2 5178
1712550215510363229 ('IGM', 'BID') 2 5553
1712550215510363251 ('MKU', 'ASK') 2 5184
1712550215510363252 ('IGM', 'BID') 2 5551
1712550215510361667 ('MKU', 'ASK') 10 5201
1712550215510363275 ('MKU', 'ASK') 2 5257
1712550215510363276 ('IGM', 'BID') 2 5591
1712550215510363103 ('IGM', 'ASK') 2 5611
1712550215510363299 ('MKU', 'ASK') 2 5271
1712550215510363300 ('IGM', 'BID') 2 5632
1712550215510363057 ('BRV', 'ASK') 2 5825
1712550215510363321 ('MKU', 'ASK') 2 5246
1712550215510363322 ('IGM', 'BID') 2 5566
1712550215510362330 ('EPT', 'ASK') 2 4959
1712550215510362320 ('EPT', 'ASK') 2 4962
1712550215510363339 ('EPT', 'ASK') 2 4970
1712550215510363343 ('MKU', 'ASK') 2 5194
1712550215510363344 ('IGM', 'BID') 2 5488
1712550215510363365 ('MKU', 'ASK') 2 5124
1712550215510363366 ('IGM', 'BID') 2 5500
1712550215510363324 ('BRV', 'BID') 2 5847
1712550215510362310 ('EPT', 'ASK') 2 4979
1712550215510362300 ('EPT', 'ASK') 2 4981
1712550215510363385 ('EPT', 'ASK') 2 4954
1712550215510363389 ('MKU', 'ASK') 2 5157
1712550215510363390 ('IGM', 'BID') 2 5495
1712550215510363392 ('BRV', 'BID') 2 5837
1712550215510363393 ('BRV', 'ASK') 2 5844
1712550215510363388 ('MKU', 'BID') 2 5106
1712550215510363411 ('MKU', 'BID') 2 5099
1712550215510363412 ('MKU', 'ASK') 2 5145
1712550215510363413 ('IGM', 'BID') 2 5451
1712550215510362682 ('IGM', 'BID') 2 5403
1712550215510363415 ('BRV', 'BID') 2 5866
1712550215510362831 ('IGM', 'BID') 2 5398
1712550215510362814 ('IGM', 'BID') 2 5392
1712550215510362902 ('IGM', 'BID') 2 5366
1712550215510362305 ('IGM', 'BID') 2 5357
1712550215510362284 ('IGM', 'BID') 2 5350
1712550215510363360 ('EPT', 'BID') 2 4879
1712550215510363338 ('EPT', 'BID') 2 4870
1712550215510363430 ('EPT', 'ASK') 2 4878
1712550215510363434 ('MKU', 'ASK') 2 5187
1712550215510363435 ('IGM', 'BID') 2 5383
1712550215510363437 ('BRV', 'BID') 2 5871
1712550215510363456 ('MKU', 'ASK') 2 5197
1712550215510363457 ('IGM', 'BID') 2 5337
1712550215510362252 ('IGM', 'BID') 2 5281
1712550215510363479 ('MKU', 'ASK') 2 5155
1712550215510363480 ('IGM', 'BID') 2 5271
1712550215510362144 ('IGM', 'BID') 2 5201
1712550215510362185 ('IGM', 'BID') 2 5178
1712550215510363501 ('MKU', 'ASK') 2 5139
1712550215510363502 ('IGM', 'BID') 2 5186
1712550215510363524 ('MKU', 'ASK') 2 5170
1712550215510363525 ('IGM', 'BID') 2 5114
1712550215510362431 ('BRV', 'BID') 2 5596
1712550215510362454 ('BRV', 'BID') 2 5584
